,Participant_ID,Rotation,Emphasis,A,B,single_sigma,single_neg2ll,Af,Bf,As,Bs,dual_sigma,dual_neg2ll,AIC_single,AIC_dual
36,36,Sudden,Speed,0.9999999999913252,0.004741568667634917,0.20929473266956405,-185.57544219620206,0.9948168596260629,0.012701214372833787,0.9948168601171399,1.541941902206252e-08,0.1376926105251241,1405.8973014593562,-181.57544219620206,1413.8973014593562
37,37,Sudden,Accuracy,0.9969375399495458,0.010272448807025863,0.19548597391973385,-273.13529023593946,0.9973037425565878,0.0087050876037911,0.9999999994752409,1.653937158956811e-13,0.12077325908203235,171.6192483158686,-269.13529023593946,179.6192483158686
38,38,Gradual,Speed,0.9963209747981692,0.009934382830355748,0.11377734960766812,-965.8784182635205,0.9963133832005945,0.009942714649286904,0.9976470183168777,1.6060990323621672e-06,0.11379820907265449,-965.8782126483511,-961.8784182635205,-957.8782126483511
39,39,Gradual,Accuracy,0.9876789613178678,0.05333180885508296,0.05514797180857424,-1892.467389947972,0.9609061990681512,0.06565615973469491,0.9964333308363048,0.012909653114334382,0.05464939701309804,-1904.4274155005473,-1888.467389947972,-1896.4274155005473
40,40,Sudden,Speed,0.8605425390808579,4.5903653111696654e-11,0.08769701149908496,-1299.179906070984,0.46305367896343175,3.552777357626027e-11,0.46305887456906114,7.83612371045756e-05,0.08777465275629327,9998701.237041239,-1295.179906070984,9998709.237041239
41,41,Sudden,Accuracy,0.9647032722358557,0.2472056105938187,0.07991083692768206,-1418.0567613421417,0.9647015153303488,0.24706144902275518,0.9754468248342434,6.877654671747113e-05,0.07991348817120086,-1418.0627844774122,-1414.0567613421417,-1410.0627844774122
42,42,Gradual,Speed,0.9999999966115811,0.0016690241727955121,0.26203982266534037,-2.0026388136559152,0.23652308469954872,0.0009167668563769785,0.4375254594728365,7.333991761190821e-06,0.32793716372632975,388.95032212283536,1.9973611863440848,396.95032212283536
43,43,Gradual,Accuracy,0.9979220141118622,0.02279652652266715,0.056913123497842055,-1852.5665789508355,0.9979201314112799,0.022702345542965588,0.9982436675814345,9.864089399900821e-05,0.056918296858275805,-1852.5665956360706,-1848.5665789508355,-1844.5665956360706
44,44,Sudden,Speed,0.979819287595247,0.008615873876722517,0.09844420893642053,-1151.1260595389995,0.9798047506335013,0.00858486956796519,0.9812106666304451,3.6908582587816334e-05,0.0984410151100387,-1151.1253332766855,-1147.1260595389995,-1143.1253332766855
45,45,Sudden,Accuracy,0.9999999993779966,0.0010225900658335494,0.19973552015899504,-638.2297610214987,0.9999596511837696,0.0009424163095432034,0.999959652949945,9.016295041363212e-05,0.12418909693212593,-852.8578102832686,-634.2297610214987,-844.8578102832686
46,46,Gradual,Speed,0.8878118831260112,0.11599305805606477,0.11078486793270383,-999.9590255691041,0.8878484330884835,0.11585691682859457,0.8879070401888085,9.893620720978483e-05,0.11078583504960034,-999.9590264106856,-995.9590255691041,-991.9590264106856
47,47,Gradual,Accuracy,0.994832872358629,0.02382896848134759,0.06496461678745231,-1683.0154893458362,0.9947758064601937,0.023820929688133024,0.9995300099478166,8.547273714626457e-05,0.0649749888868136,-1683.0504819624807,-1679.0154893458362,-1675.0504819624807
48,48,Sudden,Speed,0.9999999983170345,0.0026616386449387335,0.3511391009740832,39.16741657867138,0.9999127790008798,0.0014952074613162943,0.9999260207783012,0.0014946037007793997,0.18512944858555686,-225.20108254712045,43.16741657867138,-217.20108254712045
49,49,Sudden,Accuracy,0.9988220383699367,0.012926730764915748,0.13072386269089242,-788.0523056041204,0.9988221129989935,0.012580709248636749,0.9988326526728889,0.0003451232074133591,0.13074438925462178,-788.0523003252109,-784.0523056041204,-780.0523003252109
50,50,Gradual,Speed,0.9985061979790952,0.010628290887554636,0.1149845751671191,-952.1849920892832,0.9985046564888234,0.010471743962462334,0.9985397067879831,0.00015747364277750146,0.11500475882814981,-952.1849774771424,-948.1849920892832,-944.1849774771424
51,51,Gradual,Accuracy,0.9994968834683957,0.011916774880342526,0.09864922191696021,-1148.6441106350617,0.9999999997654165,0.008581559002819397,0.9999999998864524,0.00010189901910794341,0.0740930955668029,-939.0593028164565,-1144.6441106350617,-931.0593028164565
52,52,Sudden,Speed,0.9983126764804575,0.009198655718070589,0.1548810619069675,-570.7817078895139,0.9983142887450767,0.009038278046641098,0.9983243483481097,0.00015907609461815488,0.15491769752513707,-570.7818864686586,-566.7817078895139,-562.7818864686586
53,53,Sudden,Accuracy,0.9820743022016212,0.11084045590202388,0.1438993068937592,-665.2633254703883,0.9818104415879771,0.1115161287639031,0.9999999399460031,9.99332348373504e-05,0.1438140672141357,-665.8753306644419,-661.2633254703883,-657.8753306644419
54,54,Gradual,Speed,0.999999991772532,0.005460748752428272,0.18940086654322952,-529.9029222369279,0.9991110823372304,0.006419303845044268,0.9999999999956861,1.537149857362629e-11,0.052555541495753866,3074.194072454037,-525.9029222369279,3082.194072454037
55,55,Gradual,Accuracy,0.9687780132762047,0.09264812675716383,0.06678120666021155,-1647.873519528428,0.9687957316400442,0.09249891267622969,0.9706364474614471,0.00010530146511877688,0.06678273577820107,-1647.8734196847722,-1643.873519528428,-1639.8734196847722
56,56,Sudden,Speed,0.9938384767691664,0.003637763943090566,0.10698969943216932,-1044.3510065328774,0.9939742166085361,0.0035656366778747993,0.9939742878500768,1.7713712614118e-10,0.10650042784887678,-1044.2466540615019,-1040.3510065328774,-1036.2466540615019
57,57,Sudden,Accuracy,0.9981413105567896,0.023622642860885404,0.1398565790766264,-701.6953871671831,0.9988497131876218,0.017954067796284758,0.99999996367757,2.344487991579018e-12,0.10716290351330943,-558.9432070624964,-697.6953871671831,-550.9432070624964
58,58,Gradual,Speed,0.9967090271688801,0.007957591830149513,0.11281128001526561,-976.7240494235772,0.9967130787090264,0.00793563513746437,0.9967498266091089,1.8226824975610403e-05,0.11281587974992932,-976.7240193252048,-972.7240494235772,-968.7240193252048
59,59,Gradual,Accuracy,0.9961892996135204,0.02126301241426351,0.06279984897390027,-1726.499990363679,0.9961692550226896,0.021176750112133443,0.9999934746486121,7.473742148377872e-05,0.06282215252077383,-1726.3964591361796,-1722.499990363679,-1718.3964591361796
