p_id,gof,test gof,A,B,Eps,cv itr
641.0,254.05557665594225,27.190932986665427,0.9936527836980097,0.049909658314390926,0.37608487524665607,0
642.0,627.116849472762,73.63759986553205,0.0016360086239675554,0.0,0.7187535639835949,0
643.0,832.3975066958008,102.97440998155136,0.9914180020540272,0.00885785942276978,0.9640461064108568,0
644.0,615.2870049292586,64.65119251428861,2.282031396749471e-06,0.3831212656539269,0.7041968349454006,0
645.0,319.10245483386996,26.880439337172227,0.9648213750720939,0.18209272679331862,0.42108035460645343,0
646.0,378.8958125835373,32.825763157458496,0.6276942029504153,1.0,0.467135777465145,0
647.0,807.7832282398156,93.70471835974917,0.9750928055672397,0.005976909689483839,1.0,0
648.0,318.5642333938015,81.42908363988876,0.9845753957878486,0.076840312435593,0.4206839030170946,0
649.0,777.3556194277653,91.25692803156905,0.9870744280151158,0.017457954474386916,0.9330624936322611,0
650.0,452.7737160521321,55.47694915948787,0.23741891557156375,0.7581347947498975,0.5310679433542778,0
651.0,933.1593574710782,103.3073507052905,0.9545864116612441,0.005422912398452945,1.0,0
652.0,593.5407956078274,61.66853999293501,0.034002099438292195,0.0,0.6780572392804938,0
653.0,262.2861472030587,29.387525521823104,0.9959809383499094,0.024771326329167023,0.3814861872214216,0
654.0,405.1884892134933,38.69923840904668,0.0,0.3189873522911935,0.4889532161349561,0
655.0,480.72309547967745,52.52614609318029,0.992812354495729,0.04963360670418001,0.5574847437183994,0
656.0,543.4654036674102,51.26339784338926,1.0,0.003423288197240551,0.6215989921729391,0
657.0,664.6574473866132,75.50358375232713,0.9893357009362906,0.02631523222317894,0.7671515528342082,0
658.0,516.8827451890385,47.987749495954404,0.3585195047537477,0.8102650653744288,0.5935968738692726,0
659.0,451.7460446707102,52.25037743911999,0.995787257644897,0.020394018563760476,0.5301936135946317,0
660.0,429.44657309953607,52.84071770398429,0.5213821426637768,0.932334641510546,0.50997359248802,0
661.0,565.8391386437852,64.33420007266001,0.9987711022689967,0.02545299496147977,0.6462737399057563,0
662.0,404.7310714153234,43.65064428827787,1.0,0.00558456341792848,0.488581950853877,0
663.0,1058.694981852383,116.25185626850374,0.0,0.0,1.0,0
664.0,399.76089463383624,64.74309036991143,0.9854384408213583,0.03264039602663686,0.4843971972539819,0
665.0,519.8032673155177,55.566027130706246,0.9956367952609475,0.022677456655100802,0.5966099546584321,0
666.0,426.3390072114809,49.17054295967899,0.5926896630145733,1.0,0.5072344473294335,0
667.0,923.4709805463034,98.46749169709418,0.9811719746418933,0.00624495761354768,1.0,0
668.0,520.5897474356069,47.41853095996503,0.24675439832875173,1.0,0.597404310352944,0
669.0,272.135504465827,21.212982857068546,0.9999336063160594,0.017583296148347284,0.38807629445525554,0
670.0,342.97231010540247,54.76591833414238,0.9772674077096408,0.07558253888654425,0.4389036257372275,0
671.0,687.7450771172013,68.55727128239421,0.9957785413500257,0.019773125125862264,0.7985643244377898,0
672.0,405.04393511134765,45.86198463198925,0.19215126493475254,0.8673716487482561,0.48882285688457305,0
673.0,456.95697056408227,50.750163071185774,0.9937395281638879,0.026970928982312112,0.5349241899508218,0
674.0,284.4459227454957,30.4793181428565,1.0,0.005251907694113414,0.3964670625649539,0
675.0,406.91068196069824,59.071489744919496,0.999926507706399,0.016294035742418313,0.490380575594392,0
676.0,595.2771307427747,65.93627612337347,0.0,0.1622013154466873,0.6801544780990894,0
677.0,221.87613305631822,2.994506936436186,0.9820240698492981,0.10495050522960325,0.35566464690218613,0
678.0,302.6717169605585,21.43630099117345,0.9998916467597467,0.004809306462815837,0.409256835305992,0
679.0,452.3656390311592,50.01909872581393,0.9984062394139532,0.020881333303716734,0.5306782669140725,0
680.0,265.44588369208657,36.60697976136967,0.9971153411295948,0.010517980636893135,0.3835992742342341,0
681.0,545.9864372576427,53.17926505554963,0.9952483100434149,0.019692063168357525,0.6243848501924301,0
682.0,559.7748021504717,62.27256551371239,0.05573224164794473,0.8287254090148604,0.6394737821648045,0
683.0,491.36992195981463,55.41483870918369,0.9980432031124946,0.019553723657639917,0.5678704626540203,0
684.0,459.00131513645726,28.82112101852815,0.5126330673294801,1.0,0.536830504741183,0
685.0,519.339413626043,49.632618015984306,0.9998857246527793,0.0243266997789174,0.5961645675582956,0
686.0,641.4479194717371,72.07737427277509,0.0,0.0638323515726755,0.7367748563976404,0
687.0,730.4662180728053,71.6773694853033,0.9584009834265124,0.013286041217443673,0.8600665128145935,0
688.0,551.9489463960881,70.2335575298505,0.4881114679991364,1.0,0.630850327640484,0
689.0,457.96365217801275,59.5747034761532,0.9961994671173584,0.026320367034020013,0.5358414161061107,0
690.0,538.4646725194692,59.87913487319933,0.39617556888375416,1.0,0.6162523455276551,0
691.0,748.9884142416854,80.00014985113594,0.9988327165270381,0.018595190102408524,0.8881709436837089,0
692.0,428.0194661463024,45.13079981563623,0.44052729301671184,0.9157095060463075,0.5087191922212744,0
693.0,175.71826797637493,30.710558670663488,0.9941501177590351,0.03914302278163195,0.3282633945461644,0
694.0,947.1812745505824,105.56153462438508,0.0016666666666666668,0.0,1.0,0
695.0,125.39951965130084,29.569423960275774,0.9989189658223208,0.027211948512077172,0.3008601910832432,0
696.0,569.01012833138,60.871388880912264,1.0,0.0026069715037417996,0.649787585420999,0
697.0,103.96410557700665,52.42401442523701,0.9890857396471897,0.04708359727906687,0.2898460694352095,0
698.0,574.12737710164,69.94988588620922,0.1068539115839256,0.6855130504625029,0.6556052539323153,0
699.0,345.3042014250353,35.62119687827987,1.0,0.02183533182660175,0.44068558956073667,0
700.0,299.93665481909676,54.86383517686328,0.9997708033738735,0.005542198890920733,0.40727284855158075,0
701.0,236.64998746348402,24.861569996844498,0.9967761549817977,0.030612270308318812,0.3649017251181807,0
702.0,780.2536379137489,94.19909017993717,0.002234720691279846,0.0,0.9377269192345399,0
641.0,262.4519295597122,19.059246390084223,0.9928572205142527,0.053688078956408654,0.3816576083812899,1
642.0,635.2416576047001,65.52885605888085,0.0016326473360780216,0.0,0.7290196194210455,1
643.0,839.5069473348615,93.12727256634243,0.991954264559562,0.008560673221918245,1.0,1
644.0,577.3615924767611,106.35039445639431,4.7726840437197534e-05,0.44842858435758115,0.6593408466489817,1
645.0,291.9973325234613,55.00682054972857,0.9684804250976253,0.19767599725813628,0.4017548129310322,1
646.0,358.9374273454852,53.127473155370346,0.6475132016980955,1.0,0.4512431632595066,1
647.0,795.7614355976726,106.11790316179727,0.9734811015475898,0.00631383931504329,0.9632695138092221,1
648.0,341.3100546339027,53.85644446847045,0.9872954050913654,0.0640692723671705,0.43765741872249087,1
649.0,777.7857367326396,90.84348521898508,0.9864263170358665,0.017767040595707655,0.9337088017109955,1
650.0,451.92397540813397,56.50952595776914,0.2583786276715149,0.7383534868488953,0.530264949312836,1
651.0,932.9614762497488,103.52244412525937,0.9588280256569295,0.004853712775466447,1.0,1
652.0,596.1785154871133,59.08297554527303,0.03158401106268554,0.0,0.6811680636434168,1
653.0,273.7121568147246,18.197975769986684,0.995883841282825,0.024456218268069145,0.3891220066526919,1
654.0,386.0215791165238,58.525671025817545,0.0,0.3480843196252328,0.47294293088784584,1
655.0,467.6080526470873,66.16889515362145,0.993773429121739,0.0465228575846206,0.5449386074258055,1
656.0,522.6221351721812,72.28481810580732,1.0,0.003502374948632281,0.59950569578716,1
657.0,660.2928689341845,79.8760876503976,0.9883919285613278,0.027328728425489723,0.761403309400853,1
658.0,506.92599472211447,57.79074754076204,0.4135861732981647,0.7964458332921148,0.5834046416357143,1
659.0,450.3429052158648,53.74330001700404,0.9960446530383269,0.01989961341730441,0.5288243706067995,1
660.0,397.09507374936965,88.52182864505423,0.5493262009671274,0.9460250796659315,0.48211641648256154,1
661.0,559.4015609104031,70.85582258247668,0.9988115807117612,0.024607266412363514,0.6390943143701872,1
662.0,407.0229918199277,41.37616696052314,1.0,0.005475186379742217,0.4905490787508269,1
663.0,1046.082996801396,128.86384131949114,0.0,0.0,1.0,1
664.0,421.80046801085524,42.92859535974995,0.9882520151194046,0.026553261520996727,0.5033056559135176,1
665.0,526.5537366798885,48.94120318841888,0.994804327723556,0.021184455306632013,0.6036936425319562,1
666.0,409.27309435573284,67.11037042379535,0.61604254306927,1.0,0.492432886133356,1
667.0,921.9165999740659,100.18018891153457,0.9813850191436974,0.005472097314272964,1.0,1
668.0,506.8964048669105,61.17077747397224,0.30656609690362036,1.0,0.5833601044064085,1
669.0,262.0298896361407,31.15367493340446,0.9999997587252651,0.017589286426500372,0.3813268089717603,1
670.0,359.41492699507376,37.396078026140664,0.9811958577334225,0.0628999195378715,0.45156209303239814,1
671.0,678.3186904989907,77.7959775740555,0.9964327956244629,0.01761246996247324,0.7856197974679429,1
672.0,405.40905806834473,45.11323679279802,0.2497633748065821,0.8347580685537841,0.48914541931303135,1
673.0,460.02526764668454,47.680291751143926,0.9941797016308511,0.02646290256490188,0.5378118443053235,1
674.0,257.8650827212662,58.657906629816424,1.0,0.005547848285545112,0.37864444768117067,1
675.0,427.18742187211114,38.68005660527828,0.999814943739828,0.016231552414181994,0.5079304810033995,1
676.0,593.9709148839653,67.0980870419123,0.0,0.1403126727007863,0.6786181032944043,1
677.0,217.33008426050228,7.412732621761262,0.9786510960415562,0.11200697321208106,0.35290767029312786,1
678.0,305.9774116226729,18.009797720589162,0.9997872174199528,0.005013797999349897,0.41155653445603513,1
679.0,463.6263439508786,39.433840865480114,0.9984380613137147,0.019529337163185778,0.5411467154545979,1
680.0,283.1814552511946,18.986290691409568,0.9968728768394647,0.010510616520688581,0.3956360173034431,1
681.0,514.065057162115,86.16589435185452,0.995575164246816,0.01927201467524575,0.5907146963991581,1
682.0,567.8711429896589,54.13735617026751,0.06449435332024665,0.8054257669253415,0.648510835711906,1
683.0,498.66388960282865,48.24423667022327,0.9978699434066489,0.01939056125913544,0.5750658986049121,1
684.0,438.5753541513392,48.20102491916216,0.5332702611170261,1.0,0.5181460938928051,1
685.0,527.6724959260371,41.770863360737955,0.9995645032821898,0.024034144658881693,0.6047878254622125,1
686.0,640.0145381436743,73.76522011648285,0.0,0.04160428184376083,0.7350487417678968,1
687.0,727.8632392481425,74.6477035081646,0.9649436819969709,0.009473937826594295,0.8561296402752991,1
688.0,556.7849567231286,65.22281917313765,0.47390311207530755,1.0,0.6361750531712835,1
689.0,481.78542162714933,36.04684589792392,0.9956978905295386,0.027154618256704486,0.5584276286543539,1
690.0,526.5535012859385,72.30371918865819,0.4322675304630434,1.0,0.6036620340524017,1
691.0,745.4286367568722,83.63151668077998,0.9989715313746885,0.01737610866381805,0.8827058787927944,1
692.0,424.1397179511188,48.99060008496509,0.449467551221144,0.9009173942065729,0.5053161743399736,1
693.0,204.00974495627747,1.879998364367518,0.9928327123880398,0.04377433574938887,0.34479464926240044,1
694.0,946.627874973004,106.1149342019638,0.0016666666666666668,0.0,1.0,1
695.0,140.79769140932913,13.754985107744012,0.9988402096286635,0.027723607883502338,0.30898820378762193,1
696.0,584.2049441655658,46.160791514471796,1.0,0.0024528227834480134,0.6671412278918929,1
697.0,125.26351196545312,29.029103249347102,0.98735208265434,0.04938010091654005,0.300712849680262,1
698.0,584.1344314801864,59.84880977060264,0.06470699475740663,0.6721511881652605,0.6671028736842083,1
699.0,333.5525528351191,47.27799922396981,1.0,0.022258047646735633,0.4318121773167575,1
700.0,309.5615620414343,45.24399755057527,0.9999135847518301,0.005317149320671969,0.4141283781261485,1
701.0,252.66354749727475,9.398464158359905,0.9960522978811751,0.03080324891310822,0.3752372739967983,1
702.0,790.4740919660237,85.61174720642917,0.002444444444444445,0.0,1.0,1
641.0,189.2426770848877,100.26791535330763,0.9939744948891234,0.05132916218792555,0.3360008843021601,2
642.0,626.2380289636117,74.53005572870254,0.0016340830231662239,0.0,0.7176603390656342,2
643.0,839.0590731860326,93.84351247989254,0.9918654360026458,0.007870131573926985,0.9997648548885245,2
644.0,605.2085668233556,74.83869118973887,0.0007801506458282939,0.3870487846884799,0.6917372204232863,2
645.0,320.4985061254508,26.287045820091535,0.9721280330179392,0.13866087633851548,0.4220771371873955,2
646.0,361.1565928337954,50.597662674154,0.6285599332260918,1.0,0.45295268965029395,2
647.0,809.8855994829207,91.64129685659275,0.9711154784064069,0.00436941955033938,1.0,2
648.0,359.7176890206102,35.22094400629652,0.9864602775107927,0.06509668035331667,0.4518355639543216,2
649.0,770.9802895300063,98.2872183837012,0.9864054079745551,0.015816847689131178,0.9227192331994762,2
650.0,424.77124932423123,85.42458794641269,0.2022764527732483,0.7903936053262492,0.5058809744507998,2
651.0,934.2997835394236,102.30023384661924,0.9523614035902791,0.004549399799867807,1.0,2
652.0,529.8040578684182,74.42835458022222,7.218632577706338e-08,0.329966180535465,0.6070452136126703,2
653.0,255.57988050943428,36.7218225500405,0.9961706965056045,0.022857379901471624,0.3771183278364555,2
654.0,375.30955065102046,69.76732438467798,0.0,0.3343607412865014,0.4642385017687456,2
655.0,464.311639906153,69.51975551455696,0.9918548146789392,0.05106112774145479,0.5418118167266086,2
656.0,530.5773738127671,64.05044295541519,0.9999999988502284,0.003467309316099597,0.6079526630047651,2
657.0,701.9127553704833,71.62443508760956,0.0,0.8329651007355563,0.8184746596649524,2
