,Curvature_n,Curvature_n1
0,100.13583882834743,98.99810999612767
1,98.99810999612767,96.49022097347888
2,96.49022097347888,92.55666254980957
3,92.55666254980957,87.88916614441328
4,87.88916614441328,83.82534824370487
5,83.82534824370487,81.31512869999312
6,81.31512869999312,79.99008482636742
7,79.99008482636742,78.41999164415402
8,78.41999164415402,75.3942956101175
9,75.3942956101175,70.93691035343686
10,70.93691035343686,66.22345193630488
11,66.22345193630488,62.768876891122076
12,62.768876891122076,61.493124065179416
13,61.493124065179416,62.20972910003257
14,62.20972910003257,63.955910689689986
15,63.955910689689986,65.79811236760827
16,65.79811236760827,67.16633085042389
17,67.16633085042389,67.72101996810967
18,67.72101996810967,67.3686185398328
19,67.3686185398328,66.31394112850418
20,66.31394112850418,64.80876739847649
21,64.80876739847649,63.00603623181694
22,63.00603623181694,61.16161341206235
23,61.16161341206235,59.642431975212965
24,59.642431975212965,58.60448487354459
25,58.60448487354459,57.97007982154555
26,57.97007982154555,57.81414797272596
27,57.81414797272596,58.48141978932071
28,58.48141978932071,60.06838463883075
29,60.06838463883075,62.01560651815531
30,62.01560651815531,63.45007316271492
31,63.45007316271492,63.743633128539315
32,63.743633128539315,62.63215857617183
33,62.63215857617183,60.22842366880699
34,60.22842366880699,57.08554987898273
35,57.08554987898273,53.83264435407777
36,53.83264435407777,50.56903177293283
37,50.56903177293283,47.009839330897414
38,47.009839330897414,43.33404025988608
39,43.33404025988608,40.48307169533145
40,40.48307169533145,39.34813256869765
41,39.34813256869765,39.768410818707345
42,39.768410818707345,40.422974951495476
43,40.422974951495476,39.7809152348466
44,39.7809152348466,37.474422192941326
45,37.474422192941326,35.018375001652636
46,35.018375001652636,34.78509754485805
47,34.78509754485805,37.75992837717624
48,37.75992837717624,42.40197289135942
49,42.40197289135942,46.06248604180537
50,46.06248604180537,47.474509367026315
51,47.474509367026315,47.56856305361259
52,47.56856305361259,47.82654810387345
53,47.82654810387345,48.39017286273823
54,48.39017286273823,48.299106556885455
55,48.299106556885455,47.21018701924872
56,47.21018701924872,45.87962267927565
57,45.87962267927565,44.787657260310716
58,44.787657260310716,43.31980672784983
59,43.31980672784983,40.92143687313518
60,40.92143687313518,38.25071654221128
61,38.25071654221128,36.43845647807384
62,36.43845647807384,35.748043588497275
63,35.748043588497275,47.94005263570699
64,47.94005263570699,48.03496157611221
65,48.03496157611221,47.70116953236321
66,47.70116953236321,46.865685681596034
67,46.865685681596034,46.223524201978435
68,46.223524201978435,46.385593272169984
69,46.385593272169984,47.118513043030674
70,47.118513043030674,47.58006509606025
71,47.58006509606025,47.01093885847789
72,47.01093885847789,45.1803846289383
73,45.1803846289383,42.518409173133016
74,42.518409173133016,40.03018636434267
75,40.03018636434267,38.87536678396797
76,38.87536678396797,39.61032717594428
77,39.61032717594428,41.62931666129627
78,41.62931666129627,43.5407345696026
79,43.5407345696026,44.30549880797493
80,44.30549880797493,44.03292990027152
81,44.03292990027152,43.78062004941205
82,43.78062004941205,44.75004852004326
83,44.75004852004326,47.421292422228845
84,47.421292422228845,50.96172732472694
85,50.96172732472694,53.49861466482387
86,53.49861466482387,53.511978471090714
87,53.511978471090714,51.09214194641641
88,51.09214194641641,47.479774480232784
89,47.479774480232784,43.511730064514346
90,43.511730064514346,39.26376605024339
91,39.26376605024339,35.28412649171192
92,35.28412649171192,33.13969148781191
93,33.13969148781191,33.91056625338079
94,33.91056625338079,36.589215789122306
95,36.589215789122306,38.86332912836339
96,38.86332912836339,39.53219538828209
97,39.53219538828209,39.55525833073637
98,39.55525833073637,40.73455505621745
99,40.73455505621745,43.89327823108103
100,43.89327823108103,48.3893078747622
101,48.3893078747622,52.933852653655585
102,52.933852653655585,56.49716628794094
103,56.49716628794094,58.52544381608101
104,58.52544381608101,58.816776332750905
105,58.816776332750905,57.489194844807884
106,57.489194844807884,54.909646186657525
107,54.909646186657525,51.638543557555245
108,51.638543557555245,48.51174130635156
109,48.51174130635156,46.393673672705674
110,46.393673672705674,45.5669642200956
111,45.5669642200956,45.646912723804135
112,45.646912723804135,46.08856078745706
113,46.08856078745706,46.27350944663172
114,46.27350944663172,45.26367784089834
115,45.26367784089834,42.25077075824599
116,42.25077075824599,37.5743597333877
117,37.5743597333877,32.95880714155864
118,32.95880714155864,30.299014437408715
119,30.299014437408715,30.135771206052063
120,30.135771206052063,31.513400758817063
121,31.513400758817063,33.291561197013316
122,33.291561197013316,35.22511239157649
123,35.22511239157649,37.56699384645283
124,37.56699384645283,40.0844251925376
125,40.0844251925376,42.04901869869599
126,42.04901869869599,43.01932049911797
127,43.01932049911797,72.98157533265838
128,72.98157533265838,71.59749619147819
129,71.59749619147819,69.4070164467098
130,69.4070164467098,67.15839033444226
131,67.15839033444226,65.1445603126112
132,65.1445603126112,62.868574440343096
133,62.868574440343096,59.511471216427594
134,59.511471216427594,54.99676098590453
135,54.99676098590453,50.571791106631196
136,50.571791106631196,48.0638575270725
137,48.0638575270725,48.51051523050308
138,48.51051523050308,51.586014793011486
139,51.586014793011486,55.99109591017991
140,55.99109591017991,60.029105527857794
141,60.029105527857794,62.183333946659715
142,62.183333946659715,61.84159680502039
143,61.84159680502039,59.60372830584298
144,59.60372830584298,56.60350358372183
145,56.60350358372183,53.70808735016743
146,53.70808735016743,51.6002680667271
147,51.6002680667271,50.976281893836465
148,50.976281893836465,51.87431438397978
149,51.87431438397978,53.04657759212449
150,53.04657759212449,52.821322736055464
151,52.821322736055464,50.73854634721454
152,50.73854634721454,47.84355604343924
153,47.84355604343924,45.473696337031484
154,45.473696337031484,44.31409882687829
