"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0241347144672597,0.0871192431084606,0.21534083773196,14.5328988110318
"2",0.00996410348576272,0.0100015364977092,0.000149998023592494,471.597853866852
"3",0.100036086804033,0.543839062189508,0.113471218984821,5.04000497130693
"4",0.0780720719949261,0.54190895661074,0.145533705272296,12.2664826643793
"5",0.0725113157798141,0.247666237264571,0.000149965994066272,61.0433036112775
"6",0.00999999942677812,0.0100006816065526,0.000149600010931298,637.549395879508
"7",0.0099663064385335,0.0100005538475029,0.000149996993183805,492.692389817939
"8",0.00999997200057839,0.0100004152069228,0.000149995051111288,467.591308267456
"9",0.00996444860936519,0.0100000949305493,0.000149999428911562,613.780449224855
"10",0.284285901714683,1.0694978982232,0.000149999278908558,2.24377418939258
"11",0.0413423270014656,0.359428999770106,0.183275999459947,21.1355760344688
"12",0.0414393862510221,0.466297371564627,0.183483600491811,3.87818478133095
