"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0099368505579907,0.0100004028781033,0.000149996283495615,591.567380611402
"2",0.00999999903786663,0.0100000801838824,0.000149975457481646,700.549294967506
"3",0.0223384937133906,0.133883324262208,0.184974269311871,16.2147220039131
"4",0.00995908613258149,0.010000409237016,0.000149998935163045,729.620568256364
"5",0.00999987070048309,0.0100000858388512,0.000149998712517082,459.449521622904
"6",0.00999963735976303,0.0100063680856494,0.000149998860123662,1000.96282507984
"7",0.00999979719932625,0.0735161689311992,0.000149999190192705,3672.91742391707
"8",0.00996032670226422,0.0100001646110019,0.000149999909265562,763.137712370738
"9",0.00999973715512745,0.0100000061767095,0.000149994858070969,578.79374696879
"10",0.00999999537973048,0.0100004664450643,0.000149996065974093,675.340097414174
"11",0.105282288646243,0.408468257705208,0.0565111392650196,11.9026522790569
"12",0.00999999421081105,0.0100000141132473,0.000149997160240326,548.989260882233
