target_x,target_y,aiming_trials.thisN,aim report,aim_swipe_mouse.x,aim_swipe_mouse.y,p_id
-0.3,-0.3,11.0,60.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2324074074074074, -0.21388888888888888, -0.1925925925925926, -0.1685185185185185, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.11666666666666667, -0.2675925925925926]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03148148148148148, 0.04537037037037037, 0.06296296296296296, 0.08055555555555556, 0.0824074074074074, 0.0824074074074074, 0.0824074074074074, 0.0824074074074074, 0.1, -0.06851851851851852]",700
-0.3,-0.3,12.0,59.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2675925925925926, -0.27870370370370373, -0.2916666666666667, -0.3037037037037037, -0.30925925925925923, -0.3055555555555556, -0.2898148148148148, -0.28055555555555556, -0.28055555555555556, -0.28055555555555556, -0.25462962962962965]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030555555555555555, 0.026851851851851852, 0.018518518518518517, 0.005555555555555556, -0.003703703703703704, -0.004629629629629629, 0.0, 0.004629629629629629, 0.004629629629629629, 0.004629629629629629, 0.016666666666666666]",700
0.3,0.3,13.0,14.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.25, -0.24537037037037038, -0.24259259259259258, -0.23796296296296296, -0.23425925925925925, -0.23148148148148148, -0.22962962962962963, -0.22962962962962963, -0.23055555555555557, -0.23425925925925925, -0.2361111111111111, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23703703703703705, -0.23055555555555557, 0.08888888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08518518518518518, -0.08148148148148149, -0.07777777777777778, -0.07222222222222222, -0.06851851851851852, -0.06388888888888888, -0.062037037037037036, -0.062037037037037036, -0.06666666666666667, -0.07037037037037037, -0.075, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07592592592592592, -0.07314814814814814, 0.2222222222222222]",700
-0.3,-0.3,14.0,59.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1537037037037037, -0.14537037037037037, -0.14444444444444443, -0.14722222222222223, -0.14722222222222223, -0.14722222222222223, -0.14722222222222223, -0.1537037037037037, -0.2222222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026851851851851852, 0.02962962962962963, 0.028703703703703703, 0.023148148148148147, 0.023148148148148147, 0.023148148148148147, 0.023148148148148147, 0.017592592592592594, -0.0787037037037037]",700
0.3,-0.3,15.0,82.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.21481481481481482, -0.22962962962962963, -0.2462962962962963, -0.262037037037037, -0.2777777777777778, -0.2824074074074074, -0.2824074074074074, -0.2824074074074074, -0.2824074074074074, -0.2851851851851852]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027777777777777776, -0.017592592592592594, 0.0, 0.017592592592592594, 0.03518518518518519, 0.040740740740740744, 0.040740740740740744, 0.040740740740740744, 0.040740740740740744, 0.04537037037037037]",700
0.3,0.3,0.0,56.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.002777777777777778, -0.008333333333333333, -0.018518518518518517, -0.028703703703703703, -0.03611111111111111, -0.04537037037037037, -0.05648148148148148, -0.06481481481481481, -0.07314814814814814, -0.0824074074074074, -0.09166666666666666, -0.10092592592592593, -0.10833333333333334, -0.11296296296296296, -0.11574074074074074, -0.1175925925925926, -0.11851851851851852, -0.11944444444444445, -0.12037037037037036, -0.12222222222222222, -0.1259259259259259, -0.12777777777777777, -0.13148148148148148, -0.13518518518518519, -0.13703703703703704, -0.13796296296296295, -0.1361111111111111, -0.13518518518518519, -0.13333333333333333, -0.13148148148148148, -0.13055555555555556, -0.13055555555555556, -0.1287037037037037, -0.12685185185185185, -0.12407407407407407, -0.11944444444444445, -0.11666666666666667, -0.11574074074074074, -0.11574074074074074, -0.11666666666666667, -0.11944444444444445, -0.12314814814814815, -0.1259259259259259, -0.1287037037037037, -0.13518518518518519, -0.14074074074074075, -0.14629629629629629, -0.1527777777777778, -0.16296296296296298, -0.175, -0.19166666666666668, -0.21481481481481482, -0.24351851851851852, -0.275, -0.31203703703703706, -0.3398148148148148, -0.3527777777777778, -0.3527777777777778, -0.3527777777777778, -0.11944444444444445, -0.06388888888888888, -0.06759259259259259, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.21666666666666667, -0.22592592592592592, -0.2324074074074074, -0.2361111111111111, -0.23703703703703705, -0.23796296296296296, -0.23981481481481481, -0.24259259259259258, -0.25, -0.2601851851851852, -0.26481481481481484, -0.25925925925925924, -0.25925925925925924, -0.25925925925925924, -0.06018518518518518, -0.05555555555555555, -0.06851851851851852, -0.10185185185185185, -0.15185185185185185, -0.1962962962962963, -0.1962962962962963, -0.2916666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.049074074074074076, -0.049074074074074076, -0.049074074074074076, -0.05092592592592592, -0.05185185185185185, -0.05185185185185185, -0.046296296296296294, -0.037037037037037035, -0.02962962962962963, -0.027777777777777776, -0.027777777777777776, -0.02962962962962963, -0.03148148148148148, -0.03333333333333333, -0.03425925925925926, -0.03518518518518519, -0.03518518518518519, -0.03611111111111111, -0.03796296296296296, -0.03981481481481482, -0.04259259259259259, -0.044444444444444446, -0.04814814814814815, -0.05185185185185185, -0.05740740740740741, -0.05925925925925926, -0.06111111111111111, -0.062037037037037036, -0.062037037037037036, -0.062037037037037036, -0.062037037037037036, -0.062037037037037036, -0.062037037037037036, -0.06111111111111111, -0.058333333333333334, -0.05555555555555555, -0.05277777777777778, -0.05185185185185185, -0.05092592592592592, -0.049074074074074076, -0.05, -0.05092592592592592, -0.05185185185185185, -0.05277777777777778, -0.05462962962962963, -0.05740740740740741, -0.06018518518518518, -0.062037037037037036, -0.06666666666666667, -0.07314814814814814, -0.08425925925925926, -0.10277777777777777, -0.1361111111111111, -0.18333333333333332, -0.2361111111111111, -0.275, -0.2935185185185185, -0.2935185185185185, -0.2935185185185185, 0.023148148148148147, 0.10648148148148148, 0.13240740740740742, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, 0.14351851851851852, -0.12407407407407407, -0.1527777777777778, -0.18333333333333332, -0.21944444444444444, -0.25092592592592594, -0.2722222222222222, -0.287962962962963, -0.29907407407407405, -0.30648148148148147, -0.30833333333333335, -0.29074074074074074, -0.24259259259259258, -0.24259259259259258, -0.24259259259259258, 0.08981481481481482, 0.09722222222222222, 0.08981481481481482, 0.07962962962962963, 0.05092592592592592, 0.009259259259259259, 0.009259259259259259, -0.13148148148148148]",701
0.3,0.3,1.0,57.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14537037037037037, -0.175, -0.21574074074074073, -0.262037037037037, -0.30277777777777776, -0.3296296296296296, -0.3398148148148148, -0.325, -0.2861111111111111, -0.2861111111111111, -0.2861111111111111, -0.2861111111111111, -0.2861111111111111, -0.2861111111111111, -0.2861111111111111, -0.20462962962962963, -0.012962962962962963, -0.002777777777777778, -0.07685185185185185, -0.16574074074074074]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22685185185185186, -0.2601851851851852, -0.3055555555555556, -0.3509259259259259, -0.387037037037037, -0.4111111111111111, -0.4166666666666667, -0.3907407407407407, -0.33425925925925926, -0.33425925925925926, -0.33425925925925926, -0.33425925925925926, -0.33425925925925926, -0.33425925925925926, -0.33425925925925926, -0.23055555555555557, -0.049074074074074076, -0.008333333333333333, -0.05648148148148148, -0.15185185185185185]",701
-0.3,0.3,2.0,82.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07037037037037037, 0.06944444444444445, 0.06666666666666667, 0.062037037037037036, 0.05277777777777778, 0.03425925925925926, -0.001851851851851852, -0.04537037037037037, -0.10740740740740741, -0.15555555555555556, -0.20092592592592592, -0.21574074074074073, -0.21574074074074073, -0.21574074074074073, -0.21574074074074073, -0.21574074074074073, 0.18518518518518517, 0.20555555555555555, 0.22962962962962963, 0.25555555555555554, 0.2601851851851852, 0.25925925925925924, 0.25925925925925924, 0.25925925925925924, 0.25925925925925924, 0.25925925925925924, 0.25925925925925924, 0.25925925925925924, 0.08796296296296297, -0.2851851851851852, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.012037037037037037, -0.000925925925925926, 0.012037037037037037, 0.014814814814814815, 0.003703703703703704, -0.013888888888888888, -0.013888888888888888, -0.20092592592592592]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08148148148148149, -0.08148148148148149, -0.0824074074074074, -0.0824074074074074, -0.0824074074074074, -0.08333333333333333, -0.09444444444444444, -0.11944444444444445, -0.17314814814814813, -0.21851851851851853, -0.2564814814814815, -0.2638888888888889, -0.2638888888888889, -0.2638888888888889, -0.2638888888888889, -0.2638888888888889, -0.21203703703703702, -0.22407407407407406, -0.2351851851851852, -0.2462962962962963, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.24814814814814815, -0.20925925925925926, -0.13796296296296295, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.09722222222222222, -0.08981481481481482, -0.0787037037037037, -0.058333333333333334, -0.03518518518518519, -0.021296296296296296, -0.021296296296296296, -0.14351851851851852]",701
-0.3,-0.3,3.0,12.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0962962962962963, 0.0962962962962963, 0.09537037037037037, 0.09722222222222222, 0.09814814814814815, 0.1, 0.10092592592592593, 0.09722222222222222, 0.09166666666666666, 0.08518518518518518, 0.0787037037037037, 0.06851851851851852, 0.049074074074074076, 0.021296296296296296, -0.006481481481481481, -0.014814814814814815, -0.005555555555555556, 0.023148148148148147, 0.05740740740740741, 0.08055555555555556, 0.08425925925925926, 0.07222222222222222, 0.06018518518518518, 0.05740740740740741, 0.06388888888888888, 0.0824074074074074, 0.10648148148148148, 0.1259259259259259, 0.13796296296296295, 0.15185185185185185, 0.16018518518518518, 0.16018518518518518, 0.14537037037037037, 0.1111111111111111, 0.062037037037037036, 0.062037037037037036, 0.062037037037037036, 0.062037037037037036, 0.062037037037037036, -0.16203703703703703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0787037037037037, -0.0787037037037037, -0.08055555555555556, -0.08148148148148149, -0.08148148148148149, -0.08148148148148149, -0.08148148148148149, -0.0824074074074074, -0.08425925925925926, -0.08703703703703704, -0.08981481481481482, -0.08981481481481482, -0.09166666666666666, -0.09814814814814815, -0.10740740740740741, -0.1111111111111111, -0.11018518518518519, -0.1037037037037037, -0.09722222222222222, -0.0962962962962963, -0.09814814814814815, -0.10462962962962963, -0.10833333333333334, -0.10648148148148148, -0.09722222222222222, -0.0787037037037037, -0.053703703703703705, -0.023148148148148147, 0.003703703703703704, 0.03425925925925926, 0.05555555555555555, 0.07222222222222222, 0.07592592592592592, 0.06574074074074074, 0.040740740740740744, 0.040740740740740744, 0.040740740740740744, 0.040740740740740744, 0.040740740740740744, -0.24537037037037038]",701
0.3,0.3,4.0,56.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18333333333333332, -0.17685185185185184, -0.1685185185185185, -0.15555555555555556, -0.1425925925925926, -0.13240740740740742, -0.12777777777777777, -0.12685185185185185, -0.13425925925925927, -0.14351851851851852, -0.15185185185185185, -0.1574074074074074, -0.16111111111111112, -0.1638888888888889, -0.1638888888888889, -0.1638888888888889, -0.16574074074074074, -0.1675925925925926, -0.1675925925925926, -0.16666666666666666, -0.1638888888888889, -0.16111111111111112, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15648148148148147]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.21851851851851853, -0.21481481481481482, -0.20833333333333334, -0.20092592592592592, -0.19444444444444445, -0.18796296296296297, -0.18425925925925926, -0.18333333333333332, -0.18796296296296297, -0.19722222222222222, -0.21203703703703702, -0.23055555555555557, -0.2462962962962963, -0.26296296296296295, -0.2740740740740741, -0.2851851851851852, -0.29259259259259257, -0.3, -0.30648148148148147, -0.3138888888888889, -0.32314814814814813, -0.3296296296296296, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3333333333333333, -0.3296296296296296]",701
0.3,-0.3,5.0,75.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05925925925925926, 0.05277777777777778, 0.04259259259259259, 0.03333333333333333, 0.025, 0.016666666666666666, 0.005555555555555556, -0.007407407407407408, -0.023148148148148147, -0.03888888888888889, -0.05185185185185185, -0.058333333333333334, -0.05925925925925926, -0.04537037037037037, -0.019444444444444445, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074, 0.024074074074074074]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.25277777777777777, -0.25, -0.2518518518518518, -0.25, -0.24537037037037038, -0.23796296296296296, -0.22870370370370371, -0.21481481481481482, -0.19722222222222222, -0.18333333333333332, -0.17407407407407408, -0.1685185185185185, -0.1685185185185185, -0.175, -0.18981481481481483, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926, -0.20925925925925926]",701
0.3,0.3,6.0,7.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1638888888888889, -0.13703703703703704, -0.13703703703703704, -0.13703703703703704, -0.13703703703703704, 0.10833333333333334, 0.09074074074074075, 0.07592592592592592, 0.06388888888888888, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, 0.06111111111111111, -0.21666666666666667, -0.21666666666666667, -0.2175925925925926, -0.21944444444444444, -0.21944444444444444, -0.22037037037037038, -0.225, -0.23055555555555557, -0.23796296296296296, -0.24351851851851852, -0.2490740740740741, -0.25555555555555554, -0.2601851851851852, -0.2657407407407407, -0.26944444444444443, -0.27314814814814814, -0.275, -0.2759259259259259, -0.27685185185185185, -0.275, -0.26851851851851855, -0.25555555555555554, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.20925925925925926]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.47129629629629627, -0.4222222222222222, -0.4222222222222222, -0.4222222222222222, -0.4222222222222222, -0.05555555555555555, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.4111111111111111, -0.41388888888888886, -0.4212962962962963, -0.42777777777777776, -0.43148148148148147, -0.43425925925925923, -0.43703703703703706, -0.44074074074074077, -0.44537037037037036, -0.45092592592592595, -0.4537037037037037, -0.4546296296296296, -0.4537037037037037, -0.4537037037037037, -0.4546296296296296, -0.4546296296296296, -0.4546296296296296, -0.4527777777777778, -0.44907407407407407, -0.4444444444444444, -0.43425925925925923, -0.41388888888888886, -0.4101851851851852, -0.4101851851851852, -0.4101851851851852, -0.4101851851851852, -0.4101851851851852, -0.4101851851851852, -0.4101851851851852, -0.3425925925925926]",701
0.3,-0.3,7.0,74.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049074074074074076, 0.04351851851851852, 0.03796296296296296, 0.028703703703703703, 0.019444444444444445, 0.006481481481481481, -0.012037037037037037, -0.03148148148148148, -0.05462962962962963, -0.08148148148148149, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.09074074074074075, -0.33240740740740743, -0.32407407407407407, -0.31666666666666665, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.30092592592592593, -0.2611111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3194444444444444, -0.3212962962962963, -0.32037037037037036, -0.31666666666666665, -0.3101851851851852, -0.29907407407407405, -0.28425925925925927, -0.2740740740740741, -0.27037037037037037, -0.2675925925925926, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.2657407407407407, -0.09259259259259259, -0.0962962962962963, -0.1, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.10740740740740741, -0.125]",701
0.3,-0.3,8.0,75.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.362962962962963, -0.36018518518518516, -0.3509259259259259, -0.34074074074074073, -0.3287037037037037, -0.3055555555555556, -0.28055555555555556, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.262037037037037, -0.13518518518518519]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14629629629629629, -0.14444444444444443, -0.14166666666666666, -0.14074074074074075, -0.14351851851851852, -0.1537037037037037, -0.16574074074074074, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.17407407407407408, -0.2222222222222222]",701
