target_x,target_y,aiming_trials.thisN,aim report,aim_swipe_mouse.x,aim_swipe_mouse.y,p_id
0.3,0.3,12.0,22.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16296296296296298, -0.16203703703703703, -0.16203703703703703, -0.16111111111111112, -0.16018518518518518, -0.15833333333333333, -0.1574074074074074, -0.1574074074074074, -0.1574074074074074, -0.1574074074074074, -0.1574074074074074, -0.1574074074074074, -0.1574074074074074, -0.15833333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.175, -0.17222222222222222, -0.1675925925925926, -0.16296296296296298, -0.15833333333333333, -0.15462962962962962, -0.1537037037037037, -0.1537037037037037, -0.1537037037037037, -0.1537037037037037, -0.1537037037037037, -0.1537037037037037, -0.1537037037037037, -0.1425925925925926]",661
0.3,-0.3,13.0,68.0,"[0.0, -0.13055555555555556, -0.125, -0.12129629629629629, -0.11851851851851852, -0.11944444444444445, -0.125, -0.13240740740740742, -0.14166666666666666, -0.14814814814814814, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.1527777777777778, -0.15833333333333333]","[0.0, -0.23703703703703705, -0.23333333333333334, -0.22777777777777777, -0.22037037037037038, -0.21388888888888888, -0.20925925925925926, -0.2074074074074074, -0.20833333333333334, -0.20925925925925926, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852, -0.2101851851851852]",661
0.3,-0.3,14.0,67.0,"[0.0, -0.2037037037037037, -0.21666666666666667, -0.22870370370370371, -0.23796296296296296, -0.24537037037037038, -0.2518518518518518, -0.25555555555555554, -0.2611111111111111, -0.2638888888888889, -0.2657407407407407, -0.26666666666666666, -0.2675925925925926, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855, -0.26851851851851855]","[0.0, -0.3333333333333333, -0.32222222222222224, -0.3101851851851852, -0.2962962962962963, -0.2814814814814815, -0.26851851851851855, -0.25833333333333336, -0.2462962962962963, -0.2388888888888889, -0.23148148148148148, -0.22407407407407406, -0.2175925925925926, -0.21296296296296297, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702, -0.21203703703703702]",661
-0.3,-0.3,15.0,47.0,"[0.0, -0.23148148148148148, -0.24444444444444444, -0.2537037037037037, -0.25833333333333336, -0.2601851851851852, -0.2601851851851852, -0.2564814814814815, -0.2518518518518518, -0.2518518518518518, -0.2518518518518518, -0.2518518518518518, -0.2518518518518518, -0.2518518518518518, -0.24166666666666667]","[0.0, -0.3074074074074074, -0.28055555555555556, -0.25462962962962965, -0.2324074074074074, -0.21296296296296297, -0.19814814814814816, -0.17962962962962964, -0.1712962962962963, -0.1712962962962963, -0.1712962962962963, -0.1712962962962963, -0.1712962962962963, -0.1712962962962963, -0.15185185185185185]",661
0.3,0.3,0.0,12.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.20833333333333334, -0.20833333333333334, -0.20833333333333334, -0.20833333333333334, -0.20833333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.20462962962962963, -0.20462962962962963, -0.20462962962962963, -0.20462962962962963, -0.20462962962962963]",662
0.3,-0.3,1.0,78.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.425, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.41759259259259257, -0.3175925925925926]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03611111111111111, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.021296296296296296]",662
0.3,-0.3,2.0,78.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16666666666666666, -0.1925925925925926, -0.22407407407407406, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.2537037037037037, -0.32037037037037036]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09074074074074075, 0.09074074074074075, 0.08796296296296297, 0.08611111111111111, 0.08611111111111111, 0.08611111111111111, 0.08611111111111111, 0.08611111111111111, 0.09722222222222222]",662
0.3,0.3,3.0,12.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16296296296296298, -0.16574074074074074, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666, -0.1648148148148148, -0.027777777777777776, 0.11944444444444445, 0.12314814814814815, 0.10925925925925926, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, -0.2074074074074074, -0.20462962962962963, -0.2, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.19722222222222222, -0.1935185185185185, -0.18796296296296297, -0.18055555555555555, -0.17314814814814813, -0.1675925925925926, -0.1638888888888889, -0.16111111111111112, -0.16574074074074074, -0.17685185185185184, -0.18703703703703703, -0.18703703703703703, -0.18703703703703703, -0.18703703703703703, -0.18703703703703703, -0.18703703703703703, -0.18703703703703703, -0.19814814814814816, 0.005555555555555556, 0.19074074074074074, 0.1824074074074074, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, 0.17592592592592593, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17685185185185184, -0.17314814814814813, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2074074074074074, -0.22407407407407406, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.23148148148148148, -0.2388888888888889, 0.03425925925925926, 0.362962962962963, 0.4203703703703704, 0.3925925925925926, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, 0.3768518518518518, -0.1425925925925926, -0.1388888888888889, -0.13518518518518519, -0.13333333333333333, -0.13240740740740742, -0.13055555555555556, -0.13055555555555556, -0.12777777777777777, -0.12777777777777777, -0.12777777777777777, -0.12777777777777777, -0.13240740740740742, -0.12962962962962962, -0.125, -0.12037037037037036, -0.1175925925925926, -0.11574074074074074, -0.11574074074074074, -0.12777777777777777, -0.14351851851851852, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.175, 0.20277777777777778, 0.42962962962962964, 0.4148148148148148, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, 0.4027777777777778, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.19444444444444445, -0.18518518518518517, 0.14444444444444443]",662
0.3,-0.3,4.0,78.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30092592592592593, -0.3055555555555556, -0.30648148148148147, -0.3, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.2972222222222222, -0.18425925925925926, 0.23333333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05277777777777778, 0.06111111111111111, 0.06574074074074074, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.058333333333333334, -0.025925925925925925]",662
-0.3,0.3,5.0,34.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.037037037037037035, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.03425925925925926, -0.12129629629629629, -0.46111111111111114, -0.7925925925925926, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.812037037037037, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.08333333333333333, -0.5203703703703704, -0.8287037037037037, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.8416666666666667, -0.15925925925925927, -0.1537037037037037, -0.15, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14629629629629629, -0.14537037037037037, -0.337037037037037, -0.7148148148148148, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.8888888888888888, -0.1814814814814815, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.18055555555555555, -0.31851851851851853, -0.762962962962963, -0.8851851851851852, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.8759259259259259, -0.0712962962962963, -0.07407407407407407, -0.07777777777777778, -0.07777777777777778, -0.07777777777777778, -0.08148148148148149]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09259259259259259, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.08888888888888889, -0.030555555555555555, 0.13148148148148148, 0.27314814814814814, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, 0.2759259259259259, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.06759259259259259, 0.09537037037037037, 0.2175925925925926, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, -0.08425925925925926, -0.08611111111111111, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08796296296296297, -0.08703703703703704, 0.03981481481481482, 0.25277777777777777, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, 0.33796296296296297, -0.05925925925925926, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, -0.06018518518518518, 0.032407407407407406, 0.22685185185185186, 0.25, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, 0.2462962962962963, -0.21296296296296297, -0.2074074074074074, -0.20462962962962963, -0.20462962962962963, -0.20462962962962963, -0.2]",662
-0.3,-0.3,6.0,56.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, -0.000925925925925926, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.023148148148148147, -0.4148148148148148, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.5481481481481482, -0.02962962962962963, -0.018518518518518517, -0.01574074074074074, -0.01574074074074074, -0.013888888888888888, -0.009259259259259259, -0.008333333333333333, -0.008333333333333333, -0.008333333333333333, -0.008333333333333333, -0.004629629629629629, -0.004629629629629629, -0.22777777777777777, -0.3388888888888889, -0.38796296296296295, -0.6444444444444445, -0.7268518518518519, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.7342592592592593, -0.1398148148148148, -0.14351851851851852, -0.14537037037037037, -0.14537037037037037, -0.14537037037037037, -0.22037037037037038]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044444444444444446, 0.028703703703703703, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.0, -0.3638888888888889, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, -0.48055555555555557, 0.08888888888888889, 0.09814814814814815, 0.1, 0.1, 0.10555555555555556, 0.11018518518518519, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.11388888888888889, 0.11388888888888889, -0.09722222222222222, -0.18055555555555555, -0.21944444444444444, -0.43333333333333335, -0.49444444444444446, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, -0.49722222222222223, 0.10740740740740741, 0.09444444444444444, 0.09166666666666666, 0.09166666666666666, 0.09166666666666666, 0.011111111111111112]",662
0.3,0.3,7.0,12.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16296296296296298, -0.14444444444444443, -0.13425925925925927, -0.13425925925925927, -0.13425925925925927, -0.13425925925925927, -0.13425925925925927, -0.13425925925925927, -0.025925925925925925, 0.40555555555555556, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, 0.48518518518518516, -0.14537037037037037, -0.15648148148148147, -0.1648148148148148, -0.1685185185185185, -0.1685185185185185, -0.1685185185185185, -0.1685185185185185, -0.1685185185185185, -0.16018518518518518, -0.023148148148148147, 0.06759259259259259, 0.1648148148148148]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06296296296296296, -0.046296296296296294, -0.03518518518518519, -0.03518518518518519, -0.03518518518518519, -0.03518518518518519, -0.03518518518518519, -0.03518518518518519, 0.07314814814814814, 0.45925925925925926, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, 0.49722222222222223, -0.11574074074074074, -0.11944444444444445, -0.12314814814814815, -0.12777777777777777, -0.12777777777777777, -0.12777777777777777, -0.12777777777777777, -0.12777777777777777, -0.1287037037037037, -0.01574074074074074, 0.05740740740740741, 0.125]",662
