"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0308263575657221,0.00999995490635851,0.161366354627042,40.4659907439116
"2",0.00999999928801211,0.0100000162936745,0.000148959651087261,736.509910209413
"3",0.0099999467643549,0.010000016328492,0.000149997574299898,554.34588233811
"4",0.0099999467643549,0.010000016328492,0.000149997574299898,533.938648490081
"5",0.00999999948587584,0.0100000183794828,0.000141942333195921,532.787625531907
"6",0.00999999551902091,0.00999997054598409,0.000146567833550904,471.341494562343
"7",0.00999992742331402,0.0113481366893092,0.000149999332790606,638.899923233723
"8",0.0550115788940188,0.028136099352552,0.000149998936861668,31.5799357033948
"9",0.0491849207902847,0.134872059941202,0.157339830617619,11.9391250193368
"10",0.0099996066675069,0.009999988485484,0.000149998755443686,779.575989309778
"11",0.00999989237403417,0.0183738948386725,0.000149998220928885,2308.54291534435
"12",0.00999992758718954,0.0100000205500307,0.00014999995492255,1288.90572168657
