"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.00999998185638855,0.016517781064234,0.000149999872189876,688.312606545708
"2",0.00999925470333819,0.00999996737988633,0.000149999416511709,1284.4989536039
"3",0.00999999907749717,0.0869875709566154,0.0001424756225791,1951.17405558443
"4",0.00999999465088487,0.0100014452070871,0.000149999749929468,707.581350688423
"5",0.00999999070311786,0.0100000154801897,0.000149947341459636,488.118380976164
"6",0.0278381195447111,0.0394147143663086,0.206691152748026,37.3537085291701
"7",0.00999999855876627,0.0100001472680967,0.000139102623417847,484.140492708062
"8",0.00997164682774612,0.0100000308763844,0.000149999703113031,466.719417869878
"9",0.0281802185460287,0.0100000614222118,0.179751851761252,28.878026132204
"10",0.0343262237022655,0.121599715483302,0.20783432217064,7.64201593364277
"11",0.049247796240017,0.291172853618059,0.173973099906779,3.94234584846257
"12",0.00999994633590129,0.0100000762059042,0.000149995855060312,569.684174211217
