"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.00999999928014848,0.0100000193000289,0.00014999356491902,729.319090414074
"2",0.060810426676729,0.299394690894833,0.165086229049134,2.58974757330743
"3",0.00999999926071734,0.0100000274479935,0.000149998961870077,687.188882446224
"4",0.00999999536704689,0.0100000129547615,0.00010104581761736,724.40485502095
"5",0.00993747520583177,0.0100000243653462,0.000149996242011476,777.464523094533
"6",0.00999999999837979,0.0100000180213827,-1.49889431076826e-05,760.000181101154
"7",0.00999952114368823,0.0100008239029988,0.000149995645766997,867.104485872952
"8",0.00999985973138332,0.00999999563540166,0.000149992906924576,830.410303360856
"9",0.00999995459810363,0.00999999865285907,0.000149999073060738,746.463412002803
"10",0.0570641426430497,0.26562998910376,0.206617520299034,3.72020519287496
"11",0.00999977468290889,0.010000147159429,0.000149987810598621,704.801342940768
"12",0.00999818972238699,0.00999999944854055,0.000149989252861027,405.978250364689
