"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.00999999908116555,0.0100000265050675,0.000149709768942548,753.98537437306
"2",0.0099996203805974,0.0100012066762446,0.000149999298544516,1412.12116228161
"3",0.0612187609321851,0.31671093666826,0.17397552321245,20.0368371682314
"4",0.0476276214088157,0.116731619212075,0.000150001550536531,71.727256406389
"5",0.0826590954462256,0.447817332597037,0.170903608499642,2.48441438527438
"6",0.0505341633322137,0.3030191813049,0.17898574869325,7.39836110622192
"7",0.162700417082861,0.484336095024258,0.000149992761133411,7.5833143355475
"8",0.00999999721198659,0.0100008040541793,0.000149998828545488,590.697261546585
"9",0.0752672590101779,0.337758542266501,0.118633834685072,18.3482476282638
"10",0.0319380597819879,0.164807290893814,0.219317652467585,5.23414386371618
"11",0.0242682037273124,0.083151815425905,0.216451668856647,9.62713004939921
"12",0.00999999698323252,0.010000017473714,0.000149892271688644,612.751613022914
