"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0376020760845739,0.243403403399794,0.217468888733161,7.05285805426165
"2",0.0339726631208765,0.189285458624896,0.210389119253021,7.70970756925312
"3",0.121134152745365,0.626584555939783,0.130340956615966,4.97171865770353
"4",0.0474911294981086,0.357504581060236,0.205006088565085,4.67103615399952
"5",0.0388390806372023,0.303535148311886,0.207642537557519,6.80360077935796
"6",0.0395564438565403,0.221891408146265,0.202300236460729,13.2201802476225
"7",0.0338228629195114,0.189443740671194,0.217867318693741,4.5687158452623
"8",0.0258939857761218,0.0569773840703991,0.237253790759198,15.2931703794832
"9",0.0414244528817528,0.250308294799329,0.199282677643251,8.10789545651166
"10",0.0330960532528476,0.227723079347545,0.212255779794375,2.92519250288471
"11",0.0447315637425599,0.355798302854535,0.207811082588112,3.60109339445203
"12",0.0523135320960518,0.366892856623832,0.177728629004279,12.1160760109622
