"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.00999999962006456,0.0100000033799121,0.000149709099655775,751.248619616
"2",0.0361677624165962,0.0147116317507481,0.177950431516724,2.19814291659637
"3",0.0099999991970762,0.0100001552772399,0.000149946400426776,547.249000438172
"4",0.0363253390242603,0.106990848057627,0.20147194621396,29.9420878991004
"5",0.0555416309123681,0.195495502607992,0.202137267782596,12.2182611449558
"6",0.00999999970964394,0.0100000145301781,0.000149995170201481,448.852446873184
"7",0.0743122650447426,0.338396885054817,0.15172666757176,10.8798680212703
"8",0.00999999925580821,0.0100000481649027,0.000147845073357016,542.717929128217
"9",0.0346393150792084,0.0573468905333701,0.186596747009562,24.7653987711574
"10",0.0552362840549272,0.13449430333593,0.000149997713342309,64.5481107609578
"11",0.00999810783768538,0.0100000008114133,0.00014999180238633,461.907910911834
"12",0.0099999743369145,0.0100000052010719,0.000149995855509468,502.871286866233
