,participant_id,condition,Trial,ITs,block,MTs
2051,7,Gradual,146,1.216885635163635,2,0.46645746752619743
2052,8,Sudden,146,1.461050807731226,2,0.22012327634729445
2053,9,Gradual,146,0.8906914829276502,2,0.1700961096212268
2054,10,Sudden,146,0.4999978868290782,2,0.30005994671955705
2055,11,Gradual,146,0.966723695397377,2,2.4997579199261963
2056,12,Sudden,146,1.5511295311152935,2,0.17010667454451323
2057,13,Gradual,146,2.34989249759019,2,0.1332900083889399
2058,0,Sudden,147,1.1107638867106289,2,0.14009584847372025
2059,1,Gradual,147,1.2000143073964864,2,0.41664760024286807
2060,2,Sudden,147,1.449948656372726,2,0.5999792329967022
2061,3,Gradual,147,0.6334672658704221,2,0.14991875598207116
2062,4,Sudden,147,5.893475249642506,2,6.503934723790735
2063,5,Gradual,147,1.0108235130319372,2,0.12002879672218114
2064,6,Sudden,147,1.3000110476277769,2,0.23326344601809978
2065,7,Gradual,147,1.2666523391380906,2,0.44997099228203297
2066,8,Sudden,147,1.6313035786151886,2,0.1499915481545031
2067,9,Gradual,147,1.1708362512290478,2,1.9914427930489182
2068,10,Sudden,147,1.5999689702875912,2,0.39993806183338165
2069,11,Gradual,147,1.383277119603008,2,2.4498418029397726
2070,12,Sudden,147,1.4910992849618196,2,0.2401240007020533
2071,13,Gradual,147,1.4165919849656348,2,0.18333243282631884
2072,0,Sudden,148,2.471520906430669,2,0.11000564752612263
2073,1,Gradual,148,7.938523776829243e-05,2,3.7832133702468127
2074,2,Sudden,148,1.2166387257166207,2,0.566666706930846
2075,3,Gradual,148,0.4834235426969826,2,1.6998696895316243
2076,4,Sudden,148,9.085403926903382,2,0.11004458577372134
2077,5,Gradual,148,1.2909000627696514,2,0.16010178450960666
2078,6,Sudden,148,1.2666339264251292,2,0.16673377715051174
2079,7,Gradual,148,1.2833003015257418,2,0.48311840929090977
2080,8,Sudden,148,1.8713282702956349,2,0.18013692018575966
2081,9,Gradual,148,0.6004678709432483,2,0.14009713591076434
2082,10,Sudden,148,2.049911287613213,2,0.2499877754598856
2083,11,Gradual,148,1.1666531842201948,2,2.0331546613015234
2084,12,Sudden,148,1.1908653499558568,2,0.19019071012735367
2085,13,Gradual,148,1.1832817227186752,2,0.2166933448115742
2086,0,Sudden,149,1.2608128312276676,2,0.7606650771340355
2087,1,Gradual,149,7.938523776829243e-05,2,7.766050761798397
2088,2,Sudden,149,1.0665843030437827,2,0.633386236615479
2089,3,Gradual,149,1.0500706187449396,2,0.11662698816508055
2090,4,Sudden,149,0.7704609108623117,2,0.14007653039880097
2091,5,Gradual,149,1.0607845741324127,2,0.18008771818131208
2092,6,Sudden,149,1.5499897678382695,2,0.19999529095366597
2093,7,Gradual,149,1.3832780248485506,2,0.5499909748323262
2094,8,Sudden,149,1.8312413971871138,2,0.1300810775719583
2095,9,Gradual,149,0.8206267659552395,2,0.1701250874903053
2096,10,Sudden,149,2.6332799871452153,2,0.21662001125514507
2097,11,Gradual,149,1.2333606402389705,2,1.7166369147598743
2098,12,Sudden,149,1.611160078085959,2,0.2101283478550613
2099,13,Gradual,149,1.2666355564178957,2,0.21666648052905657
2100,0,Sudden,150,1.230775453383103,2,1.4609245748724788
2101,1,Gradual,150,1.7833736496977508,2,0.733368790242821
2102,2,Sudden,150,1.3665962563827634,2,0.43333963211625814
2103,3,Gradual,150,0.633455493953079,2,2.9664075854234397
2104,4,Sudden,150,0.4003116264939308,2,0.16009138710796833
2105,5,Gradual,150,1.3910005795769393,2,0.19009743782225996
2106,6,Sudden,150,1.0667264722287655,2,0.283291548024863
2107,7,Gradual,150,1.3667610636912286,2,0.2832118608057499
2108,8,Sudden,150,1.3709850644227117,2,0.16007250477559865
2109,9,Gradual,150,0.4904714326839894,2,0.16006314754486084
2110,10,Sudden,150,2.083319499157369,2,0.36665994534268975
2111,11,Gradual,150,1.59998376108706,2,2.050115938298404
2112,12,Sudden,150,1.4510555770248175,2,0.2301556346938014
2113,13,Gradual,150,2.2332480819950433,2,0.21660037628134887
2114,0,Sudden,151,1.2608176607172936,2,0.19009133579675108
2115,1,Gradual,151,0.7833588593639433,2,0.5999520670156926
2116,2,Sudden,151,1.1666100202128291,2,0.5333218835294247
2117,3,Gradual,151,1.3666486460715532,2,0.14998727664351463
2118,4,Sudden,151,0.49032294284552336,2,10.185937320347875
2119,5,Gradual,151,1.1308465745532885,2,0.18010371644049883
2120,6,Sudden,151,1.8499464830383658,2,0.21675765281543136
2121,7,Gradual,151,1.2667111987248063,2,0.316541894339025
2122,8,Sudden,151,1.491042838897556,2,0.20012164628133178
2123,9,Gradual,151,0.6004868876188993,2,0.2000917629338801
2124,10,Sudden,151,2.6998890419490635,2,0.4166011158376932
2125,11,Gradual,151,2.2996111027896404,2,0.9165857215411961
2126,12,Sudden,151,2.021606578025967,2,0.20001539448276162
2127,13,Gradual,151,4.216471789937714,2,0.1000127077113575
2128,0,Sudden,152,1.02066080912482,2,0.1600880668265745
2129,1,Gradual,152,1.233364564133808,2,0.9164963758084923
2130,2,Sudden,152,1.21661216346547,2,0.5499674305319786
2131,3,Gradual,152,0.733384829480201,2,0.18330409890040755
2132,4,Sudden,152,2.6415853113867342,2,0.1301783702801913
2133,5,Gradual,152,0.9506366061978042,2,0.23054774093907326
2134,6,Sudden,152,1.4499082090333104,2,0.3166632354259491
2135,7,Gradual,152,1.2833108664490283,2,0.6499578319489956
2136,8,Sudden,152,1.4411083408631384,2,0.18010220723226666
2137,9,Gradual,152,0.5104072587564588,2,0.1500582576263696
2138,10,Sudden,152,4.1331142745912075,2,0.24998686974868178
2139,11,Gradual,152,1.2666867496445775,2,1.6332842130213976
2140,12,Sudden,152,1.240969790611416,2,0.23009435879066586
2141,13,Gradual,152,3.549819813103568,2,0.34997339228539204
2142,0,Sudden,153,1.1607424706453457,2,1.0606446421006694
2143,1,Gradual,153,1.2500076971482486,2,0.9499136421363801
2144,2,Sudden,153,1.1666758228093386,2,0.5001258696429431
2145,3,Gradual,153,0.9000214617699385,2,0.19999360060319304
2146,4,Sudden,153,7.274334359914064,2,7.584439073689282
2147,5,Gradual,153,1.2108814686071128,2,0.18013088312000036
2148,6,Sudden,153,1.7998866871930659,2,0.7999902204610407
2149,7,Gradual,153,1.8165663434192538,2,0.44997521862387657
2150,8,Sudden,153,1.1710852792020887,2,0.2399603968951851
2151,9,Gradual,153,0.6706158991437405,2,0.18998303590342402
2152,10,Sudden,153,1.9832768784835935,2,0.26668071234598756
2153,11,Gradual,153,1.3000176879577339,2,2.033159490674734
2154,12,Sudden,153,1.1708637196570635,2,0.20013432437554002
2155,13,Gradual,153,1.2499627974957548,2,0.19997168685677025
2156,0,Sudden,154,0.9606455175671726,2,0.13008208118844777
2157,1,Gradual,154,1.166690009413287,2,0.5166491696145386
2158,2,Sudden,154,0.7999404156580567,2,0.3999963174574077
2159,3,Gradual,154,0.7500181864015758,2,0.15004040347412229
2160,4,Sudden,154,3.6821897416375577,2,0.13007634598761797
2161,5,Gradual,154,1.0708033493719995,2,0.17009309120476246
2162,6,Sudden,154,1.3832979472354054,2,0.2166408388875425
2163,7,Gradual,154,1.200014307629317,2,0.3332882574759424
2164,8,Sudden,154,1.9913975151721388,2,0.21011566976085305
2165,9,Gradual,154,0.8507271618582308,2,0.14001140999607742
2166,10,Sudden,154,2.3998779938556254,2,0.3334189569577575
2167,11,Gradual,154,1.1166335339657962,2,1.516567973420024
2168,12,Sudden,154,1.1508454880677164,2,0.28020000737160444
2169,13,Gradual,154,1.283310428261757,2,0.1999885902259848
2170,0,Sudden,155,1.9812402221141383,2,0.17009338224306703
2171,1,Gradual,155,1.2500083008781075,2,0.949932356365025
2172,2,Sudden,155,0.9499737094156444,2,0.5332633252255619
2173,3,Gradual,155,0.7499985657632351,2,0.1500005587004125
2174,4,Sudden,155,1.1807386130094528,2,4.773157006362453
2175,5,Gradual,155,1.1508871435653418,2,0.2000347130233422
2176,6,Sudden,155,1.4165664040483534,2,0.2833645944483578
2177,7,Gradual,155,1.549913702532649,2,0.9499903107061982
2178,8,Sudden,155,1.801274721743539,2,0.2201380671467632
2179,9,Gradual,155,0.600423498544842,2,0.20014368160627782
2180,10,Sudden,155,3.5664991829544306,2,0.33329006889835
2181,11,Gradual,155,0.05003655329346657,2,2.3331798957660794
2182,12,Sudden,155,1.2810491174459457,2,0.8704562191851437
2183,13,Gradual,155,1.4999548740415776,2,0.14999627220277034
2184,0,Sudden,156,0.9306636796100065,2,0.18009175534825772
2185,1,Gradual,156,1.250000452855602,2,0.6499554174952209
2186,2,Sudden,156,0.8832774218171835,2,0.5167158772237599
2187,3,Gradual,156,0.6666509700007737,2,0.13335724035277963
2188,4,Sudden,156,1.3108520864043385,2,0.1900792617816478
2189,5,Gradual,156,1.1207665232941508,2,0.1902073121163994
2190,6,Sudden,156,1.2499557798728347,2,0.2166529125533998
2191,7,Gradual,156,1.1499626617878675,2,0.5666754604317248
2192,8,Sudden,156,1.3609647799748927,2,0.1600894087459892
2193,9,Gradual,156,0.9606774165295064,2,0.880578228039667
2194,10,Sudden,156,2.116580409463495,2,0.3000720199197531
2195,11,Gradual,156,1.2666767886839807,2,1.4165742518380284
2196,12,Sudden,156,1.4810732654295862,2,0.23071345780044794
2197,13,Gradual,156,1.5665653168825884,2,0.1833164349945946
2198,0,Sudden,157,1.5309509169310331,2,0.2101197758456692
2199,1,Gradual,157,0.7166658919304609,2,0.6499614545609802
2200,2,Sudden,157,1.1832389663904905,2,0.46670226426795125
2201,3,Gradual,157,0.6166911316104233,2,0.16661791736260056
2202,4,Sudden,157,0.9906505974940956,2,0.21013879217207432
2203,5,Gradual,157,1.2108950520632789,2,0.15010202606208622
2204,6,Sudden,157,1.416578779462725,2,0.20001400541514158
2205,7,Gradual,157,0.8999830358661711,2,0.4332868093624711
2206,8,Sudden,157,1.3009783029556274,2,0.16006556223146617
2207,9,Gradual,157,0.6905444811563939,2,0.23013390158303082
2208,10,Sudden,157,2.133239842019975,2,0.2669529765844345
2209,11,Gradual,157,2.01665671588853,2,1.2336482987739146
2210,12,Sudden,157,1.1708736810833216,2,0.33023411640897393
2211,13,Gradual,157,1.566576787025042,2,0.16670827109010133
2212,0,Sudden,158,1.2407819763757288,2,1.440857196575962
2213,1,Gradual,158,0.8665289448108524,2,0.5166244183201343
2214,2,Sudden,158,1.1833129185251892,2,0.433276847936213
2215,3,Gradual,158,0.5333755323663354,2,0.1333071324042976
2216,4,Sudden,158,0.8305706805549562,2,0.7704464222770184
2217,5,Gradual,158,1.4811547657009214,2,2.061260594986379
2218,6,Sudden,158,1.8498891326598823,2,0.233317777980119
2219,7,Gradual,158,0.8333145184442401,2,0.3833085116930306
2220,8,Sudden,158,1.7313204824458808,2,0.15999402338638902
2221,9,Gradual,158,0.6905571587849408,2,0.1601174809038639
2222,10,Sudden,158,1.7499956232495606,2,0.2837585024535656
2223,11,Gradual,158,1.1166637185961008,2,1.3332272847183049
2224,12,Sudden,158,2.9920863416045904,2,0.23014054261147976
2225,13,Gradual,158,1.2332939625694053,2,0.16665756098245765
2226,0,Sudden,159,0.3402009514393285,2,1.0307141182711348
2227,1,Gradual,159,1.0000099609605968,2,1.0999381821602583
2228,2,Sudden,159,0.7667546644806862,2,0.4331781449727714
2229,3,Gradual,159,0.6999895256012678,2,9.166238185018301
2230,4,Sudden,159,0.6904953576158732,2,0.18007213552482426
2231,5,Gradual,159,1.2908882906194776,2,0.13012333679944277
2232,6,Sudden,159,1.2166921524330974,2,0.8332942947745323
2233,7,Gradual,159,1.2167386366054416,2,0.33324539568275213
2234,8,Sudden,159,1.4710083070676774,2,1.591334427939728
2235,9,Gradual,159,0.5805030667688698,2,0.15008240565657616
2236,10,Sudden,159,1.9499546932056546,2,0.43325300235301256
2237,11,Gradual,159,0.916666314471513,2,1.016771114896983
2238,12,Sudden,159,2.281579169910401,2,0.3102086400613189
2239,13,Gradual,159,2.966508992441959,2,0.11664924512842845
2240,0,Sudden,160,2.091312879580073,2,0.1400203867815435
2241,1,Gradual,160,1.6499801687896252,2,0.4999429511372
2242,2,Sudden,160,0.9666539686731994,2,0.33329610619693995
2243,3,Gradual,160,1.3666380811482668,2,0.13340734783560038
2244,4,Sudden,160,0.6604510375764221,2,0.17016250523738563
2245,5,Gradual,160,1.0707749753491953,2,0.13008288852870464
2246,6,Sudden,160,1.3333410806953907,2,0.21662453887984157
2247,7,Gradual,160,1.3833266226574779,2,4.782977930735797
2248,8,Sudden,160,1.6911735406611115,2,0.22015829128213227
2249,9,Gradual,160,0.5704643693752587,2,0.17017066711559892
2250,10,Sudden,160,2.53311572317034,2,0.26666863914579153
2251,11,Gradual,160,1.3333302144892514,2,1.0498853288590908
2252,12,Sudden,160,1.130868911743164,2,0.28012092178687453
2253,13,Gradual,160,1.8003989798817202,2,0.11622092582820187
2254,0,Sudden,161,1.7311302743619308,2,0.09029354306403548
2255,1,Gradual,161,0.816677120514214,2,0.43336468492634594
2256,2,Sudden,161,1.2166218226775527,2,0.38332571648061275
2257,3,Gradual,161,0.7170309890061617,2,2.132880612742156
2258,4,Sudden,161,0.8805631494615227,2,2.051179632311687
2259,5,Gradual,161,1.1910340851172805,2,0.12990177737083286
2260,6,Sudden,161,1.166659523267299,2,0.2832764554768801
2261,7,Gradual,161,1.0333052817732096,2,0.43343290220946074
2262,8,Sudden,161,1.9213155924808234,2,0.3102333920542151
2263,9,Gradual,161,0.8206415565218776,2,0.13005059049464762
2264,10,Sudden,161,2.2332172635942698,2,0.38332813186571
2265,11,Gradual,161,1.2333156652748585,2,4.166572289541364
2266,12,Sudden,161,1.6011545844376087,2,0.2201374634169042
2267,13,Gradual,161,1.5999262288678437,2,18.11532172695661
2268,0,Sudden,162,1.6210799533873796,2,0.20000639918725938
2269,1,Gradual,162,0.7000487176701427,2,0.33332508290186524
2270,2,Sudden,162,1.26661973958835,2,0.34996308432891965
2271,3,Gradual,162,2.39994222484529,2,1.4332844028249383
2272,4,Sudden,162,0.9605869592633098,2,0.14008317072875798
2273,5,Gradual,162,1.3409341721562669,2,0.2301354109076783
2274,6,Sudden,162,0.9332877141423523,2,0.366745971608907
2275,7,Gradual,162,1.433321822900325,2,0.6666178684681654
2276,8,Sudden,162,1.0408399940934032,2,0.13006598502397537
2277,9,Gradual,162,1.080829972634092,2,0.9405650068074465
2278,10,Sudden,162,2.216584997717291,2,0.28330422518774867
2279,11,Gradual,162,1.2166550252586603,2,3.049783607479185
2280,12,Sudden,162,2.521759013645351,2,0.2206011083908379
2281,13,Gradual,162,1.6665264089488119,2,0.2500445977284471
2282,0,Sudden,163,1.5509452482219785,2,0.16010044259019196
2283,1,Gradual,163,0.9666838515549898,2,1.0332874730229378
2284,2,Sudden,163,1.1666296403855085,2,0.49995291233062744
2285,3,Gradual,163,0.9333775248378515,2,0.1499359617009759
2286,4,Sudden,163,0.7404896377120167,2,1.3908191488590091
2287,5,Gradual,163,1.2008180193370208,2,0.11010933085344732
2288,6,Sudden,163,1.8665850879624486,2,0.18333646235987544
2289,7,Gradual,163,1.0832959548570216,2,0.7500671604648232
2290,8,Sudden,163,3.4923800439573824,2,0.16036620712839067
2291,9,Gradual,163,1.0808025042060763,2,0.18009224603883922
2292,10,Sudden,163,2.0665604574605823,2,0.36668077297508717
2293,11,Gradual,163,1.5999641409143806,2,2.3997992128133774
2294,12,Sudden,163,1.2309286785311997,2,0.24016414722427726
2295,13,Gradual,163,1.4499987775243426,2,0.21659886705128883
2296,0,Sudden,164,1.2208163205068558,2,0.19006356585305184
2297,1,Gradual,164,3.249832928646356,2,0.5502674649469554
2298,2,Sudden,164,1.2665294879116118,2,0.3999739810824394
2299,3,Gradual,164,0.9667643769644201,2,0.11667286977171898
2300,4,Sudden,164,0.9306301746983081,2,0.2100409937556833
2301,5,Gradual,164,1.9913836299674585,2,0.1300967737333849
2302,6,Sudden,164,1.7332658609375358,2,0.23340802965685725
2303,7,Gradual,164,1.366611348465085,2,0.5166823728941381
2304,8,Sudden,164,1.7612711598630995,2,0.27019632468000054
2305,9,Gradual,164,1.1108235130086541,2,5.293517422862351
2306,10,Sudden,164,1.416623754426837,2,0.31665146350860596
2307,11,Gradual,164,1.1833062781952322,2,2.3167546945624053
2308,12,Sudden,164,1.4610224338248372,2,0.2201718743890524
2309,13,Gradual,164,1.4499350880432758,2,0.2666201622787412
2310,0,Sudden,165,1.2307842070003971,2,0.21012128505390137
2311,1,Gradual,165,2.2000701487995684,2,3.2663097449112684
2312,2,Sudden,165,1.0832802588120103,2,0.44995982432737947
2313,3,Gradual,165,1.1833327747881413,2,12.399386210367084
2314,4,Sudden,165,0.0,2,0.0
2315,5,Gradual,165,1.2108536983141676,2,0.13009405706543475
2316,6,Sudden,165,1.5333149409852922,2,0.15001156087964773
2317,7,Gradual,165,1.2999941441230476,2,0.46659903321415186
2318,8,Sudden,165,1.4609303688630462,2,0.2401487526949495
2319,9,Gradual,165,0.6206237473525107,2,0.1901819563936442
2320,10,Sudden,165,1.3666074243374169,2,3.583121790550649
2321,11,Gradual,165,0.8500288864597678,2,1.366562148090452
2322,12,Sudden,165,2.2015705364756286,2,0.260150081012398
2323,13,Gradual,165,1.6499351484135332,2,0.2666204641245713
2324,0,Sudden,166,1.9311707821907476,2,0.14007049333304167
2325,1,Gradual,166,1.483375279698521,2,0.45047024451196194
2326,2,Sudden,166,0.8499546330422163,2,0.3833106243982911
2327,3,Gradual,166,1.2166562378406525,2,0.09997370839118958
2328,4,Sudden,166,0.8505306015722454,2,0.7204370498657227
2329,5,Gradual,166,1.4710134385386482,2,1.7111280818935484
2330,6,Sudden,166,1.4499984607100487,2,0.18332619965076447
2331,7,Gradual,166,1.3832756103947759,2,0.5833255359902978
2332,8,Sudden,166,1.8615066045895219,2,0.22988336416892707
2333,9,Gradual,166,0.7405209364369512,2,0.20027196872979403
2334,10,Sudden,166,2.3332420755177736,2,0.18337811715900898
2335,11,Gradual,166,1.166638393420726,2,1.0666277692653239
2336,12,Sudden,166,1.4010148267261684,2,0.35024208575487137
2337,13,Gradual,166,1.1333467554131857,2,0.26658545000282174
2338,0,Sudden,167,1.2207891541766003,2,0.1800694187404588
2339,1,Gradual,167,1.7332897067535669,2,0.5666087525896728
2340,2,Sudden,167,1.266887778416276,2,0.3331325054168701
2341,3,Gradual,167,1.3167310669086874,2,0.11715161008760333
2342,4,Sudden,167,0.8205955496523529,2,0.20009665144607425
2343,5,Gradual,167,1.0508367342408746,2,0.1700028374325484
2344,6,Sudden,167,1.5499577717855573,2,0.3333166311495006
2345,7,Gradual,167,1.3666478716768324,2,0.40043821884319186
2346,8,Sudden,167,0.9606973389163613,2,0.21009846427477896
2347,9,Gradual,167,0.6405013159383088,2,1.120720641920343
2348,10,Sudden,167,1.633248595520854,2,0.3500313013792038
2349,11,Gradual,167,1.1999379405751824,2,0.7999865980818868
2350,12,Sudden,167,1.65118476934731,2,0.32025337498635054
2351,13,Gradual,167,1.2832615292300034,2,0.3333139145815949
2352,0,Sudden,168,1.8611242162296548,2,0.21018225816078484
2353,1,Gradual,168,7.908348925411701e-05,2,1.9498955314047635
2354,2,Sudden,168,1.133267913479358,2,0.3833616361953318
2355,3,Gradual,168,1.2000286155380309,2,0.08344992436468601
2356,4,Sudden,168,0.6704596735071391,2,0.1900566234253347
2357,5,Gradual,168,0.8307545096613467,2,0.16999468742869794
2358,6,Sudden,168,1.3834639615379274,2,0.266498398501426
2359,7,Gradual,168,1.1000930285081267,2,0.48323612939566374
2360,8,Sudden,168,1.0807578298263252,2,0.25015092617832124
2361,9,Gradual,168,0.6605424885638058,2,0.20007395395077765
2362,10,Sudden,168,2.416556744836271,2,0.333279806189239
2363,11,Gradual,168,0.9833300029858947,2,1.2165433429181576
2364,12,Sudden,168,1.3110568448901176,2,0.28024528501555324
2365,13,Gradual,168,1.3333274976457687,2,0.31664085381362383
2366,0,Sudden,169,1.440935676684603,2,0.18009417015127838
2367,1,Gradual,169,1.983268728479743,2,1.1999119818210602
2368,2,Sudden,169,1.0832642614841461,2,0.3999978266656399
2369,3,Gradual,169,0.8666572491638362,2,0.16665896913036704
2370,4,Sudden,169,0.7004378892015666,2,1.410831289133057
2371,5,Gradual,169,0.9807059115264565,2,0.18012665712740272
2372,6,Sudden,169,1.5166174760088325,2,0.21667011780664325
2373,7,Gradual,169,1.2333621494472027,2,0.4166964991018176
2374,8,Sudden,169,1.3909525850322098,2,0.25016752793453634
2375,9,Gradual,169,1.5410799665842205,2,0.11009635124355555
2376,10,Sudden,169,0.9666424989700317,2,0.4169216752052307
2377,11,Gradual,169,1.8499362203292549,2,0.8832955323159695
2378,12,Sudden,169,2.8820159500464797,2,0.24023840250447392
2379,13,Gradual,169,1.3499332467836211,2,0.28331978548430925
2380,0,Sudden,170,1.771220357506536,2,0.13994733977597207
2381,1,Gradual,170,7.908348925411701e-05,2,2.716491425409913
2382,2,Sudden,170,1.3666635677218437,2,0.33326411060988903
2383,3,Gradual,170,0.7000532168895006,2,0.13350031897425652
2384,4,Sudden,170,0.5503436676226556,2,0.1800845111720264
2385,5,Gradual,170,1.1108087223256007,2,0.19013215077575296
2386,6,Sudden,170,1.483406369574368,2,0.20016372064128518
2387,7,Gradual,170,1.183343706652522,2,0.36662010196596384
2388,8,Sudden,170,1.1909522833302617,2,0.25005584256723523
2389,9,Gradual,170,2.34161937632598,2,0.9606421000789851
2390,10,Sudden,170,1.7833310896530747,2,0.2999295494519174
2391,11,Gradual,170,1.0999904009513557,2,0.6332956831902266
2392,12,Sudden,170,1.3910147664137185,2,0.22021956741809845
2393,13,Gradual,170,3.266574885396949,2,0.2332148789491839
2394,0,Sudden,171,1.88107779819984,2,0.2301310106413439
2395,1,Gradual,171,7.787602953612804e-05,2,4.69970401073806
2396,2,Sudden,171,0.900019861292094,2,0.4332913365215063
2397,3,Gradual,171,0.6834108042530715,2,1.2665590257383883
2398,4,Sudden,171,1.0706931217573583,2,1.1006094587501138
2399,5,Gradual,171,1.2809612784767523,2,0.10995055653620511
2400,6,Sudden,171,3.266498398501426,2,0.15000250516459346
2401,7,Gradual,171,1.1832733768969774,2,0.5666603683494031
2402,8,Sudden,171,1.1408961387351155,2,0.220080413389951
2403,9,Gradual,171,1.330956750549376,2,0.21014555310830474
2404,10,Sudden,171,2.849966102745384,2,0.2498803185299039
2405,11,Gradual,171,1.166699668392539,2,2.183181917760521
2406,12,Sudden,171,2.421829344704747,2,0.15998587338253856
2407,13,Gradual,171,1.5166535917096553,2,0.31660040646511334
2408,0,Sudden,172,1.4008643080014735,2,0.15007852553389966
2409,1,Gradual,172,2.8998773905914277,2,0.7169007272459567
2410,2,Sudden,172,1.0832817680202425,2,0.3333691521547735
2411,3,Gradual,172,0.7499249139800668,2,0.1333629754371941
2412,4,Sudden,172,2.1312991273589432,2,0.2002155790105462
2413,5,Gradual,172,1.110856716753915,2,0.13014718319755048
2414,6,Sudden,172,1.1333560519851744,2,0.19998201029375196
2415,7,Gradual,172,1.1999871414154768,2,0.4332949589006603
2416,8,Sudden,172,1.0408707831520587,2,0.24016837333329022
2417,9,Gradual,172,0.6505424282513559,2,0.2501313057728112
2418,10,Sudden,172,1.3166517652571201,2,0.2832873221486807
2419,11,Gradual,172,1.149950286373496,2,1.4665905814617872
2420,12,Sudden,172,1.220896018203348,2,0.3302132887765765
2421,13,Gradual,172,1.416633337850726,2,0.2833152577959481
2422,0,Sudden,173,1.0907022436149418,2,0.17010877653956413
2423,1,Gradual,173,2.516590310027823,2,0.6166277988813818
2424,2,Sudden,173,1.1333143976517022,2,0.5666006025858223
2425,3,Gradual,173,0.7999587063677609,2,0.11707312799990177
2426,4,Sudden,173,1.3207840530667454,2,0.14012512750923634
2427,5,Gradual,173,1.2408822535071522,2,0.1500971963396296
2428,6,Sudden,173,1.0667035318911076,2,0.21660099551081657
2429,7,Gradual,173,1.1832084800116718,2,0.549979202914983
2430,8,Sudden,173,1.7812326436396688,2,0.1400880804285407
2431,9,Gradual,173,0.6605180385522544,2,1.2808903432451189
2432,10,Sudden,173,1.6666809539310634,2,0.6165770892985165
2433,11,Gradual,173,1.2168150036595762,2,0.599930333904922
2434,12,Sudden,173,1.9313443284481764,2,0.1901243031024933
2435,13,Gradual,173,1.3499975399563482,2,0.26661442720705963
2436,0,Sudden,174,1.450901148491539,2,0.15006373496726155
2437,1,Gradual,174,2.5498967992607504,2,0.8500472991727293
2438,2,Sudden,174,0.9833001205697656,2,0.4667306374758482
2439,3,Gradual,174,0.5833697821944952,2,0.13331015082076192
2440,4,Sudden,174,1.130781460320577,2,0.15006433869712055
2441,5,Gradual,174,1.2709292217623442,2,1.5410066165495664
2442,6,Sudden,174,1.099957198370248,2,0.23335882928222418
2443,7,Gradual,174,1.3832891937345266,2,0.49994385661557317
2444,8,Sudden,174,1.2508874454069883,2,0.1601048030424863
2445,9,Gradual,174,1.8512831735424697,2,2.9620109994430095
2446,10,Sudden,174,1.1999614844098687,2,0.3499938724562526
2447,11,Gradual,174,1.2333739213645458,2,0.8832822507247329
2448,12,Sudden,174,1.4710523774847388,2,0.18013450549915433
2449,13,Gradual,174,6.449605774190786,2,0.20002269880933454
2450,0,Sudden,175,1.4508561732945964,2,0.14008045429363847
2451,1,Gradual,175,0.9166750682052225,2,0.36677343933843076
2452,2,Sudden,175,0.6000767289660871,2,0.6832516440190375
2453,3,Gradual,175,0.7667209701612592,2,0.1333442605100572
2454,4,Sudden,175,2.1712862809654325,2,4.32256404357031
2455,5,Gradual,175,0.9406404698966071,2,0.270203267224133
2456,6,Sudden,175,1.966564622707665,2,0.16667069122195244
2457,7,Gradual,175,1.2165910340845585,2,0.5667276796884835
2458,8,Sudden,175,0.890655864495784,2,0.23016076651401818
2459,9,Gradual,175,1.7512164642103016,2,0.11005258257500827
2460,10,Sudden,175,1.449960126541555,2,0.6832694527693093
2461,11,Gradual,175,1.1833714763633907,2,0.9168930002488196
2462,12,Sudden,175,1.5012077102437615,2,0.21003205701708794
2463,13,Gradual,175,1.6833591461872857,2,0.2665546617226937
2464,0,Sudden,176,0.8506302108289674,2,0.1099537299014628
2465,1,Gradual,176,1.0999668573495,2,0.31675680773332715
2466,2,Sudden,176,0.8833205853588879,2,0.46660597575828433
2467,3,Gradual,176,0.8668060624040663,2,1.5664406083524227
2468,4,Sudden,176,0.850498907500878,2,1.160693269688636
2469,5,Gradual,176,1.2109575354261324,2,0.11995061696507037
2470,6,Sudden,176,1.2167003019712865,2,0.14993941970169544
2471,7,Gradual,176,1.2166514033451676,2,0.5499463020823896
2472,8,Sudden,176,1.1608995799906552,2,0.15003622230142355
2473,9,Gradual,176,0.6806014706380665,2,1.5710149477235973
2474,10,Sudden,176,1.2000345308333635,2,0.19993582786992192
2475,11,Gradual,176,1.0834438586607575,2,1.0499523389153183
2476,12,Sudden,176,1.5512131438590586,2,0.20005131466314197
2477,13,Gradual,176,1.3166589645661588,2,0.31683222409992595
2478,0,Sudden,177,1.3007909291191027,2,1.8511050158413127
2479,1,Gradual,177,1.5333086021710187,2,0.3832602163311094
2480,2,Sudden,177,0.9832862354815006,2,0.6666709934361279
2481,3,Gradual,177,1.3666549851186574,2,0.1666550450026989
2482,4,Sudden,177,0.8505278846714646,2,0.17017095698975027
2483,5,Gradual,177,1.3410331796621904,2,0.1600465455558151
2484,6,Sudden,177,1.549934227950871,2,0.1500163902528584
2485,7,Gradual,177,1.18328031944111,2,0.583322215359658
2486,8,Sudden,177,1.090815544128418,2,0.3002900800202042
2487,9,Gradual,177,0.6705350028350949,2,0.16018781252205372
2488,10,Sudden,177,1.0500081796199083,2,0.21663027442991734
2489,11,Gradual,177,1.5500745857134461,2,1.783087199088186
2490,12,Sudden,177,1.360990739427507,2,0.27017670404165983
2491,13,Gradual,177,1.516617672049506,2,0.14997906698863517
