"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0411645537795596,0.0907595304310965,0.205985226677737,13.4221110082316
"2",0.0401343645773923,0.0474014187064391,0.174122582195662,27.7058952088987
"3",0.0366827463170583,0.0660878778767935,0.16279483909522,22.1527115829541
"4",0.0454607609967518,0.0998287857458314,0.000149994380373005,57.9123176213825
"5",0.00999999621866144,0.00999998234820703,0.000149808447213527,440.320709194985
"6",0.00999519590051961,0.0100000331018661,0.000149999290567241,627.949994543312
"7",0.058933208473704,0.115057361416091,0.121792355815991,11.3524107360975
"8",0.00999997956699628,0.00999998962923115,0.000149989467872583,505.76694655573
"9",0.0380567062937962,0.0916652179382319,0.200776391615382,7.89577111653806
"10",0.0556309886043207,0.168435038890625,0.145693889721973,5.0861020347782
"11",0.00999169068903444,0.0100000439253133,0.000149998828755102,477.613767231668
"12",0.034012788034289,0.125000293488348,0.209241156950767,9.39876745228082
