"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0099996066675069,0.009999988485484,0.000149998755443686,695.044709588064
"2",0.00999692854033466,0.0100000056427308,0.000149996316606135,663.288892010546
"3",0.00999999987682609,0.010000000156473,0.000149972633182947,835.214706608193
"4",0.00999999186083938,0.00999999040715528,0.000149964737256919,629.047539992659
"5",0.00999999765062591,0.0100000093440213,0.000149359676129303,738.174591623324
"6",0.0407683323105251,0.00999999541951485,0.328739770719158,19.1024525152033
"7",0.00999999604586393,0.0100000070349565,0.000149246605163906,495.141856085316
"8",0.00999946585812371,0.0100000025959087,0.000149995549267216,662.336707659653
"9",0.0099999481772084,0.0100000001197721,0.000149998415712596,823.984773566813
"10",0.00999999957597586,0.00999999589760921,0.000149328623931376,750.401096372482
"11",0.0479593909388262,0.0885659864082345,0.287348420373209,17.0182050369945
"12",0.0099999940864011,0.0100000062679741,0.000133326167438252,476.296415468828
