"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0261556120864813,0.137139027855615,0.234022226241541,14.2363033842475
"2",0.0307091145343725,0.042840363065819,0.192002019078752,24.0303465781286
"3",0.0616015489225696,0.275436524372999,0.150046462551197,19.7965431238556
"4",0.009999663057192,0.0100000017392375,0.000149993006372865,580.857269872392
"5",0.0772024085855225,0.21925558173978,0.000149985670392712,67.5473058458857
"6",0.0236584504720159,0.0347549636740549,0.250185856229846,37.7520763455912
"7",0.00999999845246848,0.00999999540253632,0.000149998839675856,581.54895440715
"8",0.00998743923249997,0.0100000324396692,0.000149992514904287,475.100802270032
"9",0.0341353516184865,0.0971272817130427,0.208526254307854,29.4196819921055
"10",0.00999406600909234,0.0100000089803956,0.000149996913891957,505.498127168038
"11",0.042169707809003,0.180515382313299,0.210584524388045,10.6095151880567
"12",0.0318053791132726,0.0804111068523999,0.195931622672264,17.7372032999768
