target_x,target_y,rotation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,baseline_trials.thisRepN,baseline_trials.thisTrialN,baseline_trials.thisN,baseline_trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_trials.thisRepN,block_trials.thisTrialN,block_trials.thisN,block_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,demo_enclosing_1.started,demo_enclosing_1.stopped,demo_enclosing.started,demo_enclosing.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,demo_enclosing_feedback_1.started,demo_enclosing_feedback_1.stopped,demo_enclosing_feedback.started,demo_enclosing_feedback.stopped,demo_target_feedback.started,demo_target_feedback.stopped,demo_fixation_feedback.started,demo_fixation_feedback.stopped,demo_score_text.started,demo_score_text.stopped,text_3.started,text_3.stopped,mouse_6.started,mouse_6.stopped,baseline_enclosing_1.started,baseline_enclosing_1.stopped,baseline_enclosing.started,baseline_enclosing.stopped,baseline_target.started,baseline_target.stopped,baseline_fixation.started,baseline_fixation.stopped,baseline_mouse.x,baseline_mouse.y,baseline_mouse.leftButton,baseline_mouse.midButton,baseline_mouse.rightButton,baseline_mouse.time,baseline_mouse.started,baseline_mouse.stopped,baseline_enclosing_feedback_1.started,baseline_enclosing_feedback_1.stopped,baseline_enclosing_feedback.started,baseline_enclosing_feedback.stopped,baseline_target_feedback.started,baseline_target_feedback.stopped,baseline_fixation_feedback.started,baseline_fixation_feedback.stopped,baseline_score_text.started,baseline_score_text.stopped,text_2.started,text_2.stopped,mouse_3.started,mouse_3.stopped,rotated_enclosing_1.started,rotated_enclosing_1.stopped,rotated_enclosing.started,rotated_enclosing.stopped,rotated_target.started,rotated_target.stopped,rotated_fixation.started,rotated_fixation.stopped,rotated_mouse.x,rotated_mouse.y,rotated_mouse.leftButton,rotated_mouse.midButton,rotated_mouse.rightButton,rotated_mouse.time,rotated_mouse.started,rotated_mouse.stopped,rotated_enclosing_feedback_1.started,rotated_enclosing_feedback_1.stopped,rotated_enclosing_feedback.started,rotated_enclosing_feedback.stopped,rotated_target_feedback.started,rotated_target_feedback.stopped,rotated_fixation_feedback.started,rotated_fixation_feedback.stopped,rotated_score_text.started,rotated_score_text.stopped,rotated_breaks.started,rotated_breaks.stopped,mouse_5.started,mouse_5.stopped,transfer_enclosing_1.started,transfer_enclosing_1.stopped,transfer_enclosing.started,transfer_enclosing.stopped,transfer_target.started,transfer_target.stopped,transfer_fixation.started,transfer_fixation.stopped,transfer_mouse.x,transfer_mouse.y,transfer_mouse.leftButton,transfer_mouse.midButton,transfer_mouse.rightButton,transfer_mouse.time,transfer_mouse.started,transfer_mouse.stopped,transfer_enclosing_feedback_1.started,transfer_enclosing_feedback_1.stopped,transfer_enclosing_feedback.started,transfer_enclosing_feedback.stopped,transfer_target_feedback.started,transfer_target_feedback.stopped,transfer_fixation_feedback.started,transfer_fixation_feedback.stopped,text_4.started,text_4.stopped,done_text.started,done_text.stopped,mouse_4.started,mouse_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.773817224428058,None,0.011379411444067955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,001,2021_Mar_18_1626,vm_20xx,2020.2.4,60.00501704440469,
0.3,-0.3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,832.962474822998,None,0.5130369961261749,None,835.3290415890515,None,835.3290415890515,None,835.8956340719014,None,835.3290415890515,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08796296296296297, -0.08611111111111111, -0.08518518518518518, -0.08333333333333333, -0.08055555555555556, -0.07962962962962963, -0.07685185185185185, -0.075, -0.07222222222222222, -0.07037037037037037, -0.06851851851851852, -0.06574074074074074, -0.06296296296296296, -0.062037037037037036, -0.05925925925925926, -0.058333333333333334, -0.05555555555555555, -0.05462962962962963, -0.05185185185185185, -0.05, -0.04814814814814815, -0.046296296296296294, -0.04351851851851852, -0.041666666666666664, -0.03888888888888889, -0.037037037037037035, -0.03518518518518519, -0.032407407407407406, -0.030555555555555555, -0.027777777777777776, -0.025, -0.022222222222222223, -0.019444444444444445, -0.01574074074074074, -0.012037037037037037, -0.009259259259259259, -0.004629629629629629, -0.000925925925925926, 0.003703703703703704, 0.008333333333333333, 0.012037037037037037, 0.016666666666666666, 0.021296296296296296, 0.025, 0.028703703703703703, 0.03333333333333333, 0.03796296296296296, 0.041666666666666664, 0.046296296296296294, 0.05185185185185185, 0.05555555555555555, 0.06111111111111111, 0.06574074074074074, 0.0712962962962963, 0.07685185185185185, 0.0824074074074074, 0.08796296296296297, 0.09259259259259259, 0.09907407407407408, 0.1037037037037037, 0.10925925925925926, 0.11481481481481481, 0.11851851851851852, 0.12407407407407407, 0.1287037037037037, 0.13425925925925927, 0.14074074074074075, 0.14629629629629629, 0.1527777777777778, 0.15925925925925927, 0.1648148148148148, 0.17037037037037037, 0.17685185185185184, 0.18333333333333332, 0.18888888888888888, 0.19537037037037036, 0.20185185185185187, 0.2064814814814815]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.053703703703703705, 0.05185185185185185, 0.05, 0.04722222222222222, 0.04537037037037037, 0.04351851851851852, 0.041666666666666664, 0.03981481481481482, 0.03796296296296296, 0.03611111111111111, 0.03333333333333333, 0.03148148148148148, 0.02962962962962963, 0.027777777777777776, 0.025925925925925925, 0.024074074074074074, 0.022222222222222223, 0.020370370370370372, 0.017592592592592594, 0.01574074074074074, 0.012962962962962963, 0.011111111111111112, 0.008333333333333333, 0.005555555555555556, 0.003703703703703704, 0.000925925925925926, -0.001851851851851852, -0.004629629629629629, -0.006481481481481481, -0.010185185185185186, -0.012962962962962963, -0.01574074074074074, -0.020370370370370372, -0.024074074074074074, -0.027777777777777776, -0.032407407407407406, -0.03611111111111111, -0.041666666666666664, -0.046296296296296294, -0.05, -0.05462962962962963, -0.05925925925925926, -0.06296296296296296, -0.06666666666666667, -0.07222222222222222, -0.07685185185185185, -0.08148148148148149, -0.08611111111111111, -0.09074074074074075, -0.09444444444444444, -0.09907407407407408, -0.1037037037037037, -0.10833333333333334, -0.11388888888888889, -0.11851851851851852, -0.12407407407407407, -0.1287037037037037, -0.13425925925925927, -0.13796296296296295, -0.14444444444444443, -0.15092592592592594, -0.15555555555555556, -0.16296296296296298, -0.1685185185185185, -0.175, -0.1824074074074074, -0.18703703703703703, -0.1935185185185185, -0.2, -0.20462962962962963, -0.20925925925925926, -0.21388888888888888, -0.21944444444444444, -0.22314814814814815, -0.22870370370370371, -0.23333333333333334, -0.23796296296296296]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00011379644274711609, 0.01670898124575615, 0.033371174708008766, 0.050064459443092346, 0.0667169950902462, 0.08334840089082718, 0.10001331195235252, 0.11672742292284966, 0.13335943408310413, 0.15004939772188663, 0.16674751229584217, 0.1833740882575512, 0.20003597997128963, 0.21672202087938786, 0.2333567477762699, 0.25005304999649525, 0.2666971329599619, 0.2833282370120287, 0.30003027617931366, 0.3167099766433239, 0.33335013687610626, 0.3500440251082182, 0.3667007852345705, 0.38335634022951126, 0.400041775777936, 0.4167015552520752, 0.4333504680544138, 0.45003500021994114, 0.466707456856966, 0.48332407139241695, 0.5000149421393871, 0.5166499707847834, 0.5333909466862679, 0.550065515562892, 0.5666507389396429, 0.583336478099227, 0.6001016013324261, 0.6166729405522346, 0.6333441901952028, 0.6500030644237995, 0.6666679754853249, 0.6833241321146488, 0.7000204361975193, 0.7166781015694141, 0.7333203740417957, 0.750098779797554, 0.7666867189109325, 0.7832894511520863, 0.799983037635684, 0.8166627380996943, 0.8332869000732899, 0.8499527163803577, 0.8666680362075567, 0.8832855559885502, 0.900005403906107, 0.9166799727827311, 0.9332730453461409, 0.9499898739159107, 0.9666517656296492, 0.9832846820354462, 0.9999876245856285, 1.0166748724877834, 1.0333150327205658, 1.0499844700098038, 1.0666717179119587, 1.0832943711429834, 1.099977996200323, 1.1167231984436512, 1.1332939323037863, 1.1499766521155834, 1.1666180193424225, 1.1832895707339048, 1.1999221853911877, 1.216628147289157, 1.2332837004214525, 1.249957364052534, 1.266628010198474, 1.2832886949181557, 1.300045970827341, 1.3166167065501213, 1.3332761842757463, 1.3500277251005173, 1.3666533958166838, 1.3832962717860937, 1.4000212512910366, 1.4166291132569313, 1.4332574997097254, 1.4500522054731846, 1.4665655884891748, 1.4832800030708313, 1.4999747965484858, 1.5166110321879387, 1.5333151835948229, 1.5499580595642328, 1.5665396600961685, 1.5832975395023823, 1.599948264658451, 1.6166068371385336, 1.6332608815282583, 1.6499405819922686, 1.6666184719651937, 1.6833126619458199, 1.6999280713498592, 1.7166080735623837, 1.7333249021321535, 1.7498947326093912, 1.7666012980043888, 1.78345063701272, 1.7999329306185246, 1.8165592048317194, 1.8338281102478504, 1.849903816357255, 1.8665756713598967, 1.8832432981580496, 1.8998777233064175, 1.9165483694523573, 1.93322897516191, 1.9498760774731636, 1.966559099033475, 1.983200466260314, 1.999869603663683, 2.0165369287133217, 2.033206669613719, 2.049869466573, 2.066492723301053, 2.0832201167941093, 2.0998684260994196, 2.1165375635027885, 2.1332085095345974, 2.1498927399516106, 2.1665567457675934, 2.1832397673279047, 2.1998805291950703, 2.2165433280169964, 2.2331946548074484, 2.2498707342892885, 2.266540475189686, 2.283602012321353, 2.2998207937926054, 2.316502306610346, 2.3331267703324556, 2.349855974316597, 2.366455988958478, 2.383143538609147, 2.3997951671481133, 2.416470944881439, 2.433545159175992, 2.449794428423047, 2.466409534215927, 2.483487069606781, 2.499798819422722, 2.5164522603154182, 2.533129546791315, 2.5497959684580564, 2.566440051421523, 2.5831345431506634, 2.5997780226171017, 2.616422710940242, 2.6330981850624084, 2.649771850556135, 2.6664337422698736, 2.6832679882645607, 2.6997868064790964, 2.716430587694049, 2.733114516362548, 2.749772785231471, 2.7664389051496983, 2.783082988113165, 2.799739748239517, 2.816430015489459, 2.833086172118783, 2.8498168848454952, 2.866394864395261, 2.8832396753132343, 2.8997446093708277, 2.9164167642593384, 2.9333847276866436, 2.9497619792819023, 2.966430814936757, 2.98317239433527, 2.9997533932328224, 3.0164146814495325, 3.0331022311002016, 3.049746012315154, 3.0664094146341085, 3.083096358925104, 3.0997398402541876, 3.1163993179798126, 3.133262239396572, 3.1496968418359756, 3.166399482637644, 3.183421779423952, 3.199735341593623, 3.2163839526474476, 3.2330600321292877, 3.249807648360729, 3.2664028331637383, 3.2830861564725637, 3.2997568026185036, 3.3163915295153856, 3.3334654420614243, 3.349722256883979, 3.366375396028161, 3.3830505702644587, 3.3996741268783808, 3.4163840133696795, 3.4333830680698156, 3.449736775830388, 3.466387800872326, 3.4830267541110516, 3.499729696661234, 3.516387363895774, 3.5330426152795553, 3.5496894158422947, 3.566609386354685]",0.5946692209690809,None,839.4953324068338,None,839.4953324068338,None,839.4953324068338,None,839.4953324068338,839.9953032787889,839.4953324068338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,001,2021_Mar_18_1626,vm_20xx,2020.2.4,60.00501704440469,
