target_x,target_y,rotation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,baseline_trials.thisRepN,baseline_trials.thisTrialN,baseline_trials.thisN,baseline_trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_trials.thisRepN,block_trials.thisTrialN,block_trials.thisN,block_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,demo_target_feedback.started,demo_target_feedback.stopped,demo_fixation_feedback.started,demo_fixation_feedback.stopped,text_3.started,text_3.stopped,mouse_6.started,mouse_6.stopped,baseline_target.started,baseline_target.stopped,baseline_fixation.started,baseline_fixation.stopped,baseline_mouse.x,baseline_mouse.y,baseline_mouse.leftButton,baseline_mouse.midButton,baseline_mouse.rightButton,baseline_mouse.time,baseline_mouse.started,baseline_mouse.stopped,baseline_target_feedback.started,baseline_target_feedback.stopped,baseline_fixation_feedback.started,baseline_fixation_feedback.stopped,text_2.started,text_2.stopped,mouse_3.started,mouse_3.stopped,rotated_target.started,rotated_target.stopped,rotated_fixation.started,rotated_fixation.stopped,rotated_mouse.x,rotated_mouse.y,rotated_mouse.leftButton,rotated_mouse.midButton,rotated_mouse.rightButton,rotated_mouse.time,rotated_mouse.started,rotated_mouse.stopped,rotated_target_feedback.started,rotated_target_feedback.stopped,rotated_fixation_feedback.started,rotated_fixation_feedback.stopped,rotated_breaks.started,rotated_breaks.stopped,mouse_5.started,mouse_5.stopped,transfer_target.started,transfer_target.stopped,transfer_fixation.started,transfer_fixation.stopped,transfer_mouse.x,transfer_mouse.y,transfer_mouse.leftButton,transfer_mouse.midButton,transfer_mouse.rightButton,transfer_mouse.time,transfer_mouse.started,transfer_mouse.stopped,transfer_target_feedback.started,transfer_target_feedback.stopped,transfer_fixation_feedback.started,transfer_fixation_feedback.stopped,done_text.started,done_text.stopped,mouse_4.started,mouse_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,26.012647307943553,None,0.011714968830347061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,001,2020_Oct_07_1602,vm_20xx,2020.2.4,60.00094177748286,
0.3,-0.3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,70606.54969094088,None,0.5127359901089221,None,70609.9327552598,None,70609.9327552598,None,"[-0.1648148148148148, -0.1638888888888889, -0.16203703703703703, -0.1527777777777778, -0.1425925925925926, -0.13425925925925927, -0.12222222222222222, -0.11203703703703703, -0.10092592592592593, -0.09166666666666666, -0.08611111111111111, -0.08333333333333333, -0.0824074074074074, -0.08148148148148149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08796296296296297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, -0.09907407407407408, -0.0962962962962963, -0.09351851851851851, -0.08981481481481482, -0.08518518518518518, -0.08055555555555556, -0.07407407407407407, -0.06481481481481481, -0.05277777777777778, -0.044444444444444446, -0.03148148148148148, -0.018518518518518517, -0.007407407407407408, 0.006481481481481481, 0.017592592592592594, 0.032407407407407406, 0.04814814814814815, 0.06018518518518518, 0.075, 0.08981481481481482, 0.10092592592592593, 0.1111111111111111, 0.12314814814814815, 0.13425925925925927, 0.1425925925925926, 0.15185185185185185, 0.16018518518518518, 0.16574074074074074, 0.17037037037037037, 0.1712962962962963, 0.0, 0.16296296296296298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04537037037037037, 0.0, 0.0, -0.000925925925925926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15, 0.0, 0.0, -0.16018518518518518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16018518518518518, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15925925925925927, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.15833333333333333, -0.1574074074074074, -0.1574074074074074, -0.15555555555555556, -0.1537037037037037, -0.15185185185185185, -0.14907407407407408, -0.14722222222222223, -0.14444444444444443, -0.14074074074074075, -0.13796296296296295, -0.13518518518518519, -0.13148148148148148, -0.12777777777777777, -0.1259259259259259, -0.12222222222222222, -0.11851851851851852, -0.11574074074074074, -0.11203703703703703, -0.10925925925925926, -0.10555555555555556, -0.10185185185185185, -0.1, -0.09722222222222222, -0.09259259259259259, -0.08981481481481482, -0.08611111111111111, -0.0824074074074074, -0.07685185185185185, -0.07407407407407407, -0.06944444444444445, -0.06666666666666667, -0.06018518518518518, -0.05555555555555555, -0.05185185185185185, -0.046296296296296294, -0.03981481481481482, -0.03518518518518519, -0.030555555555555555, -0.025, -0.018518518518518517, -0.012962962962962963, -0.006481481481481481, 0.000925925925925926, 0.006481481481481481, 0.013888888888888888, 0.020370370370370372, 0.027777777777777776, 0.03518518518518519, 0.04259259259259259, 0.049074074074074076, 0.058333333333333334, 0.06666666666666667, 0.07407407407407407, 0.08425925925925926, 0.09444444444444444, 0.10277777777777777, 0.11296296296296296, 0.12222222222222222, 0.13333333333333333, 0.14444444444444443, 0.15462962962962962, 0.16666666666666666, 0.17962962962962964, 0.18981481481481483, 0.2]","[-0.10277777777777777, -0.10185185185185185, -0.1, -0.09166666666666666, -0.08333333333333333, -0.07685185185185185, -0.06759259259259259, -0.06018518518518518, -0.05185185185185185, -0.04537037037037037, -0.041666666666666664, -0.03888888888888889, -0.03796296296296296, -0.037037037037037035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03611111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007407407407407408, -0.004629629629629629, -0.000925925925925926, 0.000925925925925926, 0.002777777777777778, 0.004629629629629629, 0.005555555555555556, 0.006481481481481481, 0.006481481481481481, 0.005555555555555556, 0.002777777777777778, -0.000925925925925926, -0.005555555555555556, -0.010185185185185186, -0.014814814814814815, -0.020370370370370372, -0.027777777777777776, -0.03518518518518519, -0.041666666666666664, -0.04814814814814815, -0.05648148148148148, -0.062037037037037036, -0.06759259259259259, -0.075, -0.08148148148148149, -0.08703703703703704, -0.09351851851851851, -0.1, -0.1037037037037037, -0.10740740740740741, -0.11018518518518519, 0.0, -0.11388888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10185185185185185, 0.0, 0.0, -0.07314814814814814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010185185185185186, 0.0, 0.0, -0.007407407407407408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.020370370370370372, -0.020370370370370372, -0.020370370370370372, -0.020370370370370372, -0.021296296296296296, -0.022222222222222223, -0.025, -0.027777777777777776, -0.030555555555555555, -0.03333333333333333, -0.03611111111111111, -0.03888888888888889, -0.04351851851851852, -0.04537037037037037, -0.049074074074074076, -0.05185185185185185, -0.05555555555555555, -0.05740740740740741, -0.06111111111111111, -0.06481481481481481, -0.06759259259259259, -0.07037037037037037, -0.07314814814814814, -0.07592592592592592, -0.07962962962962963, -0.08148148148148149, -0.08333333333333333, -0.08611111111111111, -0.08888888888888889, -0.09074074074074075, -0.09351851851851851, -0.09722222222222222, -0.09907407407407408, -0.10277777777777777, -0.10555555555555556, -0.10925925925925926, -0.11296296296296296, -0.11574074074074074, -0.11944444444444445, -0.12407407407407407, -0.12685185185185185, -0.13055555555555556, -0.13425925925925927, -0.1388888888888889, -0.1425925925925926, -0.14722222222222223, -0.15185185185185185, -0.15555555555555556, -0.16018518518518518, -0.1638888888888889, -0.16944444444444445, -0.17407407407407408, -0.17777777777777778, -0.18055555555555555, -0.18611111111111112, -0.19074074074074074, -0.19444444444444445, -0.19907407407407407, -0.20462962962962963, -0.20925925925925926, -0.21481481481481482, -0.21944444444444444, -0.22592592592592592, -0.23148148148148148, -0.2351851851851852, -0.24074074074074073, -0.2462962962962963, -0.25, -0.25462962962962965]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018925685435533524, 0.007858536206185818, 0.02450589486397803, 0.041190984193235636, 0.05790776712819934, 0.07452313019894063, 0.09117592195980251, 0.1078622187487781, 0.12453583790920675, 0.1411856112536043, 0.15780821861699224, 0.17448968579992652, 0.1912583860103041, 0.2079283830244094, 0.2245310686994344, 0.24118054029531777, 0.2578342375345528, 0.2744459784589708, 0.29117030766792595, 0.3077880854252726, 0.3244414811488241, 0.34111811872571707, 0.3577914359048009, 0.3744484537746757, 0.3911326373927295, 0.4078249710146338, 0.4244478801265359, 0.4411329694557935, 0.4578243975993246, 0.4744467029813677, 0.4911462808959186, 0.5078114483039826, 0.5244437146466225, 0.541106165619567, 0.5578157042618841, 0.5744455559179187, 0.5911387950181961, 0.6078042644076049, 0.6244347197934985, 0.6411318827886134, 0.6578042947221547, 0.6744308259803802, 0.6911313093733042, 0.7078112673480064, 0.7244266304187477, 0.7411277173087001, 0.7578143158461899, 0.7744218308944255, 0.7910779430530965, 0.8077868781983852, 0.8244221629574895, 0.8411972022149712, 0.8578228279948235, 0.8746715171728283, 0.8911323356442153, 0.9077730537392199, 0.9245061362162232, 0.9411251214332879, 0.9577450123615563, 0.9744150093756616, 0.9910753471776843, 1.0077208948787302, 1.0243917973712087, 1.0412908948492259, 1.057803328614682, 1.0744247287511826, 1.091096838703379, 1.1077478195074946, 1.1244618857745081, 1.141083587659523, 1.1577442274428904, 1.1744241854175925, 1.1913733889814466, 1.2077424465678632, 1.2244030863512307, 1.2410776109900326, 1.257752739591524, 1.2744251512922347, 1.291085489327088, 1.3077497512567788, 1.3243708494119346, 1.3410837084520608, 1.3577331798151135, 1.3743980454746634, 1.3913846779614687, 1.407750113401562, 1.4244077347684652, 1.4412841938901693, 1.4577676507178694, 1.4743887486401945, 1.4910922506824136, 1.5077981671784073, 1.5244316409807652, 1.5410654165316373, 1.5578558498527855, 1.5744337840005755, 1.5910675595514476, 1.6077423861715943, 1.6244081573095173, 1.6412426598835737, 1.657737888628617, 1.6744525588583201, 1.6911029359325767, 1.7077883270103484, 1.7244145565200597, 1.7410767055116594, 1.757728893775493, 1.7743841002229601, 1.79104896588251, 1.8076905896887183, 1.8243678309954703, 1.841052618343383, 1.8576845829375088, 1.8743449207395315, 1.8910472153220326, 1.9077377377543598, 1.9243896240368485, 1.9410484528634697, 1.9577344476711005, 1.9743383405730128, 1.9910400314256549, 2.0077248187735677, 2.024337465176359, 2.0410325154662132, 2.0577257545664907, 2.0743872998282313, 2.091019264422357, 2.1077004296239465, 2.1243354126345366, 2.1409688864368945, 2.157661521807313, 2.174330311594531, 2.191007552901283, 2.2080005242023617, 2.224383466411382, 2.2410456154029816, 2.25775183388032, 2.274381081806496, 2.2912626722827554, 2.3077038708142936, 2.3244137114379555, 2.341072540031746, 2.357781776925549, 2.3743932161014527, 2.3910233695060015, 2.4077878440730274, 2.4243540063034743, 2.441027625463903, 2.4577018483541906, 2.4743495089933276, 2.491018902277574, 2.508471885230392, 2.524373384891078, 2.5410578704904765, 2.557685307227075, 2.574332967866212, 2.590964026749134, 2.6076675285585225, 2.6242955692578107, 2.6409706976264715, 2.6576262060552835, 2.6743254819884896, 2.691106256097555, 2.707654911559075, 2.7243237011134624, 2.7409517418127507, 2.75761932390742, 2.774277549004182, 2.7909822582732886, 2.807644105516374, 2.824297501007095, 2.840955122373998, 2.857612441992387, 2.8743017569649965, 2.8909762816037983, 2.9076372233685106, 2.924319596029818, 2.9409684638958424, 2.957599824760109, 2.9742725384421647, 2.9911646933760494, 3.0076448298059404, 3.0242852461524308, 3.040944376727566, 3.057616184698418, 3.0743163663428277, 3.0910008519422263, 3.1076267794705927, 3.1242913433816284, 3.1410914356820285, 3.157609906513244, 3.1743046548217535, 3.191172963939607, 3.207598768407479, 3.2242790281306952, 3.2409345365595073, 3.2576688264962286, 3.2742802656721324, 3.290943320142105, 3.3076601033098996, 3.3242884455248713, 3.3410224337130785, 3.3576450410764664, 3.3742803260684013, 3.390942475060001, 3.407663182122633, 3.4243126537185162, 3.441050867550075, 3.457642385037616, 3.474272840190679, 3.490930763538927, 3.5076393967028707, 3.524274681461975, 3.5409141920972615, 3.557587207760662, 3.57427169312723, 3.5910862740129232, 3.60758512490429, 3.6242590458132327, 3.6410132576711476, 3.6575712701305747, 3.6742361357901245, 3.6909049255773425, 3.7075815631542355, 3.724229827290401, 3.740898315096274, 3.7576896538957953, 3.7742277446668595, 3.790920983767137, 3.8075710588600487, 3.824223850853741, 3.841071936301887, 3.857553582172841, 3.8742416899185628, 3.890911686932668, 3.9076130758039653, 3.9242332682479173, 3.9409249981399626, 3.9576813229359686, 3.9742438630200922, 3.990890014450997, 4.007560615194961, 4.024227291811258, 4.041276708012447, 4.057557324878871, 4.074201363371685]",0.007798347854986787,None,70614.01583358436,None,70614.01583358436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,001,2020_Oct_07_1602,vm_20xx,2020.2.4,60.00094177748286,
