trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,target_x,target_y,rotation,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,demo_enclosing_1.started,demo_enclosing_1.stopped,demo_enclosing.started,demo_enclosing.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,16.016702399996575,None,0.008206699945731089,None,,,,,,,,,,,,,,,,,,,,,0,001,2020_Oct_14_0920,vm_20xx,2020.2.4,60.07503371847529,
,,,,,,,,,,,,,,,16.835489200006123,None,0.49901559999852907,None,18.59423319999769,None,18.59423319999769,None,19.725243300010334,None,18.59423319999769,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020370370370370372, -0.046296296296296294, -0.07777777777777778, -0.10740740740740741, -0.16666666666666666, -0.19444444444444445, -0.22962962962962963, -0.25925925925925924, -0.287962962962963, -0.3055555555555556, -0.32037037037037036, -0.33425925925925926]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012962962962962963, 0.032407407407407406, 0.05648148148148148, 0.0787037037037037, 0.11944444444444445, 0.14166666666666666, 0.16666666666666666, 0.18703703703703703, 0.21296296296296297, 0.22685185185185186, 0.23703703703703705, 0.24537037037037038]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00031319999834522605, 0.01691900000150781, 0.03345440000703093, 0.05035689999931492, 0.06673170000431128, 0.08337680000113323, 0.10001840000040829, 0.12165970000205562, 0.13474880000285339, 0.15001159999519587, 0.1667648000002373, 0.18347210000501946, 0.20063069999741856, 0.2166272000031313, 0.23331850000249688, 0.25073189999966417, 0.2673216999974102, 0.28426100000797305, 0.3021171000000322, 0.31728770000336226, 0.33408760000020266, 0.35127790000115056, 0.3666866999992635, 0.38350229999923613, 0.40046790000633337, 0.4174505999981193, 0.4336757999990368, 0.4505198999977438, 0.46651009999914095, 0.48308239999460056, 0.49992329999804497, 0.5156901000009384, 0.5322889999952167, 0.5487859999993816, 0.5658662000059849, 0.5819004000077257, 0.5988653999957023, 0.6155772000056459, 0.6320815000071889, 0.6486122000060277, 0.665459900003043, 0.6820587999973213, 0.698887200007448, 0.7178020999999717, 0.734025500001735, 0.7492632000066806, 0.7660844000056386, 0.7837994000001345, 0.7994591000024229, 0.8163172000058694, 0.8330896999977995, 0.8505420000001322, 0.8664770000032149, 0.8824133000016445, 0.9013485000032233]",1.1531681000051321,None,,,,,,,
