target_x,target_y,rotation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,baseline_trials.thisRepN,baseline_trials.thisTrialN,baseline_trials.thisN,baseline_trials.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text_3.started,text_3.stopped,mouse_6.started,mouse_6.stopped,baseline_enclosing_1.started,baseline_enclosing_1.stopped,baseline_enclosing.started,baseline_enclosing.stopped,baseline_target.started,baseline_target.stopped,baseline_fixation.started,baseline_fixation.stopped,baseline_mouse.x,baseline_mouse.y,baseline_mouse.leftButton,baseline_mouse.midButton,baseline_mouse.rightButton,baseline_mouse.time,baseline_mouse.started,baseline_mouse.stopped,baseline_enclosing_feedback_1.started,baseline_enclosing_feedback_1.stopped,baseline_enclosing_feedback.started,baseline_enclosing_feedback.stopped,baseline_target_feedback.started,baseline_target_feedback.stopped,baseline_fixation_feedback.started,baseline_fixation_feedback.stopped,baseline_score_text.started,baseline_score_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.041453500001808,None,0.010005579999415204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
,,,,,,,,,,,,,,,10.817948500000057,None,1.0095874699909473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
0.3,-0.3,0,,,,,0,0,0,3,,,,,,,,,11.935542899998836,None,11.935542899998836,None,13.098313900001813,None,11.935542899998836,None,"[-0.15185185185185185, -0.15185185185185185, -0.15185185185185185, -0.15185185185185185, -0.15185185185185185, -0.15185185185185185, -0.15185185185185185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07962962962962963, 0.07962962962962963, 0.07962962962962963, 0.07962962962962963, 0.07962962962962963, 0.07962962962962963, 0.07962962962962963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.389999180100858e-05, 0.014119899991783313, 0.02945299999555573, 0.04411759998765774, 0.06084529998770449, 0.07771589999902062, 0.09468169999308884, 0.11083559998951387, 0.12728259999130387, 0.14421079999010544, 0.16135089998715557, 0.17782789999910165, 0.19504629999573808, 0.21056599999428727, 0.22793029999593273, 0.24377269999240525, 0.2609867999999551, 0.2778388000006089, 0.29431659998954274, 0.31083550000039395, 0.3272561999910977, 0.3444837999995798, 0.36100469999655616, 0.37693379999836907, 0.39411249999830034, 0.4106617999932496, 0.42763609999383334, 0.4436962999898242, 0.4600925999984611, 0.4774526999972295, 0.49406559999624733, 0.5110637999896426, 0.5268519999954151, 0.5438796999951592, 0.5597797999944305, 0.5773188999883132, 0.5940068999916548, 0.6103102999913972, 0.6274785999994492, 0.6435532999894349, 0.6608156000002054, 0.6779643999907421, 0.6935565999883693, 0.7105356999963988, 0.7267560999898706, 0.7440180999983568, 0.7605159999948228, 0.7769798999943305, 0.7939998999936506, 0.810757699990063, 0.8269739999959711, 0.843410399989807, 0.8599284999945667, 0.8771731999877375, 0.8940380999993067, 0.9106154999899445, 0.9267151999956695, 0.9436502999888035, 0.9606301999883726, 0.9774354999972275, 0.9938752000016393, 1.0101235999900382, 1.0271196999965468, 1.0439381999894977, 1.0599742999911541, 1.075749999989057, 1.0931126999930711, 1.1107502999948338, 1.1261711999977706, 1.143667500000447, 1.1602536999998847]",0.010288909994415008,1.1866495099820895,13.97846089999075,None,13.97846089999075,None,13.97846089999075,None,13.97846089999075,14.480804699996952,13.97846089999075,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
-0.3,-0.3,0,,,,,0,1,1,14,,,,,,,,,14.980459600003087,None,14.980459600003087,None,16.229224399998202,None,14.980459600003087,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.829999620094895e-05, 0.015851699994527735, 0.031638000000384636, 0.04866820000461303, 0.0659392000088701, 0.0815188999986276, 0.09873759999754839, 0.11573679999855813, 0.1319517999945674, 0.1484506999986479, 0.16564809999545105, 0.18185740000626538, 0.19863349999650382, 0.21526880000601523, 0.23233169999730308, 0.24884729999757838, 0.2646143000019947, 0.2818143000040436, 0.29852630000095814, 0.3153855999989901, 0.33203050000884105, 0.3489856999949552, 0.3650560999958543, 0.38193620000674855, 0.39813620000495575, 0.4149650000035763, 0.4322239000030095, 0.44833260000450537, 0.46490629999607336, 0.48138929999549873, 0.4981434000073932, 0.5149189000076149, 0.531046799995238, 0.548136199999135, 0.5652590999961831, 0.5821629999991274, 0.5983956999989459, 0.6148644000058994, 0.6316685000056168, 0.6482323999953223, 0.6650601000001188, 0.6817074999999022, 0.6984749999974156, 0.7148470999964047, 0.731834300007904, 0.7486118000088027, 0.7645472000003792, 0.7819022000039695, 0.7978673000034178, 0.8150825000047917, 0.8316934000031324, 0.847946599998977, 0.8649839999998221, 0.8813262000039686, 0.8984538000077009, 0.9150589000055334, 0.9306452000018908, 0.9479951999965124, 0.968380000005709, 0.9849470000044676, 0.9996087000035914, 1.0152632999961497, 1.0325242999970214, 1.0489825999975437, 1.0657191000063904, 1.0818112999986624, 1.0989128000073833, 1.1156787000072654, 1.1322048000001814, 1.1481916000047931, 1.1643432999990182, 1.1816401999967638, 1.197565399997984, 1.2147854000068037, 1.2317818000010448, 1.2474173000082374, 1.2647500000020955]",0.014503070007776842,1.2950195699959295,17.165299999993294,None,17.165299999993294,None,17.165299999993294,None,17.165299999993294,17.677396999992197,17.165299999993294,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
0.3,0.3,0,,,,,0,2,2,12,,,,,,,,,18.177017199996044,None,18.177017199996044,None,18.84312140000111,None,18.177017199996044,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8.22000001790002e-05, 0.016132299992023036, 0.0337602999934461, 0.0491553999891039, 0.06634999999369029, 0.08233159998781048, 0.09960909999790601, 0.11626129999058321, 0.13324539999302942, 0.14862089999951422, 0.16591969999717548, 0.1830599999957485, 0.1988678999914555, 0.21544189999985974, 0.23239049999392591, 0.24938449999899603, 0.2664704999915557, 0.28233249999175314, 0.2988799999875482, 0.31648379999387544, 0.33235129999229684, 0.3493098999897484, 0.36545189999742433, 0.3829923000012059, 0.3988278999895556, 0.4162233999959426, 0.4326969999965513, 0.44899330000043847, 0.4662137999985134, 0.4820404999918537, 0.4986392999999225, 0.5165980000019772, 0.5320210999925621, 0.5492551999923307, 0.5659253999911016, 0.5821513999981107, 0.5987098999903537, 0.6150652999931481, 0.6324908999959007, 0.6488172999961535, 0.6656578999973135, 0.6821594999928493]",0.015102670004125684,0.7131493699998828,20.013339500001166,None,20.013339500001166,None,20.013339500001166,None,20.013339500001166,20.52377709999564,20.013339500001166,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
-0.3,-0.3,0,,,,,0,3,3,10,,,,,,,,,21.025417600001674,None,21.025417600001674,None,22.439395900000818,None,21.025417600001674,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7.899999036453664e-05, 0.016989999989164062, 0.03230449999682605, 0.04985859998851083, 0.0663320999883581, 0.08254399998986628, 0.09950249998655636, 0.11606459999165963, 0.1325390999991214, 0.14868539999588393, 0.16567069999291562, 0.1826250999874901, 0.19937349999963772, 0.21644159998686519, 0.2321992999932263, 0.248893699987093, 0.2660308999911649, 0.2825834999966901, 0.2992367999977432, 0.31548919998749625, 0.3325950999860652, 0.3486490999930538, 0.3658273999899393, 0.38264839998737443, 0.39871139999013394, 0.41590269999869633, 0.43216639998718165, 0.4491993999981787, 0.4660453999968013, 0.48223709999001585, 0.4991483999910997, 0.51583479999681, 0.5326566999865463, 0.5485759000002872, 0.5655342999962159, 0.5824329999886686, 0.6155174999876181, 0.632491199998185, 0.6488131999940379, 0.6658590999868466, 0.6825332999869715, 0.6991657999897143, 0.7160721999971429, 0.7323055999877397, 0.7487819999951171, 0.7655901999969501, 0.7822370999929262, 0.7985845999937737, 0.815627099989797, 0.8318937000003643, 0.8490498999890406, 0.8655268000002252, 0.8817976999998791, 0.899080099989078, 0.9155311999929836, 0.9321195999946212, 0.9485319999948842, 0.965244499995606, 0.9819431999931112, 0.9988329999905545, 1.014990099996794, 1.0316593999887118, 1.04784970000037, 1.065121799998451, 1.0815716999932192, 1.0974109999951907, 1.1147495999903185, 1.1318761000002269, 1.1479428999882657, 1.1647459999949206, 1.181549899993115, 1.1979790999903344, 1.2152987999870675, 1.2310969999962253, 1.248505199997453, 1.2649810000002617, 1.2814005999971414, 1.298245499987388, 1.3146250999998301, 1.3313561999966623, 1.347823399992194, 1.3639607999939471, 1.3813240999879781, 1.398453799993149, 1.414949699988938, 1.431027599988738]",0.014685970003483817,1.4620517699950142,23.312406999990344,None,23.312406999990344,None,23.312406999990344,None,23.312406999990344,23.821867999999085,23.312406999990344,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
-0.3,0.3,0,,,,,0,4,4,1,,,,,,,,,24.321682599998894,None,24.321682599998894,None,25.02076319999469,None,24.321682599998894,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7.190000906120986e-05, 0.01661930000409484, 0.033038200010196306, 0.048997400008374825, 0.06578540000191424, 0.08276100001239683, 0.09976800000004005, 0.11599360000400338, 0.1325217999983579, 0.1492426000040723, 0.16571280000789557, 0.18277280000620522, 0.19908740000391845, 0.21554679999826476, 0.23303450000821613, 0.24913820000074338, 0.2661464000120759, 0.28321819999837317, 0.29938989999936894, 0.31639810001070146, 0.3324426000035601, 0.3497773999988567, 0.3661867000046186, 0.3828358000027947, 0.3996412999986205, 0.4161676000076113, 0.43270800000755116, 0.449346900000819, 0.46581270000024233, 0.4830342000059318, 0.49967290001222864, 0.5160171000025002, 0.5322545000090031, 0.5490260000078706, 0.5655925000028219, 0.5821347000019159, 0.5993344000016805, 0.6156838000024436, 0.6322676999989199, 0.6488217000005534, 0.665620100000524, 0.6823237000062363, 0.6989709000044968, 0.7159603000036441]",0.014791969995712861,0.7465320699993754,26.038853399993968,None,26.038853399993968,None,26.038853399993968,None,26.038853399993968,26.552258800002164,26.038853399993968,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
-0.3,0.3,0,,,,,0,5,5,9,,,,,,,,,27.052278200004366,None,27.052278200004366,None,27.80101039999863,None,27.052278200004366,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.579999171663076e-05, 0.016372699989005923, 0.03483509999932721, 0.04959349999262486, 0.0666709999932209, 0.08310939998773392, 0.09956579998834059, 0.11641409998992458, 0.13210289999551605, 0.15148400000180118, 0.16780019999714568, 0.18503819999750704, 0.19926239999767859, 0.21580779999203514, 0.232939699999406, 0.24915209999016952, 0.26561379998747725, 0.2819471999973757, 0.2993748000008054, 0.31561089999740943, 0.33250699999916833, 0.3495033999934094, 0.3655545999936294, 0.38270779998856597, 0.39859829998749774, 0.4162938999943435, 0.43281819998810533, 0.44864859999506734, 0.4656618000008166, 0.4826191999891307, 0.49932069999340456, 0.5155264999921201, 0.5319127999973716, 0.5493297999928473, 0.5652313999889884, 0.5825997999927495, 0.599811399995815, 0.6154306999960681, 0.6322246999916388, 0.6488346999976784, 0.6656415999896126, 0.6820636999909766, 0.6984760999912396, 0.7156029999896418, 0.7324510999897029, 0.748796100000618, 0.7651008999964688]",0.015090169996256009,0.7969652699975995,28.721495299992966,None,28.721495299992966,None,28.721495299992966,None,28.721495299992966,29.233431799992104,28.721495299992966,None,0,001,2020_Oct_14_1138,vm_20xx,2020.2.4,60.01936224871128,
