trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,target_x,target_y,rotation,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.4313245000003,None,0.0001628499994694721,None,,,,,0,001,2021_Mar_11_1338,vm_20xx,2020.2.4,60.0467524016719,
,,,,,,,,,,,,,,,13.266881300000023,None,0.5092963300003248,None,,,,,,,
