target_x,target_y,rotation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,demo_enclosing_1.started,demo_enclosing_1.stopped,demo_enclosing.started,demo_enclosing.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,demo_enclosing_feedback_1.started,demo_enclosing_feedback_1.stopped,demo_enclosing_feedback.started,demo_enclosing_feedback.stopped,demo_target_feedback.started,demo_target_feedback.stopped,demo_fixation_feedback.started,demo_fixation_feedback.stopped,demo_score_text.started,demo_score_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,16.453649100000007,None,0.00489119999997456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
0.3,-0.3,0,0,0,0,0,0,0,0,3,,,,,17.747559300000034,None,0.5053856100000189,None,18.476523900000018,None,18.476523900000018,None,19.829610900000034,None,18.476523900000018,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10740740740740741, 0.14166666666666666, 0.16111111111111112, 0.19166666666666668, 0.21851851851851853, 0.24444444444444444, 0.25833333333333336, 0.28425925925925927, 0.3101851851851852, 0.3351851851851852, 0.3453703703703704, 0.3675925925925926, 0.3888888888888889, 0.40370370370370373, 0.4111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12777777777777777, -0.15185185185185185, -0.16574074074074074, -0.18981481481481483, -0.21388888888888888, -0.23981481481481481, -0.2518518518518518, -0.2759259259259259, -0.29814814814814816, -0.3212962962962963, -0.33055555555555555, -0.35, -0.3712962962962963, -0.38981481481481484, -0.39814814814814814]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00024000000001933586, 0.016910999999993237, 0.033460100000013426, 0.050658499999997275, 0.06631459999999834, 0.0830478000000312, 0.09932960000003277, 0.11612060000004476, 0.1326301000000285, 0.14941709999999375, 0.16593890000001466, 0.1827430000000163, 0.19942430000003242, 0.21612479999998868, 0.23267470000001822, 0.2494515000000206, 0.2660180999999966, 0.2826620000000162, 0.2993514000000346, 0.31594950000004474, 0.332352300000025, 0.34918859999999086, 0.3658556000000317, 0.38239640000000463, 0.3996255000000133, 0.4162052000000358, 0.4329157999999893, 0.44966490000001613, 0.4661724000000049, 0.4831365000000005, 0.5001728999999955, 0.516240200000027, 0.5328524000000243, 0.55010070000003, 0.5656716000000301, 0.5860111000000074, 0.6028698000000077, 0.6196782000000098, 0.6344320000000039, 0.6499828000000321, 0.6672849999999926, 0.6830818000000249, 0.6998734000000013, 0.7166277000000036, 0.7339926000000219, 0.7498239999999896, 0.7665173000000323, 0.7831333000000313, 0.8016132000000198, 0.8167596000000117]",1.3784614300000158,None,20.679638900000043,None,20.679638900000043,None,20.679638900000043,None,20.679638900000043,21.194330000000036,20.679638900000043,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
-0.3,-0.3,0,0,0,0,0,0,1,1,2,,,,,,,,,21.67737930000004,None,21.67737930000004,None,22.34386920000003,None,21.67737930000004,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026851851851851852, 0.03611111111111111, 0.053703703703703705, 0.07407407407407407, 0.09814814814814815, 0.11203703703703703, 0.13796296296296295, 0.1638888888888889, 0.18888888888888888, 0.2, 0.22407407407407406, 0.2490740740740741, 0.2740740740740741, 0.287962962962963]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03888888888888889, -0.046296296296296294, -0.06574074074074074, -0.08796296296296297, -0.1175925925925926, -0.13425925925925927, -0.1712962962962963, -0.20925925925925926, -0.2462962962962963, -0.26296296296296295, -0.29444444444444445, -0.32407407407407407, -0.3490740740740741, -0.3611111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00024460000003045934, 0.01683989999997948, 0.03354109999997945, 0.05005740000001424, 0.06657690000002958, 0.08330590000002758, 0.10016969999998082, 0.11679639999999836, 0.13341650000000982, 0.14999060000002373, 0.16677459999999655, 0.18340449999999464, 0.19997449999999617, 0.21646989999999278, 0.23329050000000962, 0.24988680000001295, 0.2665420000000154, 0.2830476000000317, 0.29987729999999146, 0.31638390000000527, 0.3330722000000037, 0.3499046000000021, 0.3669945999999982, 0.3832813000000215, 0.399743199999989, 0.4165305000000217, 0.43298320000002377, 0.4502365000000168, 0.4663702000000285, 0.4830347000000188, 0.49970739999997704, 0.5162958000000231, 0.53339840000001, 0.5495756999999912, 0.5661549999999806, 0.583586500000024, 0.6001459000000295, 0.6154402999999888, 0.6322892000000024, 0.6488097999999809, 0.6696079000000168, 0.6824867000000268, 0.6993851000000291, 0.7154199999999946, 0.7338139000000297, 0.7499151999999754, 0.7665698000000134, 0.7833304000000112, 0.7999762000000032, 0.8161832999999774, 0.8329944999999839, 0.849723900000015, 0.8670675999999844, 0.88319580000001]",0.6965368099999978,None,23.24939660000001,None,23.24939660000001,None,23.24939660000001,None,23.24939660000001,23.75918870000004,23.24939660000001,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
-0.3,0.3,0,0,0,0,0,0,2,2,1,,,,,,,,,24.259010700000033,None,24.259010700000033,None,25.357829600000002,None,24.259010700000033,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000925925925925926, -0.008333333333333333, -0.027777777777777776, -0.05462962962962963, -0.06944444444444445, -0.10462962962962963, -0.13796296296296295, -0.17592592592592593, -0.19166666666666668, -0.22962962962962963, -0.262037037037037, -0.2935185185185185, -0.30925925925925923, -0.3388888888888889, -0.36944444444444446, -0.3962962962962963, -0.4101851851851852]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020370370370370372, -0.019444444444444445, -0.019444444444444445, -0.020370370370370372, -0.022222222222222223, -0.025, -0.028703703703703703, -0.032407407407407406, -0.03425925925925926, -0.037037037037037035, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03611111111111111, -0.03425925925925926, -0.030555555555555555, -0.028703703703703703]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00026700000000801083, 0.01802340000000413, 0.0333671999999865, 0.04943320000000995, 0.06607099999996535, 0.0831309999999803, 0.0994628999999918, 0.11601079999996955, 0.13305489999999054, 0.14936769999997068, 0.16605590000000348, 0.18253529999998364, 0.1993241999999782, 0.21596749999997655, 0.23265709999998307, 0.2493131999999605, 0.26592379999999594, 0.2827680999999984, 0.29933649999998124, 0.3161723999999708, 0.33298899999999776, 0.34983169999998154, 0.3662398999999823, 0.38259869999996, 0.3997352999999748, 0.4164612999999804, 0.4324569999999994, 0.44907339999997475, 0.4657579999999939, 0.4823698999999806, 0.5005866999999853, 0.5158591999999658, 0.5320744999999647, 0.5539379999999596, 0.5658861999999658, 0.5824726999999825, 0.5984839999999849, 0.6155974000000128, 0.6322035999999684, 0.6490208999999822, 0.6655192999999713, 0.6821760999999924, 0.6995344999999702, 0.7157052999999678, 0.7322530999999799, 0.7489138999999909, 0.7655891999999653, 0.7824438999999757, 0.7989496000000145, 0.8160163999999668]",1.1255553100000384,None,26.190221199999996,None,26.190221199999996,None,26.190221199999996,None,26.190221199999996,26.68873190000005,26.190221199999996,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
0.3,0.3,0,0,0,0,0,0,3,3,0,,,,,,,,,27.19024090000005,None,27.19024090000005,None,27.7720511,None,27.19024090000005,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028703703703703703, 0.041666666666666664, 0.07592592592592592, 0.09259259259259259, 0.1361111111111111, 0.18333333333333332, 0.2351851851851852, 0.2601851851851852, 0.3101851851851852, 0.3611111111111111, 0.4111111111111111, 0.4361111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023148148148148147, 0.027777777777777776, 0.03611111111111111, 0.03888888888888889, 0.04351851851851852, 0.046296296296296294, 0.04814814814814815, 0.04814814814814815, 0.049074074074074076, 0.05, 0.05092592592592592, 0.05092592592592592]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002260999999634805, 0.016777399999966747, 0.033552499999984775, 0.050122799999996914, 0.066924599999993, 0.08394949999996015, 0.10079939999997123, 0.11656540000001314, 0.13374079999999822, 0.15007900000000518, 0.16667250000000422, 0.18322829999999612, 0.19997719999997798, 0.21674749999999676, 0.23341669999996384, 0.2499447999999802, 0.2665872000000036, 0.28318400000000565, 0.29992069999997284, 0.3166208000000097, 0.33335479999999507, 0.35019069999998464, 0.36640549999998484, 0.38307929999996304, 0.3998406999999702, 0.41695169999997006, 0.43360530000001063, 0.4497221999999965, 0.4663746999999603, 0.4831166999999823, 0.4997237000000041, 0.5165091999999731, 0.5335532999999941, 0.5500625999999897, 0.5669551999999953, 0.5829536999999618, 0.6003769000000148, 0.6160978999999998, 0.6345769999999789, 0.6490370999999868, 0.6656825000000026, 0.6875698000000057, 0.6999010999999769, 0.7159927999999809, 0.7326183000000128, 0.7496371999999951, 0.7664335999999707, 0.7829474000000118, 0.8002275000000054, 0.816197499999987, 0.8328334999999925, 0.8495454000000109, 0.8669287000000168]",0.6050483100000292,None,28.66707630000002,None,28.66707630000002,None,28.66707630000002,None,28.66707630000002,29.17050820000003,28.66707630000002,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
-0.3,-0.3,0,1,0,1,0,0,0,0,2,,,,,29.67080660000005,None,0.5118185100000119,None,31.874857200000008,None,31.874857200000008,None,None,None,31.874857200000008,None,[],[],[],[],[],[],None,None,32.07883530000004,None,32.07883530000004,None,32.07883530000004,None,32.07883530000004,32.5843064,32.07883530000004,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
-0.3,0.3,0,1,0,1,0,0,1,1,1,,,,,,,,,33.08365600000002,None,33.08365600000002,None,34.18280820000001,None,33.08365600000002,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011111111111111112, -0.018518518518518517, -0.03981481481481482, -0.06481481481481481, -0.09166666666666666, -0.10462962962962963, -0.13703703703703704, -0.1675925925925926, -0.19537037037037036, -0.2101851851851852, -0.2351851851851852, -0.25555555555555554, -0.275]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05092592592592592, -0.046296296296296294, -0.027777777777777776, 0.0, 0.03333333333333333, 0.049074074074074076, 0.08425925925925926, 0.11944444444444445, 0.1527777777777778, 0.1712962962962963, 0.20555555555555555, 0.2388888888888889, 0.27314814814814814]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00026939999997921404, 0.01702839999995831, 0.03383889999997791, 0.05005089999997381, 0.06695049999996172, 0.08346309999996038, 0.10016749999999774, 0.11679849999995895, 0.13401019999997743, 0.14888949999999568, 0.16507679999995162, 0.18250339999997323, 0.19875170000000253, 0.2152650999999537, 0.2317647999999508, 0.24872109999995473, 0.26653419999996686, 0.28294610000000375, 0.2994911999999772, 0.31620719999995117, 0.33276569999998173, 0.3494720999999572, 0.36608699999999317, 0.38272059999997055, 0.39935099999996737, 0.4160516999999686, 0.43312119999995957, 0.44927139999998644, 0.4667118999999502, 0.4826325999999881, 0.5004485999999702, 0.5156999999999812, 0.5370963999999958, 0.5498730999999566, 0.5658201999999619, 0.5826094999999896, 0.6001913999999715, 0.6160549999999603, 0.6334383999999886, 0.6494979999999941, 0.6665553999999929, 0.6827867999999739, 0.6994363999999678, 0.7161087999999722, 0.7336444000000029]",1.124889209999992,None,34.93855290000005,None,34.93855290000005,None,34.93855290000005,None,34.93855290000005,35.44835980000005,34.93855290000005,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
0.3,0.3,0,1,0,1,0,0,2,2,0,,,,,,,,,35.94836830000003,None,35.94836830000003,None,37.13039450000002,None,35.94836830000003,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06574074074074074, 0.08888888888888889, 0.14722222222222223, 0.2175925925925926, 0.29444444444444445, 0.3638888888888889, 0.3962962962962963]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.05092592592592592, 0.10555555555555556, 0.16666666666666666, 0.225, 0.2759259259259259, 0.29814814814814816]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00027580000005400507, 0.01552180000004455, 0.03195420000002969, 0.048578200000008565, 0.06538960000000316, 0.08227270000003273, 0.09891480000004549, 0.11569480000002841, 0.1322439000000486, 0.1490001000000234, 0.16551860000004126, 0.18224730000002864, 0.19896850000003496, 0.21556430000003957, 0.23230520000004162, 0.24875620000000254, 0.26527020000003176, 0.2820094000000495, 0.2987432000000467, 0.3153492000000142, 0.33241730000003145, 0.34967040000003635, 0.36583280000002105, 0.3825521000000549, 0.3992578000000435, 0.4158681000000115, 0.4328228000000536, 0.4495463000000086, 0.4662618000000407, 0.4832148000000416, 0.49926180000005616, 0.5155416000000059, 0.532233500000018, 0.5489586000000486, 0.5656447000000071, 0.582226100000014, 0.5980357000000254, 0.614665500000001, 0.6343473000000017, 0.6479067000000214, 0.6648431000000414, 0.6817221000000018, 0.6993592000000035, 0.716569800000002, 0.7330090000000382]",1.2077402099999972,None,37.887044,None,37.887044,None,37.887044,None,37.887044,38.39581220000002,37.887044,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
0.3,-0.3,0,1,0,1,0,0,3,3,3,,,,,,,,,38.89468150000005,None,38.89468150000005,None,39.46108700000002,None,38.89468150000005,None,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07314814814814814, 0.08888888888888889, 0.1648148148148148, 0.2712962962962963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03981481481481482, 0.07592592592592592, 0.09814814814814815, 0.14814814814814814, 0.2, 0.2518518518518518, 0.2833333333333333, 0.3277777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12777777777777777, -0.14629629629629629, -0.22777777777777777, -0.3277777777777778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06759259259259259, -0.10462962962962963, -0.1287037037037037, -0.18703703703703703, -0.2462962962962963, -0.30185185185185187, -0.33240740740740743, -0.3731481481481482]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000212900000008176, 0.016747399999985646, 0.033353599999998096, 0.04998130000001311, 0.06712920000001077, 0.08325070000000778, 0.10000480000002199, 0.1165781999999922, 0.13330150000001595, 0.1499552999999878, 0.16700589999999238, 0.18350540000000137, 0.19991169999997283, 0.21642969999999195, 0.2329735999999798, 0.24988889999997355, 0.26701869999999417, 0.28316200000000435, 0.29970659999997906, 0.3164605999999708, 0.33311009999999897, 0.34967870000002677, 0.36638970000001336, 0.3830692999999883, 0.39972440000002507, 0.41766949999998815, 0.4374822999999992, 0.4500831999999946, 0.4658777000000214, 0.4823150999999939, 0.5001937999999768, 0.5154038000000014, 0.533036299999992, 0.5499480999999946, 0.5670154000000025, 0.5831282999999985, 0.5997158999999783, 0.6165275999999835, 0.6330373999999779, 0.6498144000000252, 0.6663540999999782, 0.6830716000000052, 0.6996340000000032, 0.7161603999999784, 0.7335031999999728, 0.7493319000000156, 0.7660832999999911, 0.7827095000000099, 0.7992143999999826, 0.8165741999999909, 0.8326660999999831, 0.849295799999993, 0.8658604999999966, 0.8826349999999934, 0.8992460999999707, 0.9159746000000268, 0.9326674999999796, 0.9497221999999965, 0.9657513999999878, 0.9823610999999914, 0.9992065000000139, 1.0158488000000148, 1.0329962000000137, 1.0490495000000237, 1.0657400999999709, 1.0824387000000115, 1.0990808000000243, 1.1156781999999907, 1.1321773999999891, 1.1490092999999888, 1.1660716000000093, 1.1831854000000135, 1.1984403000000157, 1.2161307999999735, 1.2324616999999876, 1.2492032999999765, 1.26555350000001, 1.2825288999999884, 1.2991526000000135, 1.315798099999995, 1.3328819999999837]",0.5926563099999953,None,40.81653440000002,None,40.81653440000002,None,40.81653440000002,None,40.81653440000002,41.326696700000014,40.81653440000002,None,0,001,2021_Mar_30_2328,vm_20xx,2020.2.4,60.20208636350537,
