trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,target_x,target_y,rotation,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,16.037037599999167,None,0.0015631399910489563,None,,,,,0,001,2020_Oct_13_1526,vm_20xx,2020.2.4,60.118915213431485,
,,,,,,,,,,,,,,,17.24469659999886,None,0.5040148099978978,None,,,,,,,
