"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0468079940336856,0.342005350164782,0.189593638840556,11.3884135861119
"2",0.116559315737718,0.549733129429149,0.113950143082031,1.0669779819413
"3",0.0179216792749718,0.0100000002555509,0.253650981653173,13.5157269638104
"4",0.0353752466669067,0.11490447893128,0.200754729077061,24.823862099103
"5",0.0277318364737888,0.122315486698277,0.222415475291906,11.7803958153385
"6",0.00993767998572932,0.0100004019674982,0.000149999163578952,480.980491068408
"7",0.0730485851335357,0.371497917540099,0.165803901028633,5.62385253299469
"8",0.00993725751054802,0.0100000373239085,0.000149999818040707,527.197845721271
"9",0.0230989342341631,0.0129174792059707,0.230964964019257,23.7952373892668
"10",0.0352723467756114,0.0176932569747236,0.168336071173722,35.333390079575
"11",0.0738541119443232,0.341048558084627,0.157018574427733,8.2033923266043
"12",0.0099997148024999,0.0100000135903894,0.000149998167252575,474.697387290109
