"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.00999999834186701,0.0100000684221551,0.000149779651673411,586.010589121461
"2",0.110084461926335,0.38609545891243,0.000150000106398615,23.0824556501128
"3",0.00999999927788073,0.0103481274657934,0.00014996720001683,594.226823477819
"4",0.00999997418262199,0.0100001603002684,0.000149999632890917,1270.38647813923
"5",0.00999971046719547,0.0160777486053615,0.000149999437237132,2090.03123202323
"6",0.00999999983727602,0.0100001288490193,0.000149999426630028,773.403772170741
"7",0.00996028365589147,0.0099999952730691,0.000149996211130488,784.452789361047
"8",0.00999999866058556,0.0100000332187212,8.11618434465814e-05,919.745007972202
"9",0.00999997290114357,0.0100000416486989,0.00014999817299718,448.481876803505
"10",0.00999999985539907,0.0100002001240636,0.000146809237016619,519.051268963757
"11",0.0260031533012159,0.0164417839836254,0.197254719163785,12.940615402358
"12",0.00999793321844147,0.0100007612415617,0.000149997890292063,1338.60126975938
