p_id,Block,Rotation,Emphasis,avgerrors_mean,avgerrorsdegrees_mean,smoothedavgerror_mean,smoothedavgerrordegrees_mean,initerrors_mean,initerrorsdegrees_mean
8,4,Sudden,Speed,0.1792364612046546,0.20240760140321012,0.17923646120465464,10.269492761887026,0.25770878652349466,10.269492761887024
8,5,Sudden,Speed,0.07145582159482525,0.08177848249093636,0.07145582159482526,4.094116999023255,0.12271848081155302,4.094116999023254
8,6,Sudden,Speed,0.11585474783416445,0.136996853520603,0.11585474783416447,6.637988087450039,0.24473062396114964,6.637988087450038
8,7,Sudden,Speed,0.12801799647228482,0.1502782104085896,0.12801799647228482,7.3348908995825814,0.2945243251034778,7.3348908995825814
8,8,Sudden,Speed,0.062171993491545105,0.07193181463633558,0.06217199349154511,3.562192830980358,0.14726217275917877,3.5621928309803574
8,9,Sudden,Speed,0.07520731989793666,0.08973639723088755,0.07520731989793668,4.309062018642028,0.17180586536534903,4.309062018642028
8,10,Sudden,Speed,0.08057141843190348,0.09245570677343812,0.08057141843190349,4.616402225530639,0.14726217275917877,4.6164022255306385
8,11,Sudden,Speed,0.062343035612113365,0.07215954639780503,0.06234303561211337,3.571992822607887,0.14726217341772327,3.5719928226078865
9,0,Sudden,Accuracy,0.08228830970921733,0.09341287253468114,0.08228830970921734,4.714772849603548,0.07363109691630151,4.7147728496035475
9,1,Sudden,Accuracy,0.6039803366253573,0.60397390567344,0.6039803366253574,34.605524197523714,1.263901041148789,34.605524197523714
9,2,Sudden,Accuracy,0.5723735572876876,0.5725628658015757,0.5723735572876876,32.79458913747394,0.9227964965197789,32.79458913747394
9,3,Sudden,Accuracy,0.39993487016219526,0.39199283356500597,0.3999348701621953,22.91458014040635,0.9592971266241627,22.914580140406347
9,4,Sudden,Accuracy,0.26945099209537954,0.2700706235929573,0.26945099209537954,15.438404632678154,0.3684657138842446,15.438404632678152
9,5,Sudden,Accuracy,0.18328192893960005,0.20307423457006252,0.18328192893960005,10.501280989255747,0.2038368926647258,10.501280989255747
9,6,Sudden,Accuracy,0.1262301878969486,0.1420636672058906,0.12623018789694862,7.23245701363852,0.14726217275917877,7.23245701363852
