p_id,Block,Rotation,Emphasis,initerrors_mean,initerrorsdegrees_mean
36,9,Sudden,Speed,0.14462091807714353,8.286168235127557
36,10,Sudden,Speed,0.11356871831489959,6.507008244153842
36,11,Sudden,Speed,-0.18805384678800893,-10.774691742152726
37,0,Sudden,Accuracy,0.11883516877863701,6.80875362874071
37,1,Sudden,Accuracy,0.72835813478543,41.731847097225895
37,2,Sudden,Accuracy,0.8883059172535044,50.89617997512314
37,3,Sudden,Accuracy,0.39440058460264676,22.59748893522402
37,4,Sudden,Accuracy,0.366559775478664,21.00232807419049
37,5,Sudden,Accuracy,0.29568986658323887,16.941781400005983
37,6,Sudden,Accuracy,0.19372668774196009,11.099721586663094
37,7,Sudden,Accuracy,0.2524557322420435,14.46464797135387
37,8,Sudden,Accuracy,0.3122649408957912,17.891463203230938
37,9,Sudden,Accuracy,0.14592521066679778,8.360898695764934
37,10,Sudden,Accuracy,0.2017059138598406,11.556897566998204
37,11,Sudden,Accuracy,-0.154142683465942,-8.831725205419453
38,0,Gradual,Speed,0.12008500539771047,6.880363992094519
38,1,Gradual,Speed,0.12089988578091163,6.927053198859949
38,2,Gradual,Speed,0.15591035339652512,8.933005232014049
38,3,Gradual,Speed,0.15536291571747132,8.901639363457829
38,4,Gradual,Speed,0.260918516865415,14.949529813201272
38,5,Gradual,Speed,0.3215048840559822,18.42087294925065
38,6,Gradual,Speed,0.29991089508524715,17.183628518375485
38,7,Gradual,Speed,0.37950580931215483,21.744081174283085
38,8,Gradual,Speed,0.26719495686169364,15.309143335355143
38,9,Gradual,Speed,0.5234440388088071,29.99113423502672
38,10,Gradual,Speed,0.45710491800862074,26.190182596567507
38,11,Gradual,Speed,-0.7385229838924499,-42.31425005044545
39,0,Gradual,Accuracy,0.10153398118363371,5.817468598982926
39,1,Gradual,Accuracy,0.12485247275745998,7.153519750774544
39,2,Gradual,Accuracy,0.10779050429090177,6.175940967455461
39,3,Gradual,Accuracy,0.12527391297143678,7.177666496352505
39,4,Gradual,Accuracy,0.10818761465818781,6.198693715501842
39,5,Gradual,Accuracy,0.14305865285358865,8.1966570313378
39,6,Gradual,Accuracy,0.1342659874420006,7.692874412583146
39,7,Gradual,Accuracy,0.16368891828363172,9.378684170713912
39,8,Gradual,Accuracy,0.3022002193865363,17.31479713877609
39,9,Gradual,Accuracy,0.24957430899782698,14.299554580469373
39,10,Gradual,Accuracy,0.2302874752396945,13.19450040595794
39,11,Gradual,Accuracy,-0.5741875640928635,-32.898524071418535
40,0,Sudden,Speed,0.11263561019096514,6.453545086823027
40,1,Sudden,Speed,2.150639709220962,123.22257859160372
40,2,Sudden,Speed,1.89603617050287,108.6348703739614
40,3,Sudden,Speed,1.9881223664610226,113.9110207537782
40,4,Sudden,Speed,2.068689203501661,118.52716048492506
40,5,Sudden,Speed,2.252812227374836,129.07663266404447
40,6,Sudden,Speed,2.1747984257084036,124.60677108478724
40,7,Sudden,Speed,2.397519015075938,137.3677208662132
40,8,Sudden,Speed,2.333910701059504,133.72323293112873
40,9,Sudden,Speed,2.1974731948997936,125.90593966088714
40,10,Sudden,Speed,2.0183351196962724,115.64208400162825
40,11,Sudden,Speed,-0.10597053661723306,-6.071664500904002
41,0,Sudden,Accuracy,0.09394316621411176,5.382546938164592
41,1,Sudden,Accuracy,0.36818589663565615,21.095497953463074
41,2,Sudden,Accuracy,0.19022896772077855,10.89931699153098
41,3,Sudden,Accuracy,0.23563229849907544,13.500736220963825
41,4,Sudden,Accuracy,0.1984519839337547,11.370461115402167
41,5,Sudden,Accuracy,0.22037101634929135,12.626329163822858
41,6,Sudden,Accuracy,0.1429831338424481,8.192330110726445
41,7,Sudden,Accuracy,0.16857310468188458,9.658527437689004
41,8,Sudden,Accuracy,0.13149294559879116,7.533990818554067
41,9,Sudden,Accuracy,0.15296967874934295,8.764516985809388
41,10,Sudden,Accuracy,0.12039752500680313,6.898270046710607
41,11,Sudden,Accuracy,-0.18207158705944732,-10.431933507755065
42,0,Gradual,Speed,0.1944681761824088,11.142205744858542
42,1,Gradual,Speed,0.22943836862274258,13.145850180449964
42,2,Gradual,Speed,0.22332987740876298,12.795859414696189
42,3,Gradual,Speed,0.3066894372844352,17.57201037764029
42,4,Gradual,Speed,0.404533092267634,23.178038860311744
42,5,Gradual,Speed,0.5262983640170805,30.154675022818587
42,6,Gradual,Speed,0.4469206096825135,25.60666471222162
42,7,Gradual,Speed,0.43705406242692246,25.041353196109867
42,8,Gradual,Speed,0.5073592622072585,29.069544421347203
42,9,Gradual,Speed,0.7681834032660197,44.01366689913907
42,10,Gradual,Speed,0.6083243311600591,34.854416750590026
42,11,Gradual,Speed,-0.3257612150553067,-18.664742751722645
43,0,Gradual,Accuracy,0.10055046557738509,5.76111730565963
43,1,Gradual,Accuracy,0.11006575853882705,6.306303433180793
43,2,Gradual,Accuracy,0.09886851684500506,5.664748741936875
43,3,Gradual,Accuracy,0.11706438107240229,6.707294966759808
43,4,Gradual,Accuracy,0.15353215642804535,8.796744582869351
43,5,Gradual,Accuracy,0.18903139784318337,10.830701291872781
43,6,Gradual,Accuracy,0.1992799410752074,11.417899565225122
43,7,Gradual,Accuracy,0.1801240890860268,10.32035009326779
43,8,Gradual,Accuracy,0.1904420275590105,10.911524421045412
43,9,Gradual,Accuracy,0.1875357203682682,10.745005285047357
43,10,Gradual,Accuracy,0.18941176221989817,10.852494565335663
43,11,Gradual,Accuracy,-0.2617119146532039,-14.99498815791659
44,0,Sudden,Speed,0.10420708083896697,5.9706259274513975
44,1,Sudden,Speed,1.5921069954072125,91.22101137008762
44,2,Sudden,Speed,1.6062299649974183,92.03019792179802
44,3,Sudden,Speed,1.5579249113913105,89.26252222101483
44,4,Sudden,Speed,1.5817709638020054,90.62880038219542
44,5,Sudden,Speed,1.451979579384426,83.19230183790808
44,6,Sudden,Speed,1.2564817469248293,71.99110113401753
44,7,Sudden,Speed,1.507207131730965,86.3566075002026
44,8,Sudden,Speed,1.4772404157276549,84.63964114734578
44,9,Sudden,Speed,1.231942528823461,70.58510750425809
44,10,Sudden,Speed,1.3462078452192998,77.13202787846666
44,11,Sudden,Speed,-0.22760395184585835,-13.040745841266506
45,0,Sudden,Accuracy,0.09908209605912746,5.6769859294978104
45,1,Sudden,Accuracy,1.5096385187363688,86.49591571397518
45,2,Sudden,Accuracy,1.376302128994762,78.85630332626967
45,3,Sudden,Accuracy,1.3013538118408012,74.56208107173977
45,4,Sudden,Accuracy,1.374131232286679,78.73192010713768
45,5,Sudden,Accuracy,1.3708501567033775,78.54392832395106
45,6,Sudden,Accuracy,1.2940559905617615,74.14394671281002
45,7,Sudden,Accuracy,1.2632793889262344,72.3805773313389
45,8,Sudden,Accuracy,1.394415265879594,79.89410962351329
45,9,Sudden,Accuracy,1.4640752204156346,83.8853310195016
45,10,Sudden,Accuracy,1.1817311253259,67.70820600041942
45,11,Sudden,Accuracy,-0.7991242633110449,-45.78644759422397
46,0,Gradual,Speed,0.1402524141810685,8.035871399096003
46,1,Gradual,Speed,0.11998876624571253,6.87484989486112
46,2,Gradual,Speed,0.09865286751776402,5.652392945631128
46,3,Gradual,Speed,0.16265214211201467,9.319281271780525
46,4,Gradual,Speed,0.19291868274623408,11.053426310582507
46,5,Gradual,Speed,0.20527876425925842,11.761606815716474
46,6,Gradual,Speed,0.35950749923809405,20.598262409645447
46,7,Gradual,Speed,0.34417368249529734,19.719699426456156
46,8,Gradual,Speed,1.1867868539874424,67.99787791508913
46,9,Gradual,Speed,1.1502557931082877,65.90480230557809
46,10,Gradual,Speed,1.2081684899779055,69.22295541642768
46,11,Gradual,Speed,-0.5528339347010534,-31.6750512299813
47,0,Gradual,Accuracy,0.23754367892198205,13.610250252240304
47,1,Gradual,Accuracy,0.11323815809978834,6.48806853895303
47,2,Gradual,Accuracy,0.12940035227840907,7.414094053058906
47,3,Gradual,Accuracy,0.1419256049748017,8.131738169897057
47,4,Gradual,Accuracy,0.18692974078767274,10.71028521260813
47,5,Gradual,Accuracy,0.13134541426451352,7.525537895754024
47,6,Gradual,Accuracy,0.17009734237791801,9.745859824646464
47,7,Gradual,Accuracy,0.23092527813740504,13.23104382015797
47,8,Gradual,Accuracy,0.21086921435833392,12.081916011971993
47,9,Gradual,Accuracy,0.26548582446992697,15.21121726267781
47,10,Gradual,Accuracy,0.20001111924049064,11.459792988167969
47,11,Gradual,Accuracy,-0.5168246935868329,-29.611873690667508
48,0,Sudden,Speed,0.11321883203394353,6.486961236945531
48,1,Sudden,Speed,1.811142317121893,103.770810868629
48,2,Sudden,Speed,1.5852877415502709,90.83029690465655
48,3,Sudden,Speed,1.646578437018253,94.34199507839354
48,4,Sudden,Speed,1.5885989162752692,91.02001324162934
48,5,Sudden,Speed,0.601946643747334,34.48900217878716
48,6,Sudden,Speed,0.17795913601961796,10.196307419718657
48,7,Sudden,Speed,0.32005337788487354,18.337707771708935
48,8,Sudden,Speed,0.2764043537125701,15.836802906771434
48,9,Sudden,Speed,0.20116446830315737,11.525875021764143
48,10,Sudden,Speed,0.3595610611845191,20.60133128311811
48,11,Sudden,Speed,-0.15167827985108526,-8.690525279271379
49,0,Sudden,Accuracy,0.11689764736448505,6.697741828993584
49,1,Sudden,Accuracy,0.8320937881047029,47.675462217452505
49,2,Sudden,Accuracy,0.6419055223808146,36.77847727856108
49,3,Sudden,Accuracy,0.17899006315182217,10.255375193379484
49,4,Sudden,Accuracy,0.10289849253493771,5.895649340510339
49,5,Sudden,Accuracy,0.12527779793424734,7.177889088325116
49,6,Sudden,Accuracy,0.11172131723733773,6.4011599593416255
49,7,Sudden,Accuracy,0.1521208953753797,8.71588528076042
49,8,Sudden,Accuracy,0.11246564843015049,6.443806995249735
49,9,Sudden,Accuracy,0.14826460595350316,8.49493617230595
49,10,Sudden,Accuracy,0.1871686429220883,10.723973296626808
49,11,Sudden,Accuracy,-0.15454368425794623,-8.8547008583827
50,0,Gradual,Speed,0.12724154818418862,7.290403689664511
50,1,Gradual,Speed,0.12051276332993417,6.904872716264181
50,2,Gradual,Speed,0.12240604466208135,7.013349746027121
50,3,Gradual,Speed,0.1249540149427789,7.159337689435853
50,4,Gradual,Speed,0.15450318252595185,8.852380280076453
50,5,Gradual,Speed,0.12431879373208143,7.122942195005699
50,6,Gradual,Speed,0.18366613479737742,10.523294363370594
50,7,Gradual,Speed,0.18200130839054554,10.427906836637197
50,8,Gradual,Speed,0.3201729972364605,18.344561455702955
50,9,Gradual,Speed,0.39687445154015577,22.739231069820242
50,10,Gradual,Speed,0.20559862827010755,11.779933673556256
50,11,Gradual,Speed,-0.5950312987974153,-34.09278209927972
51,0,Gradual,Accuracy,0.18622790638103942,10.670073063190971
51,1,Gradual,Accuracy,0.10382828895804133,5.948922751360536
51,2,Gradual,Accuracy,0.10601946678455687,6.074467992982526
51,3,Gradual,Accuracy,0.09760815039905334,5.592535063943938
51,4,Gradual,Accuracy,0.1691727488016261,9.692884514960031
51,5,Gradual,Accuracy,0.13145480305569043,7.531805411814499
51,6,Gradual,Accuracy,0.2067102781505381,11.84362652000115
51,7,Gradual,Accuracy,0.24812624533507108,14.216586644127203
51,8,Gradual,Accuracy,0.2408938100320111,13.802198625660447
51,9,Gradual,Accuracy,0.3189429220903094,18.274083341344557
51,10,Gradual,Accuracy,0.19180575041872666,10.98965998533266
51,11,Gradual,Accuracy,-0.49156075020113865,-28.164356360809776
52,0,Sudden,Speed,0.1190578926431842,6.821514766176108
52,1,Sudden,Speed,0.5187549993762427,29.722472065570358
52,2,Sudden,Speed,0.42178023859142016,24.166227553309266
52,3,Sudden,Speed,0.49111598513687105,28.13887319975238
52,4,Sudden,Speed,0.3143264640415802,18.00957977885318
52,5,Sudden,Speed,0.2324022859816861,13.315670135942991
52,6,Sudden,Speed,0.23990529580547962,13.745560932491555
52,7,Sudden,Speed,0.30095715700854175,17.24357491084551
52,8,Sudden,Speed,0.2119325189077064,12.142838874988096
52,9,Sudden,Speed,0.17870751759331135,10.239186525356647
52,10,Sudden,Speed,0.1858822728680264,10.650269721637045
52,11,Sudden,Speed,-0.14651565873420366,-8.394728878048948
53,0,Sudden,Accuracy,0.09166876209166967,5.252233181041505
53,1,Sudden,Accuracy,0.3279437121244953,18.789790622586825
53,2,Sudden,Accuracy,0.2140647240839242,12.265005232641325
53,3,Sudden,Accuracy,0.2148682388227325,12.311043235951598
53,4,Sudden,Accuracy,0.2155309972391648,12.34901649604994
53,5,Sudden,Accuracy,0.27789587674507304,15.922260881580407
53,6,Sudden,Accuracy,0.23372524079670198,13.391469863329911
53,7,Sudden,Accuracy,0.14709596803497818,8.427978151795516
53,8,Sudden,Accuracy,0.10100238421390875,5.787010336215743
53,9,Sudden,Accuracy,0.09901945254990867,5.673396720805685
53,10,Sudden,Accuracy,0.18784566794016141,10.762763972787166
53,11,Sudden,Accuracy,-0.137579688212879,-7.882735481323727
54,0,Gradual,Speed,0.1350926737069676,7.740240046547188
54,1,Gradual,Speed,0.11837533436464873,6.78240705754431
54,2,Gradual,Speed,0.14926821217387795,8.552438573026501
54,3,Gradual,Speed,0.16412896644897096,9.403897073370326
54,4,Gradual,Speed,0.24545986683226936,14.063814409332254
54,5,Gradual,Speed,0.21221457246028103,12.158999353147294
54,6,Gradual,Speed,0.16091819457970233,9.219933396281903
54,7,Gradual,Speed,0.2977503548252398,17.059838680008966
54,8,Gradual,Speed,0.39268424158614335,22.499149724181624
54,9,Gradual,Speed,0.2553830221706874,14.632369329676322
54,10,Gradual,Speed,0.2696764243170916,15.451320947548512
54,11,Gradual,Speed,-0.38522219291199683,-22.071605828631835
55,0,Gradual,Accuracy,0.10720800487510287,6.142566209361349
55,1,Gradual,Accuracy,0.10602154188480771,6.074586887468965
55,2,Gradual,Accuracy,0.11197834227938988,6.415886409480387
55,3,Gradual,Accuracy,0.1151835795643017,6.599532978243805
55,4,Gradual,Accuracy,0.10846627269492166,6.214659644934093
55,5,Gradual,Accuracy,0.124357765248428,7.125175098413582
55,6,Gradual,Accuracy,0.20108088786175365,11.52108621522187
55,7,Gradual,Accuracy,0.2327941387609782,13.338121646386899
55,8,Gradual,Accuracy,0.2777765596881185,15.915424517792989
55,9,Gradual,Accuracy,0.3057298286185098,17.517028851098583
55,10,Gradual,Accuracy,0.44604328672209226,25.55639780931956
55,11,Gradual,Accuracy,-0.461407853229988,-26.436722624270043
56,0,Sudden,Speed,0.14383605106196184,8.241198667678615
56,1,Sudden,Speed,1.4052432135858903,80.51450532787243
56,2,Sudden,Speed,1.5401010079797481,88.2412877810835
56,3,Sudden,Speed,1.4662886566809656,84.01215157572626
56,4,Sudden,Speed,1.381543479124425,79.15661056764971
56,5,Sudden,Speed,1.5394073800500223,88.2015458281578
56,6,Sudden,Speed,1.3628577557574288,78.08599748157185
56,7,Sudden,Speed,1.2383464746952713,70.95202657494303
56,8,Sudden,Speed,1.229586049955772,70.45009121062775
56,9,Sudden,Speed,1.2983715844763741,74.39121203020967
56,10,Sudden,Speed,1.2986702585684438,74.40832479513516
56,11,Sudden,Speed,-0.566188125921637,-32.44019002573141
57,0,Sudden,Accuracy,0.07582613125085132,4.344517297478818
57,1,Sudden,Accuracy,0.695772460339819,39.86482547890508
57,2,Sudden,Accuracy,0.6057524755838801,34.707060280557776
57,3,Sudden,Accuracy,0.16668553741836703,9.55037779994239
57,4,Sudden,Accuracy,0.1577758235958762,9.039888801244294
57,5,Sudden,Accuracy,0.09108654074989934,5.218874355415621
57,6,Sudden,Accuracy,0.09843132739523049,5.6396996316171455
57,7,Sudden,Accuracy,0.10440814643916886,5.98214613774823
57,8,Sudden,Accuracy,0.10245957524489686,5.870501232235679
57,9,Sudden,Accuracy,0.09367022047437991,5.3669082992418815
57,10,Sudden,Accuracy,0.13949336200119333,7.992380912758948
57,11,Sudden,Accuracy,-0.10329827054716616,-5.918554933353158
58,0,Gradual,Speed,1.1062474610945783,63.38331061778208
58,1,Gradual,Speed,0.1828808931119736,10.478303328899216
58,2,Gradual,Speed,0.13567283425093868,7.773480797156746
58,3,Gradual,Speed,0.12332462759258242,7.065980671077591
58,4,Gradual,Speed,0.2357263155155778,13.506122999211822
58,5,Gradual,Speed,0.17967210128591266,10.294453099929846
58,6,Gradual,Speed,0.23032774309717313,13.196807584241501
58,7,Gradual,Speed,0.39838331563922946,22.825682614555973
58,8,Gradual,Speed,0.586108123309703,33.58152180397921
58,9,Gradual,Speed,0.45649035764311735,26.154970881368143
58,10,Gradual,Speed,0.5132967024032429,29.409734685688438
58,11,Gradual,Speed,-0.6124946393831986,-35.09335781104462
59,0,Gradual,Accuracy,0.11200861606275611,6.417620969497165
59,1,Gradual,Accuracy,0.10083203040863589,5.777249782149614
59,2,Gradual,Accuracy,0.09254484942738532,5.302429287862872
59,3,Gradual,Accuracy,0.1117112379333983,6.400582457765466
59,4,Gradual,Accuracy,0.16626300118606985,9.526168257140403
59,5,Gradual,Accuracy,0.16127719275338193,9.240502476486649
59,6,Gradual,Accuracy,0.1860205692373081,10.65819351991887
59,7,Gradual,Accuracy,0.2438892013580935,13.973821906635063
59,8,Gradual,Accuracy,0.25059357287837364,14.357954099034822
59,9,Gradual,Accuracy,0.2671752094022117,15.30801188927072
59,10,Gradual,Accuracy,0.2824156676018661,16.181225821956467
59,11,Gradual,Accuracy,-0.6665049794409333,-38.187922346419185
