,p_id,gof,As,Bs,Af,Bf,Eps
0,0,-375.0641780811915,0.6791246485395972,0.030959008569876212,0.6790215045094952,0.7700983968774529,0.14203206752416767
1,1,-68.23053120655867,0.7504243183949395,0.005489776600963752,0.7503174321118651,0.8530107159453314,0.21962011220897662
2,2,-161.72577036323176,0.8878341315104304,9.38843723962473e-16,0.6721059062625705,1.0,0.19230691909156689
3,3,-205.18790332174214,0.9260348625788817,0.0,0.7990522066045587,1.0,0.18079370862708227
4,4,-310.21074148672824,0.6528656030717492,0.1542572280360593,0.6527972387837732,0.7444589174128122,0.15573640874988498
5,5,-451.5800082254255,0.8976751031113629,0.0021300140488459485,0.8976451492522377,0.8395310526804073,0.12740482800408956
6,6,-362.9335958991649,0.866586415064219,0.0,0.73321447282788,1.0,0.14450095088828693
7,7,-192.21409835239336,0.9687841127165306,3.7221632384480967e-16,0.7818883631396584,1.0,0.18415639150950186
8,8,-409.09690112005694,0.9954368217208833,0.008960624278427112,0.8589927801780447,1.0,0.13532938137631426
9,9,-141.21775060694563,0.9968801835108347,0.01016043634399667,0.6607590471073295,0.7747248635098999,0.19799089034284753
10,10,-216.46557005013477,0.749988589108612,0.0,0.7154471483100097,0.8560810794217943,0.17792068846394674
11,11,-292.25196226990937,0.7316504690838412,0.0,0.7226582621899486,1.0,0.15976214496273133
12,12,-279.92030707662326,0.9612406458027165,1.8585395099961643e-15,0.7019885225596203,0.7860910725860227,0.16258528136084538
13,13,-239.09968409824532,0.8178816425508396,7.32992421135839e-09,0.7218856751603031,0.785228951633048,0.1722906677763289
14,14,-286.9550831070269,0.6902213471542564,0.0,0.6030946132388835,0.8653496321515841,0.16096870553172127
15,15,-466.38850039482656,0.8936724424525391,0.0,0.7722942474024206,1.0,0.12475266220943619
16,16,-220.70436775912148,0.8166472732435689,0.0,0.6515030404107194,1.0,0.17685253559692354
17,17,-522.1113387462586,0.9706824740959248,0.0,0.8624510399701868,1.0,0.11525893273182053
18,18,-131.26466000630572,0.7024625850101953,7.786749967915834e-10,0.6957418642804236,0.806880422531791,0.20081041047970738
19,19,-278.2176302635335,0.8161797431200501,0.0,0.7922329785762048,1.0,0.16297895458120254
20,20,-207.45135217986672,0.7895041285707801,0.17257818538889413,0.7894934291781037,0.7115513036134433,0.1802135419735826
21,21,-446.13304749915204,0.9482276706198323,0.0,0.6819529680695692,0.8063079780522516,0.12839414000155736
22,22,-255.98751070397967,0.9348330817388739,0.0,0.7644547220555038,0.8971224698265505,0.16820635662975908
