,p_id,gof,As,Bs,Af,Bf,Eps
0,0,2.02162341295771,1.0,0.0,1.0,0.3142558416817356,1.8270189406465922
1,1,0.9947513698163399,1.0,0.005556596895156798,0.7663511932854612,0.1677562748496228,0.6542996886907442
2,2,0.21251436661425274,0.9632757727750372,0.0,0.9629454258843322,0.14078023662611922,0.2992646110084603
3,3,0.39031038370362736,1.0,0.0,1.0,0.5167201473243733,0.3574969965760054
4,4,0.7372896576445536,1.0,0.00016633357796451355,0.5332620666520058,0.1665119739646716,0.505786921101282
5,5,0.7743338456743822,0.9999797971102096,0.0,0.9993667431070343,0.1509500999591702,0.524869963978638
6,6,-0.037027095868671166,0.9836251409881027,0.0,0.9662343891737246,0.16615080324992393,0.23317509561572497
7,7,-0.2932102518576433,0.9994017966282204,0.0,0.9921451026822595,0.2557525384560103,0.18047765790847115
8,8,0.5964051676703708,1.0,0.07165330190502636,0.9714837604188454,0.809567775201839,0.43931603600438274
9,9,1.3001044598382767,1.0,0.010120671763495695,0.8056620474564522,0.053215186391197405,0.8879553085253378
10,10,0.3950373227103753,0.8569913443097873,2.1239631405754164e-07,0.856855982866759,0.36011926369446995,0.3591909161775672
11,11,0.1927620445869122,0.976396876343349,0.09889796371653821,0.10149540001299756,0.2627512311076774,0.29341222292361724
12,12,2.066949934801395,0.996252907459417,0.0,0.7576223810794562,0.09194186146103243,1.911735362474323
13,13,1.325712981311052,1.0,0.0009985276795628096,0.6078925416540157,0.09017214691430259,0.9109871765385137
14,14,0.7934333146624606,0.30866229804287526,8.539758016353231e-12,0.25924088409848534,0.46485321356473114,0.5349910738156913
15,15,-0.21384391930009738,0.9713261762340963,0.25012361969020175,0.1456599400205317,0.26618158303604555,0.19538513344057387
16,16,1.3447060012038314,0.31720086666801184,0.0,0.2720079913728265,0.2030232689646106,0.9284557695773231
17,17,0.5848360155991306,1.0,0.4987258859789605,1.0,1.0,0.43426056428984106
18,18,0.399455518763231,0.9912595172924769,0.0,0.9765334001498768,0.1286056918890631,0.3607814720083379
19,19,-0.1582125704930263,1.0,0.0,1.0,0.4197011517428361,0.20656286042504862
20,20,0.8194128012771161,1.0,0.0,1.0,0.0045229471956846,0.5490878815107245
21,21,0.9878455951788698,1.0,0.0,1.0,0.0002640466639243,0.64979330899317
22,22,0.9563478972858223,0.9843851742630936,0.05374383572989565,1.8633954283385558e-08,0.9099127349089142,0.6296500858190373
23,23,0.060979833529649266,0.9999200742812843,0.0,0.9913687929515694,0.22242195160361755,0.2571852472265974
24,24,0.8876499892321267,0.9924581328078813,0.0020183004404584655,0.610924812593159,0.0653385457270825,0.5878468828854883
25,25,0.9343208809491262,1.0,0.0062247858198224496,0.2801386037066461,0.19574775982630488,0.6159325648256361
26,26,0.48850673610896733,1.0,0.007447369410193574,0.9817056313495716,0.040672561085511136,0.39437063538598527
27,27,0.17017418934050427,0.991857023657678,6.345172837375989e-13,0.9898626816932274,0.15530324156019698,0.2868589990422428
28,28,1.458093695985614,0.9999999995615795,0.01990389953692484,0.5790890065786849,1.0,1.0399416562031782
29,29,1.7432778364810282,1.0,0.07504272871368114,0.5633043450382617,0.6870978344395677,1.3831175695339124
30,30,0.33865933981714347,0.9859512436350154,9.659005153710912e-18,0.836115225358877,0.23330119171646035,0.3395007265064016
31,31,-0.17245169331898835,0.9724874849178686,0.10105817533745304,0.0,0.1047031868023885,0.20364470281034952
32,32,1.2676289199833588,0.63763261107787,0.0,0.1138478705833048,0.5007025361203106,0.8595815198395322
33,33,0.9298657766580511,0.9993869049851314,0.004921435504756282,0.8411196298337564,0.08780440218475616,0.6131925276373607
34,34,0.11647492643580462,0.8932252414958172,1.457641259213192e-11,0.8923350238657419,0.3887974105071377,0.27186120767538274
35,35,0.04412095961821485,0.9658375472983101,9.550605878358196e-10,0.9622139970286867,0.47352666435692675,0.25288572538877296
36,36,0.9321484883023649,1.0,0.007133790201851314,0.7149845020744958,0.09321668270947964,0.6145953193958585
37,37,1.1276631241456854,1.0,0.0,1.0,0.4151799705067036,0.7473160804092125
38,38,0.5298811154152588,0.9857190110755845,4.851509308673558e-14,0.9719402686301424,0.13087865297505033,0.41104301464649606
39,39,-0.0908251630715741,0.995416901530028,3.951142818657887e-15,0.9844957585986164,0.19893794422156846,0.22096218702957388
40,40,2.125508352303884,0.8250781887912684,0.0,0.5071976281367561,0.31024675031580734,2.027026254547766
41,41,0.21780586583806838,1.0,0.859520882368774,1.0,0.9886043617459785,0.3008532666340744
42,42,0.9838565244619003,0.9933973049157518,0.013188121379883174,0.8427591456379763,0.3117625334837847,0.6472141704075642
43,43,0.06456443478784267,0.9999726077453234,0.0,0.9995577474447768,0.10516048566888889,0.25810785801537867
44,44,1.3350939934527044,0.8449358146860513,0.0,0.5680241816929286,0.10111497510844566,0.9195742002780183
45,45,1.8887389746926218,0.998163612321727,0.0,0.9876730062787125,0.21965424618453339,1.5996752271741463
46,46,0.9018108776978316,0.626663887499558,1.4950261522147149e-06,0.6266564889809286,0.3565343059389662,0.5962306749964718
47,47,0.08706104834730448,0.9884884479447338,0.0,0.9836931607807468,0.2285142164440305,0.26398117245349756
48,48,1.536147888122896,1.0,0.004917810793890082,0.49311152240244205,0.1541718593088472,1.124356028017848
49,49,0.8083729086307206,1.0,0.03583667305205179,0.7946111912307117,1.0,0.5430395413119977
50,50,0.2405275077955662,0.9933555698716392,0.0,0.9933532627668572,0.111809467014169,0.3077601321755989
51,51,0.28565715287098536,1.0,0.0,1.0,0.0743782410746097,0.3219767131202115
52,52,0.9275742549765109,1.0,0.6547148266182656,0.9748510294426846,1.0,0.6117951113510559
53,53,0.6614869994924977,1.0,0.0,1.0,0.7913602469998133,0.46885980590294973
54,54,0.32001553782291686,0.9999691133466774,9.657907819704991e-06,0.9998250358520624,0.0430584224655266,0.3332072047905438
55,55,0.2051973261100041,0.8736343587163384,0.00706598871821878,0.8736329323293444,1.0,0.2970875960412783
56,56,1.1332055603115498,1.0,8.780302649951318e-05,0.09615451169931968,0.20169710379192543,0.7514993470079303
57,57,0.8294487956653811,1.0,0.7587495641928201,1.0,1.0,0.5546122129762148
58,58,0.37614939771562667,0.9984214496705552,0.0,0.9694102399787272,0.09650969720411678,0.35246827214052867
59,59,-0.35683049846245257,0.9769468708886916,0.0,0.9214567828541385,0.3959266443648112,0.1693531329720353
