,p_id,gof,A,B,Eps
0,0,1.2897962803192236,0.2519695944084552,0.0,0.8788489329693782
1,1,0.6291612036296944,0.999065170333151,0.005456288860648922,0.4539591079749089
2,2,0.020214395748153247,0.9725582046575552,0.08022618359064079,0.24691478333434919
3,3,0.18553308393055915,0.9963503842889236,0.02408815522963964,0.29128569998444187
4,4,0.6541006468368241,0.9671705459614248,0.013309310229709319,0.4654048512679758
5,5,0.5777232793976405,0.9930582287244927,0.04765306936811524,0.43117311720534257
6,6,-0.2397488572698978,0.9622417649374301,0.1429988740691312,0.19038639132086776
7,7,-0.5530424967893394,0.998086471493942,0.03170682839364361,0.1391638090060821
8,8,0.44817015221826734,0.8522749251727385,0.8863273191023833,0.378791645552923
9,9,0.9552698327572742,1.0,0.0039046678303914627,0.6289554569659892
10,10,0.22220426760321194,0.8722975263070722,0.25065319127319075,0.30217984148916666
11,11,-0.002059188062401085,0.9900845089404325,0.03608290217268828,0.24147660029858056
12,12,1.4158698748120802,0.09843500232396724,0.0,0.9969360434974668
13,13,0.9335402282172035,1.0,0.0011577622798057577,0.6154337718604002
14,14,0.591716057396731,0.0001,0.471979152437517,0.43726070566813546
15,15,-0.544780858777924,0.9751939205478395,0.13485706010886006,0.14033649415673152
16,16,1.0381299644349724,0.10598240055527353,0.12358289263457627,0.6833088938485887
17,17,0.40991641849586263,0.9953799794559669,0.045547068600043566,0.36459732372883835
18,18,0.12144967516929069,0.997520117808261,0.012955436463917768,0.2732321987745886
19,19,-0.5037124495064669,0.9958533271216479,0.039942707401492014,0.1462187742910044
20,20,0.5037121474125952,1.0,0.0036088429166001917,0.40041015549587067
21,21,0.6222496054354231,1.0,0.0002151255575864458,0.45080954970068876
22,22,0.8163363098828075,0.9995931916358373,0.006258040409268388,0.5473706507308129
23,23,-0.23916878686348558,0.992548546143299,0.047198216234044355,0.19049983680274588
24,24,0.6370586228210596,0.9931674278477796,0.0026824778554551576,0.4575527698253703
25,25,0.5557692357885022,0.9994288427973963,0.004533608993619549,0.42182331201829326
26,26,0.3623534261499092,0.9973710490988935,0.014948125168750001,0.34765219588782326
27,27,-0.14938213118035687,0.9898912750112518,0.049006358780824676,0.2083921009816451
28,28,1.2677301414968702,0.9979843935502315,0.008253557074050559,0.859657710463266
29,29,1.1544305960901524,1.0,0.0011601267859696063,0.7675906010187068
30,30,0.2275672660352705,0.8722112746129534,0.1655060263499616,0.3038052662787397
31,31,-0.3109654499843775,0.9883357496338203,0.04344646086532246,0.17729595414959504
32,32,0.7861446529930685,0.9971886458176539,0.0015255399357794281,0.5310835005456553
33,33,0.6650428071211933,0.9980895031167238,0.00580133974480534,0.47055216691734986
34,34,-0.1114489808611145,0.8913171482932138,0.29989548465994226,0.21645172806414745
35,35,-0.2856956264559637,0.8763487251161803,0.5545445717164639,0.18183898698151604
36,36,0.6424774256023096,1.0,0.005154169427290871,0.4600248802677682
37,37,0.941174065480249,0.9980497954505324,0.011050372521203031,0.6201779056372836
38,38,0.30997085607372055,0.9795915461122116,0.05310251935678868,0.3299010293072544
39,39,-0.4312860957959831,0.985135210355895,0.08490422619040666,0.15720107553746773
40,40,1.2825060198871316,0.027160241575517316,0.0,0.8724651847085492
41,41,-0.06782026255468539,0.9859936471472146,0.11216326894261414,0.22609927240099587
42,42,0.7359454461109894,0.9955685001650624,0.008740199692972104,0.5051359672437116
43,43,-0.18275790556979166,0.9966559694616994,0.03052202485743538,0.201544504029261
44,44,0.8577325416369421,1.0,0.0002626602612156941,0.5705417205121966
45,45,1.2752728708600674,0.9876377832569304,0.002265185010920933,0.8661593196017858
46,46,0.740367524689419,0.45716882919738855,0.374941797289614,0.5073416190017523
47,47,-0.14541898635115094,0.9855240684584001,0.08156558509188633,0.20922290487885023
48,48,1.1018318772198694,1.0,0.002484084673619884,0.728245886254481
49,49,0.562633840723924,0.9985920054303838,0.015291401155011292,0.42474419586786394
50,50,-0.0020628332608202847,0.9945755262271266,0.03127766198712422,0.24147850195204174
51,51,0.0838774695384299,0.994199775735735,0.03586780866909808,0.2631490633112493
52,52,0.7758442130906891,0.955648539888827,0.1875881003053681,0.5256619968108778
53,53,0.5621142378079422,0.8726756870782572,0.8752774161233303,0.4245081816719259
54,54,0.032319561332379364,0.9964433887784705,0.02061799914119429,0.24991413092270146
55,55,-0.058046045219876594,0.7384485850532352,0.9784803712192437,0.22832520201335305
56,56,0.8472867430517301,0.9992522482975759,0.00046846211499060786,0.5645708843333872
57,57,0.6592754971804811,0.9986515207636095,0.01740101888247619,0.4678340884953356
58,58,0.17498419506231122,0.9794072153585641,0.04876518509938087,0.28824281568008747
59,59,-0.4919487235843281,0.9612095214835581,0.17834814757180084,0.14794856196337672
