p_id,gof,test gof,As,Bs,Af,Bf,Eps,cv itr
9.0,672.396289964157,70.35535455024012,0.9986967565817255,0.004378493506547065,0.0,0.4351272835021245,0.6999757102970028,20
10.0,205.2066532948533,15.457569137883725,0.8623418644900452,1.8042797778710325e-11,0.5600055509572645,0.8429113756025264,0.3346206301341514,20
11.0,94.72383694765115,16.249591106730254,0.7142949085614556,0.15229211599062348,0.7142346214952174,0.739443749532369,0.2810311250547298,20
12.0,889.5470549984569,95.78114903204091,0.6417279240723788,6.534081916490685e-18,0.5809929315437645,1.1611474743428023e-16,0.9864503737039848,20
13.0,672.4782600570915,74.25946288825428,0.9993057170261044,0.0005141917118970966,0.0,0.20789348684217368,0.7000591494273669,20
14.0,383.47568970403205,42.860819930645704,0.1512002382982945,0.0020281372816547683,0.15116983725323668,0.40008921445352114,0.44346713427157414,20
15.0,938.0940727586162,100.77299046303348,1.0,1.0,1.0,1.0,1.0,20
16.0,667.0808099980642,87.67786357524193,6.860495560796764e-05,0.06555000011701098,0.0,0.07781463790020396,0.6941353521606156,20
17.0,284.88170904178116,31.39772368540733,0.9886660104711505,0.07833790012577899,0.45346675395442826,0.6698766032950743,0.3795067169839403,20
18.0,280.4299399055119,10.344231993022301,0.8913058104720214,7.433757769132949e-13,0.6112807009986558,1.0,0.37684516645718513,20
19.0,919.9859913830699,105.0789400253575,1.0,1.0,1.0,1.0,1.0,20
20.0,495.50849190089065,62.30686234076538,0.9981782594132211,0.00421128736820617,0.0013387973600314101,0.385668695157103,0.5296716852589631,20
21.0,384.8323595258627,42.630916571865754,1.0,5.436763015079457e-05,1.0,6.279273372394021e-05,0.44445339617287155,20
22.0,557.1305482718727,40.98446529845294,0.6336680416814995,0.48855687384348645,2.0043891776002955e-05,0.4885629153068448,0.5833968724888385,20
23.0,922.3566439718538,106.6492128357802,1.0,1.0,1.0,1.0,1.0,20
24.0,474.2415943861309,49.36744849704062,0.49955616262194824,0.0068754111094747545,0.4994759806042573,0.15022570864089743,0.5118409671253042,20
25.0,480.54158685811444,46.747292255591155,0.997930614621439,0.0036102614807006017,0.19392609976228598,0.6710798166260966,0.51695979471082,20
26.0,291.4120875822887,32.97023058095304,0.7489590442338487,7.968980707777642e-15,0.6562608647375199,1.0,0.3834400804850575,20
27.0,116.55864076828725,-1.9403674801630293,0.8005965846051044,0.3240123847411768,0.800586116338242,0.459737262909805,0.2908938399061991,20
28.0,806.4464099437831,88.6267502318494,0.9947571089852097,0.010819543237082067,4.682170371904501e-05,0.5034479697713323,0.8650775069381278,20
29.0,741.6585650586541,79.50920626043478,0.9987382618941822,0.0008166574161147285,7.958444847994313e-05,0.17842711710694278,0.7809150924875905,20
30.0,153.97691105975534,27.150192569782977,0.7163405367804834,2.243011063036383e-08,0.4461011916162948,0.7191854543017249,0.30860747239183195,20
31.0,938.9106478626521,115.18610668556342,1.0,1.0,1.0,1.0,1.0,20
32.0,552.8281739997109,62.019790025436976,4.996196928083801e-10,0.13943512971730715,0.0,0.16976445036947038,0.5794979080458889,20
33.0,521.6372949223658,61.237344581928,0.6535728989315208,0.12134654224303187,0.653516443814115,0.4146911158528783,0.5516368976521422,20
34.0,98.83224906759983,-6.317902623954675,0.7027944544848072,0.059877022273571945,0.7027354864060261,0.7236907885955624,0.2828610332374085,20
35.0,934.4055355871715,107.01407496157725,1.0,1.0,1.0,1.0,1.0,20
36.0,519.7933931797144,56.46221528164405,0.9986415392267345,0.00604776481604904,0.2679337910557979,0.5115630332504904,0.550030309903498,20
37.0,597.1433525681897,57.91963750404551,0.9971233066328989,0.008454451746159417,0.6418741490828402,0.48331584236514674,0.6215184932368669,20
38.0,332.27563496918043,73.08351074650913,0.6814154531839898,0.22166123662536102,0.3858419557791403,0.9974267297027307,0.4090124874655343,20
39.0,930.5951059335937,106.38243657192471,1.0,1.0,1.0,1.0,1.0,20
40.0,782.0027714430237,90.5261637301639,0.441580745715194,2.110500504909127e-19,5.949952979037594e-05,2.268653853677404e-19,0.8323146134701748,20
41.0,1616.5124436771189,163.8152442779823,1.0,1.0,1.0,1.0,1.0,20
42.0,446.9519044398851,88.99539174804688,0.9251482079724156,0.0,0.42035043194623767,0.7467528116085895,0.4902435996665507,20
43.0,31.222072285039307,-8.881534118649983,0.9912277632268844,0.0,0.8099271182735444,1.0,0.2542049468131711,20
44.0,542.5503024669188,51.90242150435178,0.027253320474134056,0.00015015838080435664,9.559735904611296e-05,0.0752984515868014,0.5702001879237945,20
45.0,820.7048591849394,98.51958895544033,0.015165736392326809,6.071127533954702e-06,8.971909633951141e-05,0.14978349334485386,0.8847739922130593,20
46.0,482.46932983933317,56.97809762747543,0.27315272262356616,0.055491685835559315,0.2702451227247835,0.47068603970161654,0.5185409919708737,20
47.0,109.24349649558593,-9.493053274458243,0.9989517069531785,0.0,0.7986219679151682,1.0,0.28757604497103256,20
48.0,750.8463240461058,88.13494566738909,0.9993259737753402,0.0023492457756380766,8.759075064908515e-05,0.08927152797872032,0.792335910403537,20
49.0,412.32136821078655,35.75692807463236,0.996030950569206,0.020308834809814123,0.4394005770931897,0.7859788890505385,0.4641380491932296,20
50.0,941.6160838221654,106.1771367313906,1.0,1.0,1.0,1.0,1.0,20
51.0,939.3996810809251,109.21068266876436,1.0,1.0,1.0,1.0,1.0,20
52.0,465.6085181795528,58.943932356881156,0.9966957001607704,0.004366215558446528,0.9159551643735436,0.2771362026826515,0.5049075903783949,20
53.0,1622.947513313828,185.296514295528,1.0,1.0,1.0,1.0,1.0,20
54.0,115.31070942537349,12.207767435320353,0.9184516445883601,6.775064782730899e-16,0.771791591831855,0.8063866228316048,0.29031953472887806,20
55.0,102.95603243933779,13.008098300965901,0.7788838870717244,8.792596691859721e-11,0.7543355824965008,0.8984363681567026,0.2847094799074231,20
56.0,547.6247162617415,69.68743600104227,0.0002092753958684654,0.04128840626570923,0.0,0.09467722210489096,0.5747831892354729,20
57.0,419.0765946005118,69.44366471342842,0.9968506489185922,0.022500863508249425,0.8433945761711165,0.25447067873137685,0.469122737074425,20
58.0,265.3967503132235,13.927965195693236,0.7153917079848533,1.231418365211259e-13,0.5920271764239093,0.8584756761311643,0.3680039605014388,20
59.0,933.461013830723,103.26253973175382,1.0,1.0,1.0,1.0,1.0,20
