"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0507723706555753,0.104374355744085,0.220617009550677,21.046018449382
"2",0.0370603417051902,0.00999999000912674,0.208225346366997,30.4337336986301
"3",0.00999999871231147,0.00999999288432281,0.000136272386655559,471.063374607212
"4",0.00999973663185972,0.0100000152735981,0.000149999445029116,585.949401458239
"5",0.0344103268937641,0.0112045957238937,0.204090762309233,27.1824300486884
"6",0.0607156225435877,0.0496020931661357,0.000150046011254076,56.9730854989936
"7",0.0440720418358618,0.134270406512424,0.243797470681097,8.48110047498218
"8",0.0291194080450144,0.00999999452835526,0.292442903828329,38.4001010382568
"9",0.0505473024827307,0.0921841746028967,0.228379306020852,13.0107211488527
"10",0.0315777516678714,0.0132524459081883,0.26188917074538,27.9005698957185
"11",0.0581894623797854,0.0620103762328412,0.000150060192434719,42.2854850060617
"12",0.0290726094211708,0.00999999943578654,0.266830782414989,23.2282092364722
