,p_id,gof,As,Bs,Af,Bf,Eps
0,641,0.5378267821078453,0.9999,0.0001,0.9998999998936706,0.9998999999971773,0.41432201863804113
1,642,1.331448782990425,0.0018746090660155857,0.0001,0.0001,0.0010887721054101838,0.9162307437556583
2,643,1.5992437555293866,0.9939192327423864,0.023986392494982717,0.5750502495376405,0.19114106549997867,1.1975830102208755
3,644,1.3070378866216736,0.9989651870796675,0.002684294351235081,0.8037333399781298,0.12447927890508485,0.8941331013875969
4,645,0.5376829826623192,0.989801615252837,0.07688718906696924,0.6202433459612144,0.6250205246406899,0.4142624621951426
5,646,0.6704203513406466,0.9999,0.016613630602089313,0.9065224364457733,0.16009912024109907,0.4730671313790014
6,647,1.639014626601402,0.9999,0.7579075066300613,0.9999,0.9529051459834588,1.2374855010275454
7,648,0.7589268897066923,0.9984289098888496,0.13999606921793042,0.19422551481669664,0.3730931256930073,0.5168444390343507
8,649,1.3740679093916308,0.9830482572701805,0.004217045193588823,0.9830479651721993,0.020406047518777636,0.9571473773176148
9,650,0.770105379893012,0.9999,0.005401992075893479,0.49505494203709555,0.1811833768482287,0.5226552968256937
10,651,1.74060922985293,0.9941099909769047,0.05781106598298462,0.0001,0.6203560451179084,1.3794305516869199
11,652,1.157096055562068,0.9953754429952099,0.003987766430713788,0.0001,0.2882916763252485,0.7696322236472295
12,653,0.47278703990347803,0.9964581333196265,0.007599956234953796,0.9964541774019412,0.01783458857657889,0.38836858031102733
13,654,0.8804646980948455,0.9973292650188572,0.0011463974998450644,0.0001,0.3126527201391614,0.583637298181744
14,655,0.8664887758911828,0.9945073174558726,0.07402362894094397,0.46124081343434753,0.07425116937604015,0.5767795825814945
15,656,1.2771077619669895,0.9265236178946008,0.12656463200409876,0.0001,0.7912804742962796,0.8677679828099578
16,657,1.2383806067947,0.9920671492125961,0.03791841403126188,0.5468200229410317,0.07377580908495165,0.8348053052788273
17,658,0.7392493940836669,0.9999,0.00788716647492474,0.07260698498607027,0.2500057502388625,0.5067744604007638
18,659,100000.0,0.9946124095074867,0.9998999999999992,0.0001,0.0001,0.7396315536578599
