,p_id,gof,As,Bs,Af,Bf,Eps
40,681,1.1507143523855972,0.9186918878303336,4.904432431758623e-16,0.47179005418949915,0.7188062172742071,0.7647363155172812
41,682,0.9863235165617164,0.6111365530302646,0.0,0.5773946705259085,0.6882860549404706,0.6488102216275025
42,683,1.0954635499109324,0.5647210490684049,0.0,0.49880510498482955,1.0,0.7236300682191497
43,684,0.8338157708531351,1.0,0.0,0.6908577824932207,1.0,0.5570685700892741
44,685,1.0834636975997372,0.7475980972362939,0.0,0.7444534679222707,1.0,0.7149985046078088
45,686,1.262957660620953,0.8591363775971079,0.0,0.07389601441859708,0.2303837448279387,0.8555755525423195
46,687,1.3554373096609498,0.00019207291147267715,0.0,4.461287142563138e-07,0.34949789571297263,0.938453453805459
47,688,1.0220177983380774,1.0,0.0,0.679907367751829,1.0,0.6723576123540165
48,689,1.0101357830332172,0.8223499791531834,0.0,0.5886998573673243,1.0,0.6644452792817694
49,690,0.9838548767889397,0.6185289570428016,0.0,0.5941680020913527,0.7778554847771743,0.6472105191924686
50,691,1.2360818019774316,0.8729103700625114,0.0,0.5713998146390356,1.0,0.8328878449196484
51,692,0.8472434411064719,0.7930539492009228,7.34840800801109e-12,0.5471519036879032,1.0,0.5645675484506293
52,693,0.5790350668927794,1.0,0.3452599344298073,0.7517581193874001,1.0,0.43175363506972086
53,694,1.8113714702671346,0.0485257238934095,0.0,0.0,0.0,1.4805785819072517
54,695,0.6673048387901048,1.0,0.0,0.6938707537488614,1.0,0.47156174213737495
55,696,1.2326389081998415,0.3025321817368547,0.0,0.2562501452871131,1.0,0.8300250388584507
56,697,0.44447835973548966,1.0,0.0,0.7202688688712051,0.8849729714098815,0.37737719463296016
57,698,0.9766387420233273,0.4469241074546884,1.8294466108029934e-12,0.2780060020588262,1.0,0.6425571691003991
58,699,0.9242422701158648,0.7394933970077997,0.0,0.6501249380160594,1.0,0.6097560657884238
59,700,0.8119908840988913,0.7493205775560339,0.0,0.6428565747266365,0.7705436994720052,0.5450118995553646
60,701,0.657504599309211,1.0,0.0,0.6831191648960682,1.0,0.4670318661053818
61,702,1.6731452815293304,0.2685785608184818,0.0,0.0,0.0,1.2894383590566534
