,p_id,gof,As,Bs,Af,Bf,Eps
6,647,1.530830556307217,0.0,0.0,0.0,0.1880969752240766,1.1183701933046968
7,648,0.7213049576407538,0.9156263818644674,6.961287942816666e-15,0.8379870394331042,0.7441948485779963,0.4977618280595694
8,649,1.4849550957598703,0.7225451006113157,0.0,0.28669752114887076,1.0,1.0682444180137205
9,650,0.9598529164867732,0.6839532408705107,2.2833559307803554e-15,0.408641292120997,1.0,0.6318611469795452
10,651,1.7008043444783558,0.00010850164812949205,1.293014789123156e-05,9.005945275250086e-10,0.28903292916392875,1.3255838148404715
11,652,1.210681714201924,0.797284551383818,4.475479741394103e-15,0.22476370254514938,1.0,0.8119984783757448
12,653,0.7289994373432248,1.0,0.0,0.5899012341960639,1.0,0.5016353760466608
13,654,1.0267502514449005,0.1967398440155781,0.0,0.19650123080272086,0.5631561370403827,0.6755769158798961
14,655,0.9600213241201335,1.0,0.49602133336096443,0.7949419177272242,1.0,0.6319619534439276
15,656,1.2000370201092314,0.7714285640636931,0.0,0.2667033373368092,1.0,0.8034009267706341
16,657,1.2209927297528527,0.7189784110759873,0.0,0.5133226117505204,1.0,0.8204142030966444
17,658,0.9986057641182747,0.832467246715594,5.530047519154091e-15,0.6304167733680063,1.0,0.6568282150331746
18,659,1.0263785911490266,0.7317199739981124,2.978812774249101e-15,0.41801122684564507,1.0,0.6753258633222247
19,660,0.8201097036663035,0.854027961496205,0.0,0.7792918395682098,0.8158581123400865,0.5494547569421322
20,661,1.0572976753705323,1.0,0.0,0.6747377591042376,1.0,0.6965197068546096
21,662,0.9622177953761069,0.6565979706356414,3.48566193132511e-15,0.46308911614447645,1.0,0.6333571938152432
22,663,1.7830859333431865,0.0380589224519371,0.0,0.0,0.0,1.439286336642278
23,664,0.8602172901701837,0.8875725887468755,0.0,0.6684011307629563,0.7986981753900164,0.5719399671151595
24,665,1.082193084559079,1.0,0.0,0.47025378564408893,1.0,0.7141267909841988
25,666,0.7373328388822492,0.757551908394664,0.0,0.743927794328159,0.8844155640801515,0.5058041355362441
26,667,1.6715142936038825,0.06839927568376519,3.85627769065578e-08,0.06678962633761173,0.3093249232339966,1.287337024872509
27,668,0.9750999828163995,0.6104411877511273,0.0,0.5543181444920842,0.8035964236611903,0.6415689952979333
28,669,0.8959269572181161,0.9401219635050263,0.0,0.5968656764754696,0.7120653069879481,0.592732793775522
29,670,0.5653504317279412,0.8159408648783327,2.2991438495105152e-11,0.812620745904268,0.8749439077763295,0.42588407109762266
30,671,1.2481504018435272,1.0,0.39581082472515317,0.440144315645912,1.0,0.8430080518159955
31,672,0.7896298361888129,0.46368445404936265,9.366534559720903e-10,0.4615688255284215,0.7466856167270421,0.5329600993892689
32,673,0.9565981627258294,0.8433359618340911,0.0,0.7410690667842927,0.7044764289747207,0.6298079347263984
33,674,0.8493985670174259,0.673693337664162,1.163445948527585e-12,0.5256388103298619,1.0,0.5657855720602208
34,675,1.0558445136606367,0.47334188456088844,0.0,0.38932661786128203,1.0,0.6955210349092249
35,676,1.4287526253967053,0.7590989114782909,0.0001305744291769815,0.7215061703719376,0.24338436397810112,1.0098623383662086
36,677,0.5286455798048331,1.0,0.3864425237619504,0.7890285920187019,1.0,0.41053907880833285
37,678,0.8387974146034707,0.8950443349491484,0.0,0.46440450641294995,1.0,0.5598193087100938
38,679,1.0410522935836788,0.7013156298694341,7.838351375110992e-15,0.5367785509651498,1.0,0.6853084499668253
39,680,0.8161240174762803,0.7397108495740763,0.0,0.6410906178508773,0.7996817674217862,0.547269171079956
