,p_id,gof,A,B,Eps
0,641,104.85264432348363,0.9997634223842544,0.012508041830705304,0.3057941518987093
1,642,523.5127909772885,0.22092333119288313,0.0,0.778502345376147
2,643,664.0702389326733,1.0,0.0016439519249209856,1.0
3,644,448.803479939193,0.9968007580097858,0.002902423143124399,0.658905093021591
4,645,135.1042350518669,1.0,0.01136521565562158,0.32713995991562395
5,646,144.42927018072024,0.9950973539990984,0.02593253488806262,0.3340370052589362
6,647,599.5326806790254,0.5624348037462382,0.0,0.9224770351568212
7,648,114.09523337377931,0.9903235435459241,0.059129489463509044,0.31213496387027917
8,649,219.85931462158786,0.5599732931070381,0.0,0.39527199943579394
9,650,188.7738441268587,0.9980657980226308,0.006599999628778005,0.3687755161688553
10,651,653.6953042102322,0.1459444444444445,0.0,1.0
11,652,334.07493361437014,0.9976915437908609,0.0026742130496149622,0.5100551509208036
12,653,-27.596257703099287,0.990502203343818,0.02399248013104474,0.2275043239244025
13,654,273.62678801425113,0.9976080396420139,0.001896912805630676,0.4456681651878048
14,655,271.0930529413781,0.9968438557866253,0.009316297917767787,0.44313852564255485
15,656,379.6255134880728,0.9913774836239935,0.011791617703512468,0.5646602327974937
16,657,487.8518477920713,1.0,0.0028434294634770273,0.7189224534014473
17,658,144.35907580523255,0.9992711930702047,0.007853363100472143,0.33398853306693316
18,659,166.26435683323422,1.0,0.005518333248655952,0.35069477189181075
19,660,225.4540443758319,0.9990524264534051,0.007490607315050569,0.400225910384406
20,661,292.84073231572563,0.9949934592222694,0.014113796001366188,0.46521056628152163
21,662,175.4214557218547,0.9948756322628163,0.016726723019947445,0.3579554677062198
22,663,766.7433474991745,0.1459444444444445,0.0,1.0
23,664,227.7762470584355,0.9989278915870006,0.006291100528134677,0.4023400314947695
24,665,243.30662306736275,0.9930404678629379,0.009298113982881415,0.41652558490505165
25,666,219.45451531826788,0.992896721055092,0.03044777591063937,0.39492020018186413
26,667,665.2994051916413,0.1459444444444445,0.0,1.0
27,668,242.43161256959695,0.9948787795086204,0.012653991189107983,0.41568350287997624
28,669,-124.723824688481,0.9936147758862619,0.031033057898134292,0.18316471659306535
29,670,153.58170377054591,0.9981969525305787,0.012744544788418612,0.34093009798779483
30,671,492.7754911743689,1.0,0.005154491736350204,0.7268642480076657
31,672,289.3158608220218,0.9746770589399312,0.02344000876967931,0.4615515901965193
32,673,173.5760843705226,0.9954360262427129,0.010320033700876457,0.35645943354909104
33,674,-20.411094597212536,0.9988394235430754,0.00766654687689107,0.23119326935226978
34,675,56.84905089114387,0.998238648051163,0.01193388412848538,0.2747168676443892
35,676,259.89196901714746,0.9996537941689242,0.0023903086212559432,0.4322116088032776
36,677,103.67299035063567,0.9841924164948591,0.055836589245988104,0.3049730178915601
37,678,157.06757839691718,0.9964242637377345,0.010155957106209142,0.34358348559387686
38,679,120.63918053475084,0.8900249454381951,0.21324580403631999,0.3167460209751674
39,680,37.71763289427985,0.9807642533423022,0.04626024794003624,0.26323421783290346
40,681,285.85885612828287,0.9738819841851405,0.030708476533616864,0.4580014918011567
41,682,367.5836864095419,0.9988741065064877,0.004359209383517613,0.5496493688637576
42,683,97.88382099594358,0.8403320531447176,0.26214915975903774,0.30105960791842457
43,684,93.75144865533605,0.9965745236569177,0.016659369756086718,0.29830970085158215
44,685,-41.816640062042,0.91876371699409,0.20437642048690463,0.22040664378996305
45,686,999.5664340356916,0.9904220851573577,0.0,0.7383398915435417
46,687,497.8472052340301,0.007909328418674515,0.0,0.7351560848293921
47,688,215.07877904079723,0.9971453027633818,0.01873490445446719,0.39108149423436556
48,689,218.12446417898815,0.9794300134025209,0.04450716116120776,0.393749677858134
49,690,270.60262493456247,0.9936355305037358,0.019294207632810253,0.4426585669885214
50,691,551.4128220679363,1.0,0.006740077003590842,0.8285290560757446
51,692,80.84141366889708,0.9962773137156101,0.01637583593019604,0.28980550222972157
52,693,-79.98355038169441,0.9966330468119468,0.021963206898283953,0.20239118244549192
53,694,723.0554148965696,0.1459444444444445,0.0,1.0
54,695,-291.47039401840937,0.9518156021553463,0.173471937237746,0.12624363977688957
55,696,420.6110174142412,1.0,0.0027843625008302005,0.6187459965422101
56,697,-76.45686557067793,0.9079607347721206,0.19485693467623294,0.20400691442464144
57,698,361.66677140372155,1.0,0.0035303673311494112,0.5424452859402622
58,699,-108.93587992723218,0.9895355445511109,0.03544504771564863,0.1897418476863416
59,700,111.78125009671088,0.999153360060506,0.006245423907808469,0.3105268254108784
60,701,-50.50674939441267,0.9967292371475157,0.015418557141793573,0.2161809529134996
61,702,565.6720430894815,0.7338416263802476,0.0,0.8553211634082258
