,p_id,gof,A,B,Eps
0,641,0.026307211721042768,0.9764607342960985,0.20163764932992795,0.2484225926935153
1,642,0.6700777389983246,0.1786720605711361,0.7754024071199264,0.4729049011528118
2,643,0.9940987266899282,0.7036530547635025,0.9999,0.6538765219890972
3,644,0.5058401922896929,0.6527032825346866,0.9998999999999998,0.4012825730239514
4,645,0.17989397063247406,0.9274944467991024,0.4222772589753239,0.2896607370787594
5,646,0.4476629958463789,0.8789088829677517,0.9998999999999998,0.3786040252039029
6,647,0.9654246350204204,0.966102721056841,0.49362770164499314,0.6353895798731746
7,648,0.6120039286981095,0.989306672778788,0.35767622691719225,0.4462203269726533
8,649,0.7653691367796304,0.9824258293686545,0.044936881775362494,0.5201650457752569
9,650,0.513016214003473,0.551959224800058,0.9998999999999998,0.404168753304137
10,651,1.0745643716482287,0.9739048501191858,0.2413445094672253,0.7086610709274
11,652,0.4317642973686745,0.5818924011496402,0.9194219127851598,0.3726276029842046
12,653,0.2761858303167543,0.9942039718430951,0.03665079043107887,0.3189588699555319
13,654,0.5746124772135832,0.34968361296395145,0.8411263096818025,0.4298490716279424
14,655,0.895395080280365,0.9864257581368321,0.04815023254476155,0.5924250479735877
15,656,0.8853581351066919,0.6637720363094091,0.8988120813535603,0.5865027035100969
16,657,0.5930288733926614,0.9868837548611429,0.06855344458382694,0.43785090906421176
17,658,0.488663588857133,0.6635273152157859,0.9998999999999998,0.39444616966618984
18,659,0.7323372021015345,0.9796751127839205,0.052983955386585485,0.5032872523539553
19,660,0.35893658847460996,0.7656791900555477,0.9999,0.3464563336856604
20,661,0.33956837545980617,0.940740430002226,0.25162008128213637,0.33981208544737806
21,662,0.7577309810069156,0.6664780678364368,0.9998999988256279,0.5162302419880577
22,663,1.055723422591604,0.9830201866087601,0.36480136815721315,0.6954348870215112
23,664,0.3999234699707482,0.8449426572847778,0.5690800885737375,0.36095027838827487
24,665,0.5530532816839537,0.9920325769705431,0.049806634976121554,0.420688950042117
25,666,0.7145529924244242,0.9898437004103733,0.5137282619676248,0.49441289525087284
26,667,1.1333390312104368,0.9960169124350485,0.037067054083037496,0.7515814879236331
27,668,0.4228554488508346,0.7996637142742862,0.9998999999999993,0.36932085030712763
28,669,0.28500240863410997,0.994411424059129,0.037171689847179404,0.3217555678364011
29,670,0.6804586511768997,0.9219337701936436,0.4066528116369816,0.4778392646720242
30,671,0.7586432046477851,0.8918953436934612,0.6797137288189958,0.5166987956166877
31,672,0.46389154266976507,0.6356434816562748,0.9999,0.3847975531596546
32,673,0.6216639773013106,0.9915446289692956,0.05592885361710906,0.4505565032100778
33,674,0.6488981913703334,0.47475133352256604,0.8761071319031755,0.4629960504877838
34,675,0.4055647211218161,0.9798176011576492,0.13435738136088562,0.36299394891732106
35,676,0.34700954582697163,0.4375723595099138,0.8739239651782882,0.34234753129135825
36,677,-0.11777186339297688,0.9815383288989721,0.2094403080095747,0.21508463910554854
37,678,0.3680660151805678,0.5713327369419536,0.9897182176006998,0.34963430449410043
38,679,0.6521085806814443,0.9941250813318974,0.06464773998926218,0.46450444665758217
39,680,0.5007330399233979,0.6217947192626591,0.9576031766837785,0.3992355108044804
40,681,0.5171669667673872,0.9747449444029661,0.17450046908241035,0.4058429223468839
41,682,0.759309846261677,0.6860361865338811,0.7246533783406225,0.5170442178349444
42,683,0.9288844546773856,0.9836183220471854,0.06468609697545424,0.6125956368457455
43,684,0.5627466456071549,0.8778306891937007,0.9998999999247993,0.42478068832367943
44,685,0.3240792421732065,0.9955173603205132,0.03647464049218349,0.33458228459595124
45,686,0.8023409892590351,0.5159086064779941,0.7098545557640765,0.5397777120033506
46,687,0.8414742628580415,0.9779775322385555,0.217753482978567,0.561320055089265
47,688,0.38293312075807934,0.9071077676454883,0.9999,0.35487436055509103
48,689,0.4260641338108737,0.9628630170579213,0.430171268444586,0.3705102285779049
49,690,0.48887398961228473,0.9477294698931363,0.271212380436373,0.3945298355629272
50,691,0.7631064424220778,0.9843689024606979,0.19558112549174111,0.5190113593661019
51,692,0.3204717373399163,0.7344152461642535,0.9999,0.33338078923899334
52,693,0.12729147143730368,0.9857465239514709,0.23238683421061862,0.2748172694023854
53,694,1.2564742660926687,0.8912500915062056,0.9998999999999998,0.8500472553032137
54,695,0.5292721674104708,0.9928490706280078,0.04042860469128759,0.41080487304588365
55,696,0.7170833248287003,0.5847990533873435,0.8887023070108597,0.49566429360572306
56,697,0.30016367292213275,0.9367555334665254,0.22957522374696987,0.3266801266474833
57,698,0.5622276571003366,0.5494148191266872,0.9034222340670469,0.4245575787253846
58,699,0.48271027629396474,0.9949932276143638,0.03320360801889697,0.392086378360776
59,700,0.4728312509940637,0.9663517630319227,0.11207043520563466,0.38824459100729813
60,701,0.14486082894483404,0.9851774032155318,0.0752054860099141,0.2797015605220009
61,702,1.065534406571691,0.7836835555792909,0.9033944723741527,0.7022918791074109
