,p_id,gof,A,B,Eps
0,641,1.0015441236517377,0.0001,0.10129377336121145,0.6587603083567943
1,642,1.078485066562801,0.0001,0.0001,0.71144608928765
2,643,1.3960182426946797,0.991847329910247,0.00037184510629161027,0.9773586663010527
3,644,1.0036364525305246,0.9939484494989359,0.0028675819965560782,0.6601240158593613
4,645,1.0346516294138095,0.0001,0.08879735418932812,0.6809327030430576
5,646,0.9239956904827693,0.9957012395686398,0.0054281547416683545,0.6095749773743233
6,647,1.3004374032609634,0.0001,0.0001,0.8882503946802678
7,648,0.995326454381906,0.9954514270249625,0.006299902940049958,0.6546961007700987
8,649,0.6023033069509541,0.9998999999999976,0.0008109669418642617,0.44191986421595697
9,650,0.6475093283649919,0.9955069809545027,0.004747645075609556,0.462371851611309
10,651,1.4026663538210946,0.0001,0.0001,0.9838601183824616
11,652,0.8991005602940415,0.9909094759274023,0.0027706250358456924,0.5946439570020574
12,653,0.735539176383968,0.0001,0.15429436188690426,0.504898891989106
13,654,0.6400391296028709,0.9944410671989152,0.0020198322950605485,0.4589121830716987
14,655,0.9787495929695543,0.0001,0.09429793692240632,0.6439118971855349
15,656,0.9042375217090847,0.9936165199726592,0.009273061032010747,0.5976648361268775
16,657,1.0971290711951176,0.0001,0.056951964865000954,0.7248398078924823
17,658,0.725083516218545,0.9977507485261277,0.006036065705919186,0.4996300739256393
18,659,0.9322509041650193,0.0001,0.15210103011432252,0.614650668876132
19,660,1.0215194451757033,0.9956204481991091,0.004058304733261572,0.6720615937572101
20,661,0.9412614949563529,0.264437166303759,0.16788689840080118,0.6202224354945118
21,662,0.6813395175322569,0.9968911635915682,0.0072979332458867115,0.4782361059530611
22,663,1.5599526045751726,0.0001,0.0001,1.1514412049185112
23,664,0.8751064222498464,0.9968427377090331,0.0038558451057962174,0.5804902343438716
24,665,0.7444054212195508,0.0001,0.1840040198126519,0.5093952925380737
25,666,0.9443540389831033,0.9948843392999502,0.0062153753697411565,0.6221686204998871
26,667,1.406273936637471,0.0001,0.0001,0.9874154218524549
27,668,0.7750849727028474,0.99603523560275,0.005091382080118929,0.5252963510227966
28,669,0.8704239861764325,0.0001,0.2212573075890138,0.5778060705172219
29,670,0.9489525078746512,0.9959653616146108,0.0048837134824132366,0.6249984629276958
30,671,1.1699150389731803,0.0001,0.1818685533976876,0.7795661018570454
31,672,0.8748021370132324,0.9958340638279293,0.0033070618500187256,0.5803120551526042
32,673,0.8222491949891282,0.41766691795414246,0.08118760148242449,0.5506314983696305
33,674,0.5459177440471104,0.9976543275254586,0.005837644465428955,0.4176994443840696
34,675,0.8909372376918496,0.00010000000000000002,0.2452492138949277,0.589782295965271
35,676,0.9976341584267157,0.8038765801309644,0.03749103546149471,0.6561909794149172
36,677,0.9993788000441093,0.0001,0.0816668447220093,0.6573369666307141
37,678,0.563456721571633,0.9956290564510077,0.005165866279383308,0.42506124453803806
38,679,0.842376541524137,0.0001,0.22282127900349646,0.5618329636254931
39,680,0.6527361990417306,0.9933562552462818,0.005913703496212163,0.46479627734027484
40,681,0.9395590049532061,0.0001,0.18641803276834984,0.6191634851201493
41,682,0.8989935230215632,0.9968983184170237,0.003575134580561898,0.5945427270730188
42,683,0.8110373147235398,0.0001,0.2339585992398815,0.5444938807462776
43,684,0.9522746363589679,0.9949965938398075,0.005551558005762505,0.6270735592432439
44,685,0.8281363307587618,0.0001,0.254014008379563,0.553887185142524
45,686,1.0871451175646734,0.9998999999999998,0.00028566593308168694,0.7176220228293668
46,687,1.116336949330007,0.0001,0.0001,0.7388937508857618
47,688,0.9655245219250904,0.9971731433293491,0.006909573461147124,0.6354552476721953
48,689,1.0047112671753122,0.31445290890870947,0.10261589895300825,0.6608509400396747
49,690,0.780439745719901,0.9954764036881301,0.00725303606659889,0.5280657787054144
50,691,1.290544772318071,0.7191205960347137,0.06564717430801495,0.8795072599669427
51,692,0.4772135280604484,0.9974126539349788,0.006295428662625528,0.38993947300584103
52,693,0.9514046222488652,0.0001,0.11090797505204042,0.6265370329463675
53,694,1.5795727386939593,0.0001,0.0001,1.1742549546335228
54,695,0.7649120292255258,0.0001,0.18462859076873503,0.5199524341874341
55,696,0.9974108427156961,0.9983035024823845,0.0022283499782828247,0.656056183453217
56,697,0.8557829729697566,0.00010096721612680044,0.08241279178116614,0.5694089165314029
57,698,0.7976572938470505,0.9985452769730367,0.0028529592910768566,0.5372348081400318
58,699,0.7456220163733398,0.0001,0.2289895007733503,0.5100217846690034
59,700,0.662704555859602,0.9970408220162145,0.004171058762706684,0.4694249039364421
60,701,0.8355950672179514,0.0001,0.14009554817185543,0.5580359667997676
61,702,1.3426342717377966,0.0001,0.0001,0.9265342222490516
